Notes,State,State Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Age,Age Code,Population
,Alabama,1,1990,1990,69 years,69,32101
,Alabama,1,1990,1990,70 years,70,31051
,Alabama,1,1990,1990,71 years,71,27802
,Alabama,1,1990,1990,72 years,72,25585
,Alabama,1,1990,1990,73 years,73,24693
,Alabama,1,1990,1990,74 years,74,23935
,Alabama,1,1990,1990,75 years,75,24097
,Alabama,1,1990,1990,76 years,76,22453
,Alabama,1,1990,1990,77 years,77,21364
,Alabama,1,1990,1990,78 years,78,19516
,Alabama,1,1990,1990,79 years,79,18552
,Alabama,1,1990,1990,80 years,80,16711
,Alabama,1,1990,1990,81 years,81,14435
,Alabama,1,1990,1990,82 years,82,13270
,Alabama,1,1990,1990,83 years,83,12253
,Alabama,1,1990,1990,84 years,84,10867
,Alabama,1,1990,1990,85+ years,85+,48006
,Alabama,1,1991,1991,14 years,14,59877
,Alabama,1,1991,1991,15 years,15,58334
,Alabama,1,1991,1991,16 years,16,60357
,Alabama,1,1991,1991,17 years,17,61665
,Alabama,1,1991,1991,18 years,18,61674
,Alabama,1,1991,1991,19 years,19,68460
,Alabama,1,1991,1991,20 years,20,71708
,Alabama,1,1991,1991,21 years,21,67535
,Alabama,1,1991,1991,22 years,22,61979
,Alabama,1,1991,1991,23 years,23,58774
,Alabama,1,1991,1991,24 years,24,59234
,Alabama,1,1991,1991,25 years,25,59347
,Alabama,1,1991,1991,26 years,26,61616
,Alabama,1,1991,1991,27 years,27,63791
,Alabama,1,1991,1991,28 years,28,61418
,Alabama,1,1991,1991,29 years,29,67722
,Alabama,1,1991,1991,30 years,30,66446
,Alabama,1,1991,1991,31 years,31,65510
,Alabama,1,1991,1991,32 years,32,65355
,Alabama,1,1991,1991,33 years,33,66019
,Alabama,1,1991,1991,34 years,34,69383
,Alabama,1,1991,1991,35 years,35,66563
,Alabama,1,1991,1991,36 years,36,64772
,Alabama,1,1991,1991,37 years,37,64184
,Alabama,1,1991,1991,38 years,38,58991
,Alabama,1,1991,1991,39 years,39,63281
,Alabama,1,1991,1991,40 years,40,59512
,Alabama,1,1991,1991,41 years,41,58454
,Alabama,1,1991,1991,42 years,42,58153
,Alabama,1,1991,1991,43 years,43,57481
,Alabama,1,1991,1991,44 years,44,63304
,Alabama,1,1991,1991,45 years,45,45401
,Alabama,1,1991,1991,46 years,46,45752
,Alabama,1,1991,1991,47 years,47,46754
,Alabama,1,1991,1991,48 years,48,46980
,Alabama,1,1991,1991,49 years,49,44882
,Alabama,1,1991,1991,50 years,50,42353
,Alabama,1,1991,1991,51 years,51,39765
,Alabama,1,1991,1991,52 years,52,39617
,Alabama,1,1991,1991,53 years,53,39679
,Alabama,1,1991,1991,54 years,54,38596
,Alabama,1,1991,1991,55 years,55,37823
,Alabama,1,1991,1991,56 years,56,39005
,Alabama,1,1991,1991,57 years,57,36538
,Alabama,1,1991,1991,58 years,58,34853
,Alabama,1,1991,1991,59 years,59,36851
,Alabama,1,1991,1991,60 years,60,36976
,Alabama,1,1991,1991,61 years,61,35913
,Alabama,1,1991,1991,62 years,62,35508
,Alabama,1,1991,1991,63 years,63,37150
,Alabama,1,1991,1991,64 years,64,37089
,Alabama,1,1991,1991,65 years,65,34853
,Alabama,1,1991,1991,66 years,66,34377
,Alabama,1,1991,1991,67 years,67,34023
,Alabama,1,1991,1991,68 years,68,31803
,Alabama,1,1991,1991,69 years,69,32141
,Alabama,1,1991,1991,70 years,70,32476
,Alabama,1,1991,1991,71 years,71,29427
,Alabama,1,1991,1991,72 years,72,27182
,Alabama,1,1991,1991,73 years,73,24234
,Alabama,1,1991,1991,74 years,74,23282
,Alabama,1,1991,1991,75 years,75,24076
,Alabama,1,1991,1991,76 years,76,22889
,Alabama,1,1991,1991,77 years,77,21450
,Alabama,1,1991,1991,78 years,78,20183
,Alabama,1,1991,1991,79 years,79,18679
,Alabama,1,1991,1991,80 years,80,17028
,Alabama,1,1991,1991,81 years,81,14650
,Alabama,1,1991,1991,82 years,82,13262
,Alabama,1,1991,1991,83 years,83,12631
,Alabama,1,1991,1991,84 years,84,11011
,Alabama,1,1991,1991,85+ years,85+,50554
,Alabama,1,1992,1992,14 years,14,60485
,Alabama,1,1992,1992,15 years,15,61150
,Alabama,1,1992,1992,16 years,16,59116
,Alabama,1,1992,1992,17 years,17,63057
,Alabama,1,1992,1992,18 years,18,60984
,Alabama,1,1992,1992,19 years,19,64713
,Alabama,1,1992,1992,20 years,20,68220
,Alabama,1,1992,1992,21 years,21,70467
,Alabama,1,1992,1992,22 years,22,66127
,Alabama,1,1992,1992,23 years,23,61878
,Alabama,1,1992,1992,24 years,24,59673
,Alabama,1,1992,1992,25 years,25,59103
,Alabama,1,1992,1992,26 years,26,58985
,Alabama,1,1992,1992,27 years,27,62283
,Alabama,1,1992,1992,28 years,28,61086
,Alabama,1,1992,1992,29 years,29,66495
,Alabama,1,1992,1992,30 years,30,66754
,Alabama,1,1992,1992,31 years,31,64947
,Alabama,1,1992,1992,32 years,32,65926
,Alabama,1,1992,1992,33 years,33,65678
,Alabama,1,1992,1992,34 years,34,68739
,Alabama,1,1992,1992,35 years,35,69805
,Alabama,1,1992,1992,36 years,36,65514
,Alabama,1,1992,1992,37 years,37,65784
,Alabama,1,1992,1992,38 years,38,61708
,Alabama,1,1992,1992,39 years,39,65087
,Alabama,1,1992,1992,40 years,40,62402
,Alabama,1,1992,1992,41 years,41,58308
,Alabama,1,1992,1992,42 years,42,58885
,Alabama,1,1992,1992,43 years,43,58062
,Alabama,1,1992,1992,44 years,44,59483
,Alabama,1,1992,1992,45 years,45,62756
,Alabama,1,1992,1992,46 years,46,44345
,Alabama,1,1992,1992,47 years,47,46502
,Alabama,1,1992,1992,48 years,48,45143
,Alabama,1,1992,1992,49 years,49,51114
,Alabama,1,1992,1992,50 years,50,44387
,Alabama,1,1992,1992,51 years,51,41022
,Alabama,1,1992,1992,52 years,52,40044
,Alabama,1,1992,1992,53 years,53,40017
,Alabama,1,1992,1992,54 years,54,40644
,Alabama,1,1992,1992,55 years,55,38016
,Alabama,1,1992,1992,56 years,56,38336
,Alabama,1,1992,1992,57 years,57,39263
,Alabama,1,1992,1992,58 years,58,34610
,Alabama,1,1992,1992,59 years,59,36825
,Alabama,1,1992,1992,60 years,60,36407
,Alabama,1,1992,1992,61 years,61,36033
,Alabama,1,1992,1992,62 years,62,36000
,Alabama,1,1992,1992,63 years,63,35599
,Alabama,1,1992,1992,64 years,64,37683
,Alabama,1,1992,1992,65 years,65,35782
,Alabama,1,1992,1992,66 years,66,34342
,Alabama,1,1992,1992,67 years,67,34172
,Alabama,1,1992,1992,68 years,68,32148
,Alabama,1,1992,1992,69 years,69,31400
,Alabama,1,1992,1992,70 years,70,32751
,Alabama,1,1992,1992,71 years,71,30509
,Alabama,1,1992,1992,72 years,72,27433
,Alabama,1,1992,1992,73 years,73,25525
,Alabama,1,1992,1992,74 years,74,24161
,Alabama,1,1992,1992,75 years,75,24100
,Alabama,1,1992,1992,76 years,76,22792
,Alabama,1,1992,1992,77 years,77,21810
,Alabama,1,1992,1992,78 years,78,20188
,Alabama,1,1992,1992,79 years,79,19240
,Alabama,1,1992,1992,80 years,80,17461
,Alabama,1,1992,1992,81 years,81,14930
,Alabama,1,1992,1992,82 years,82,13458
,Alabama,1,1992,1992,83 years,83,12802
,Alabama,1,1992,1992,84 years,84,11392
,Alabama,1,1992,1992,85+ years,85+,52903
,Alabama,1,1993,1993,14 years,14,61890
,Alabama,1,1993,1993,15 years,15,61921
,Alabama,1,1993,1993,16 years,16,62010
,Alabama,1,1993,1993,17 years,17,61742
,Alabama,1,1993,1993,18 years,18,62702
,Alabama,1,1993,1993,19 years,19,63947
,Alabama,1,1993,1993,20 years,20,64720
,Alabama,1,1993,1993,21 years,21,67084
,Alabama,1,1993,1993,22 years,22,68851
,Alabama,1,1993,1993,23 years,23,65888
,Alabama,1,1993,1993,24 years,24,62484
,Alabama,1,1993,1993,25 years,25,59749
,Alabama,1,1993,1993,26 years,26,58697
,Alabama,1,1993,1993,27 years,27,59731
,Alabama,1,1993,1993,28 years,28,59951
,Alabama,1,1993,1993,29 years,29,65571
,Alabama,1,1993,1993,30 years,30,65991
,Alabama,1,1993,1993,31 years,31,65379
,Alabama,1,1993,1993,32 years,32,65610
,Alabama,1,1993,1993,33 years,33,66573
,Alabama,1,1993,1993,34 years,34,68573
,Alabama,1,1993,1993,35 years,35,69674
,Alabama,1,1993,1993,36 years,36,68894
,Alabama,1,1993,1993,37 years,37,66539
,Alabama,1,1993,1993,38 years,38,63760
,Alabama,1,1993,1993,39 years,39,67579
,Alabama,1,1993,1993,40 years,40,64662
,Alabama,1,1993,1993,41 years,41,61156
,Alabama,1,1993,1993,42 years,42,58984
,Alabama,1,1993,1993,43 years,43,58964
,Alabama,1,1993,1993,44 years,44,59961
,Alabama,1,1993,1993,45 years,45,59383
,Alabama,1,1993,1993,46 years,46,61447
,Alabama,1,1993,1993,47 years,47,45156
,Alabama,1,1993,1993,48 years,48,45250
,Alabama,1,1993,1993,49 years,49,48872
,Alabama,1,1993,1993,50 years,50,50882
,Alabama,1,1993,1993,51 years,51,43124
,Alabama,1,1993,1993,52 years,52,41432
,Alabama,1,1993,1993,53 years,53,40413
,Alabama,1,1993,1993,54 years,54,41095
,Alabama,1,1993,1993,55 years,55,40168
,Alabama,1,1993,1993,56 years,56,38500
,Alabama,1,1993,1993,57 years,57,38633
,Alabama,1,1993,1993,58 years,58,37507
,Alabama,1,1993,1993,59 years,59,36465
,Alabama,1,1993,1993,60 years,60,36620
,Alabama,1,1993,1993,61 years,61,35456
,Alabama,1,1993,1993,62 years,62,36261
,Alabama,1,1993,1993,63 years,63,36069
,Alabama,1,1993,1993,64 years,64,36144
,Alabama,1,1993,1993,65 years,65,36737
,Alabama,1,1993,1993,66 years,66,34972
,Alabama,1,1993,1993,67 years,67,34006
,Alabama,1,1993,1993,68 years,68,32807
,Alabama,1,1993,1993,69 years,69,31616
,Alabama,1,1993,1993,70 years,70,31617
,Alabama,1,1993,1993,71 years,71,30414
,Alabama,1,1993,1993,72 years,72,28857
,Alabama,1,1993,1993,73 years,73,27211
,Alabama,1,1993,1993,74 years,74,25690
,Alabama,1,1993,1993,75 years,75,23947
,Alabama,1,1993,1993,76 years,76,22441
,Alabama,1,1993,1993,77 years,77,21396
,Alabama,1,1993,1993,78 years,78,20170
,Alabama,1,1993,1993,79 years,79,18894
,Alabama,1,1993,1993,80 years,80,18467
,Alabama,1,1993,1993,81 years,81,15381
,Alabama,1,1993,1993,82 years,82,13752
,Alabama,1,1993,1993,83 years,83,13117
,Alabama,1,1993,1993,84 years,84,11595
,Alabama,1,1993,1993,85+ years,85+,54958
,Alabama,1,1994,1994,14 years,14,65329
,Alabama,1,1994,1994,15 years,15,63169
,Alabama,1,1994,1994,16 years,16,62610
,Alabama,1,1994,1994,17 years,17,64183
,Alabama,1,1994,1994,18 years,18,61298
,Alabama,1,1994,1994,19 years,19,65242
,Alabama,1,1994,1994,20 years,20,63581
,Alabama,1,1994,1994,21 years,21,63327
,Alabama,1,1994,1994,22 years,22,65110
,Alabama,1,1994,1994,23 years,23,68146
,Alabama,1,1994,1994,24 years,24,65828
,Alabama,1,1994,1994,25 years,25,62314
,Alabama,1,1994,1994,26 years,26,58969
,Alabama,1,1994,1994,27 years,27,59157
,Alabama,1,1994,1994,28 years,28,57393
,Alabama,1,1994,1994,29 years,29,63351
,Alabama,1,1994,1994,30 years,30,64947
,Alabama,1,1994,1994,31 years,31,64215
,Alabama,1,1994,1994,32 years,32,65796
,Alabama,1,1994,1994,33 years,33,66061
,Alabama,1,1994,1994,34 years,34,69171
,Alabama,1,1994,1994,35 years,35,69424
,Alabama,1,1994,1994,36 years,36,68382
,Alabama,1,1994,1994,37 years,37,69548
,Alabama,1,1994,1994,38 years,38,64615
,Alabama,1,1994,1994,39 years,39,68847
,Alabama,1,1994,1994,40 years,40,67189
,Alabama,1,1994,1994,41 years,41,63018
,Alabama,1,1994,1994,42 years,42,61719
,Alabama,1,1994,1994,43 years,43,58812
,Alabama,1,1994,1994,44 years,44,60378
,Alabama,1,1994,1994,45 years,45,59916
,Alabama,1,1994,1994,46 years,46,57954
,Alabama,1,1994,1994,47 years,47,62219
,Alabama,1,1994,1994,48 years,48,43963
,Alabama,1,1994,1994,49 years,49,48432
,Alabama,1,1994,1994,50 years,50,48751
,Alabama,1,1994,1994,51 years,51,49263
,Alabama,1,1994,1994,52 years,52,43431
,Alabama,1,1994,1994,53 years,53,41542
,Alabama,1,1994,1994,54 years,54,41393
,Alabama,1,1994,1994,55 years,55,40532
,Alabama,1,1994,1994,56 years,56,40418
,Alabama,1,1994,1994,57 years,57,38608
,Alabama,1,1994,1994,58 years,58,36956
,Alabama,1,1994,1994,59 years,59,39180
,Alabama,1,1994,1994,60 years,60,36291
,Alabama,1,1994,1994,61 years,61,35364
,Alabama,1,1994,1994,62 years,62,35680
,Alabama,1,1994,1994,63 years,63,36149
,Alabama,1,1994,1994,64 years,64,36451
,Alabama,1,1994,1994,65 years,65,35377
,Alabama,1,1994,1994,66 years,66,35334
,Alabama,1,1994,1994,67 years,67,35031
,Alabama,1,1994,1994,68 years,68,32809
,Alabama,1,1994,1994,69 years,69,31732
,Alabama,1,1994,1994,70 years,70,31749
,Alabama,1,1994,1994,71 years,71,29649
,Alabama,1,1994,1994,72 years,72,29339
,Alabama,1,1994,1994,73 years,73,28529
,Alabama,1,1994,1994,74 years,74,26049
,Alabama,1,1994,1994,75 years,75,24550
,Alabama,1,1994,1994,76 years,76,22741
,Alabama,1,1994,1994,77 years,77,21521
,Alabama,1,1994,1994,78 years,78,20157
,Alabama,1,1994,1994,79 years,79,19240
,Alabama,1,1994,1994,80 years,80,18673
,Alabama,1,1994,1994,81 years,81,16010
,Alabama,1,1994,1994,82 years,82,13905
,Alabama,1,1994,1994,83 years,83,13317
,Alabama,1,1994,1994,84 years,84,11746
,Alabama,1,1994,1994,85+ years,85+,57260
,Alabama,1,1995,1995,14 years,14,64718
,Alabama,1,1995,1995,15 years,15,66909
,Alabama,1,1995,1995,16 years,16,64142
,Alabama,1,1995,1995,17 years,17,63998
,Alabama,1,1995,1995,18 years,18,63543
,Alabama,1,1995,1995,19 years,19,63322
,Alabama,1,1995,1995,20 years,20,64554
,Alabama,1,1995,1995,21 years,21,61894
,Alabama,1,1995,1995,22 years,22,61115
,Alabama,1,1995,1995,23 years,23,64055
,Alabama,1,1995,1995,24 years,24,67299
,Alabama,1,1995,1995,25 years,25,65427
,Alabama,1,1995,1995,26 years,26,61166
,Alabama,1,1995,1995,27 years,27,59192
,Alabama,1,1995,1995,28 years,28,56794
,Alabama,1,1995,1995,29 years,29,59803
,Alabama,1,1995,1995,30 years,30,62756
,Alabama,1,1995,1995,31 years,31,62933
,Alabama,1,1995,1995,32 years,32,64436
,Alabama,1,1995,1995,33 years,33,66020
,Alabama,1,1995,1995,34 years,34,68332
,Alabama,1,1995,1995,35 years,35,70003
,Alabama,1,1995,1995,36 years,36,67787
,Alabama,1,1995,1995,37 years,37,68547
,Alabama,1,1995,1995,38 years,38,67536
,Alabama,1,1995,1995,39 years,39,68780
,Alabama,1,1995,1995,40 years,40,68440
,Alabama,1,1995,1995,41 years,41,65018
,Alabama,1,1995,1995,42 years,42,63385
,Alabama,1,1995,1995,43 years,43,61252
,Alabama,1,1995,1995,44 years,44,59689
,Alabama,1,1995,1995,45 years,45,60257
,Alabama,1,1995,1995,46 years,46,58137
,Alabama,1,1995,1995,47 years,47,58380
,Alabama,1,1995,1995,48 years,48,60638
,Alabama,1,1995,1995,49 years,49,46519
,Alabama,1,1995,1995,50 years,50,48274
,Alabama,1,1995,1995,51 years,51,46957
,Alabama,1,1995,1995,52 years,52,49493
,Alabama,1,1995,1995,53 years,53,43231
,Alabama,1,1995,1995,54 years,54,42395
,Alabama,1,1995,1995,55 years,55,40694
,Alabama,1,1995,1995,56 years,56,40482
,Alabama,1,1995,1995,57 years,57,40316
,Alabama,1,1995,1995,58 years,58,36970
,Alabama,1,1995,1995,59 years,59,38206
,Alabama,1,1995,1995,60 years,60,39001
,Alabama,1,1995,1995,61 years,61,34779
,Alabama,1,1995,1995,62 years,62,35509
,Alabama,1,1995,1995,63 years,63,35278
,Alabama,1,1995,1995,64 years,64,36322
,Alabama,1,1995,1995,65 years,65,35537
,Alabama,1,1995,1995,66 years,66,34349
,Alabama,1,1995,1995,67 years,67,36041
,Alabama,1,1995,1995,68 years,68,33426
,Alabama,1,1995,1995,69 years,69,31441
,Alabama,1,1995,1995,70 years,70,32161
,Alabama,1,1995,1995,71 years,71,29724
,Alabama,1,1995,1995,72 years,72,28426
,Alabama,1,1995,1995,73 years,73,28738
,Alabama,1,1995,1995,74 years,74,27398
,Alabama,1,1995,1995,75 years,75,25169
,Alabama,1,1995,1995,76 years,76,23314
,Alabama,1,1995,1995,77 years,77,21786
,Alabama,1,1995,1995,78 years,78,20209
,Alabama,1,1995,1995,79 years,79,19189
,Alabama,1,1995,1995,80 years,80,19123
,Alabama,1,1995,1995,81 years,81,16108
,Alabama,1,1995,1995,82 years,82,14371
,Alabama,1,1995,1995,83 years,83,13491
,Alabama,1,1995,1995,84 years,84,11884
,Alabama,1,1995,1995,85+ years,85+,59446
,Alabama,1,1996,1996,14 years,14,64297
,Alabama,1,1996,1996,15 years,15,65559
,Alabama,1,1996,1996,16 years,16,67111
,Alabama,1,1996,1996,17 years,17,64652
,Alabama,1,1996,1996,18 years,18,63777
,Alabama,1,1996,1996,19 years,19,65764
,Alabama,1,1996,1996,20 years,20,62845
,Alabama,1,1996,1996,21 years,21,63054
,Alabama,1,1996,1996,22 years,22,59857
,Alabama,1,1996,1996,23 years,23,60292
,Alabama,1,1996,1996,24 years,24,63205
,Alabama,1,1996,1996,25 years,25,67321
,Alabama,1,1996,1996,26 years,26,64411
,Alabama,1,1996,1996,27 years,27,61696
,Alabama,1,1996,1996,28 years,28,57256
,Alabama,1,1996,1996,29 years,29,58774
,Alabama,1,1996,1996,30 years,30,59713
,Alabama,1,1996,1996,31 years,31,60977
,Alabama,1,1996,1996,32 years,32,63434
,Alabama,1,1996,1996,33 years,33,65028
,Alabama,1,1996,1996,34 years,34,68620
,Alabama,1,1996,1996,35 years,35,69740
,Alabama,1,1996,1996,36 years,36,68509
,Alabama,1,1996,1996,37 years,37,68094
,Alabama,1,1996,1996,38 years,38,67199
,Alabama,1,1996,1996,39 years,39,71443
,Alabama,1,1996,1996,40 years,40,68962
,Alabama,1,1996,1996,41 years,41,66394
,Alabama,1,1996,1996,42 years,42,65761
,Alabama,1,1996,1996,43 years,43,63153
,Alabama,1,1996,1996,44 years,44,62076
,Alabama,1,1996,1996,45 years,45,60045
,Alabama,1,1996,1996,46 years,46,58690
,Alabama,1,1996,1996,47 years,47,58759
,Alabama,1,1996,1996,48 years,48,57360
,Alabama,1,1996,1996,49 years,49,63726
,Alabama,1,1996,1996,50 years,50,46800
,Alabama,1,1996,1996,51 years,51,46705
,Alabama,1,1996,1996,52 years,52,47380
,Alabama,1,1996,1996,53 years,53,49245
,Alabama,1,1996,1996,54 years,54,44305
,Alabama,1,1996,1996,55 years,55,41865
,Alabama,1,1996,1996,56 years,56,40638
,Alabama,1,1996,1996,57 years,57,40441
,Alabama,1,1996,1996,58 years,58,38939
,Alabama,1,1996,1996,59 years,59,38158
,Alabama,1,1996,1996,60 years,60,38364
,Alabama,1,1996,1996,61 years,61,37348
,Alabama,1,1996,1996,62 years,62,35080
,Alabama,1,1996,1996,63 years,63,35169
,Alabama,1,1996,1996,64 years,64,35544
,Alabama,1,1996,1996,65 years,65,35632
,Alabama,1,1996,1996,66 years,66,35005
,Alabama,1,1996,1996,67 years,67,34830
,Alabama,1,1996,1996,68 years,68,33827
,Alabama,1,1996,1996,69 years,69,32270
,Alabama,1,1996,1996,70 years,70,31883
,Alabama,1,1996,1996,71 years,71,29692
,Alabama,1,1996,1996,72 years,72,28702
,Alabama,1,1996,1996,73 years,73,28254
,Alabama,1,1996,1996,74 years,74,27888
,Alabama,1,1996,1996,75 years,75,26588
,Alabama,1,1996,1996,76 years,76,23821
,Alabama,1,1996,1996,77 years,77,22217
,Alabama,1,1996,1996,78 years,78,20317
,Alabama,1,1996,1996,79 years,79,19109
,Alabama,1,1996,1996,80 years,80,19155
,Alabama,1,1996,1996,81 years,81,16467
,Alabama,1,1996,1996,82 years,82,14388
,Alabama,1,1996,1996,83 years,83,13998
,Alabama,1,1996,1996,84 years,84,12009
,Alabama,1,1996,1996,85+ years,85+,61043
,Alabama,1,1997,1997,14 years,14,64203
,Alabama,1,1997,1997,15 years,15,65623
,Alabama,1,1997,1997,16 years,16,66288
,Alabama,1,1997,1997,17 years,17,67360
,Alabama,1,1997,1997,18 years,18,64375
,Alabama,1,1997,1997,19 years,19,65629
,Alabama,1,1997,1997,20 years,20,64874
,Alabama,1,1997,1997,21 years,21,61226
,Alabama,1,1997,1997,22 years,22,60773
,Alabama,1,1997,1997,23 years,23,58873
,Alabama,1,1997,1997,24 years,24,59205
,Alabama,1,1997,1997,25 years,25,63275
,Alabama,1,1997,1997,26 years,26,66002
,Alabama,1,1997,1997,27 years,27,64750
,Alabama,1,1997,1997,28 years,28,59647
,Alabama,1,1997,1997,29 years,29,58578
,Alabama,1,1997,1997,30 years,30,58870
,Alabama,1,1997,1997,31 years,31,57899
,Alabama,1,1997,1997,32 years,32,61429
,Alabama,1,1997,1997,33 years,33,64002
,Alabama,1,1997,1997,34 years,34,67426
,Alabama,1,1997,1997,35 years,35,70143
,Alabama,1,1997,1997,36 years,36,68014
,Alabama,1,1997,1997,37 years,37,68509
,Alabama,1,1997,1997,38 years,38,66951
,Alabama,1,1997,1997,39 years,39,70189
,Alabama,1,1997,1997,40 years,40,71848
,Alabama,1,1997,1997,41 years,41,66580
,Alabama,1,1997,1997,42 years,42,67014
,Alabama,1,1997,1997,43 years,43,65323
,Alabama,1,1997,1997,44 years,44,63468
,Alabama,1,1997,1997,45 years,45,62541
,Alabama,1,1997,1997,46 years,46,58325
,Alabama,1,1997,1997,47 years,47,59051
,Alabama,1,1997,1997,48 years,48,57835
,Alabama,1,1997,1997,49 years,49,59679
,Alabama,1,1997,1997,50 years,50,64170
,Alabama,1,1997,1997,51 years,51,45158
,Alabama,1,1997,1997,52 years,52,47115
,Alabama,1,1997,1997,53 years,53,46934
,Alabama,1,1997,1997,54 years,54,50407
,Alabama,1,1997,1997,55 years,55,43628
,Alabama,1,1997,1997,56 years,56,41554
,Alabama,1,1997,1997,57 years,57,40428
,Alabama,1,1997,1997,58 years,58,39186
,Alabama,1,1997,1997,59 years,59,39940
,Alabama,1,1997,1997,60 years,60,38413
,Alabama,1,1997,1997,61 years,61,36500
,Alabama,1,1997,1997,62 years,62,37701
,Alabama,1,1997,1997,63 years,63,34598
,Alabama,1,1997,1997,64 years,64,35285
,Alabama,1,1997,1997,65 years,65,34544
,Alabama,1,1997,1997,66 years,66,35235
,Alabama,1,1997,1997,67 years,67,35060
,Alabama,1,1997,1997,68 years,68,32944
,Alabama,1,1997,1997,69 years,69,33210
,Alabama,1,1997,1997,70 years,70,32349
,Alabama,1,1997,1997,71 years,71,29309
,Alabama,1,1997,1997,72 years,72,29232
,Alabama,1,1997,1997,73 years,73,28619
,Alabama,1,1997,1997,74 years,74,27071
,Alabama,1,1997,1997,75 years,75,26787
,Alabama,1,1997,1997,76 years,76,25143
,Alabama,1,1997,1997,77 years,77,22729
,Alabama,1,1997,1997,78 years,78,20705
,Alabama,1,1997,1997,79 years,79,19227
,Alabama,1,1997,1997,80 years,80,19253
,Alabama,1,1997,1997,81 years,81,16444
,Alabama,1,1997,1997,82 years,82,14605
,Alabama,1,1997,1997,83 years,83,14066
,Alabama,1,1997,1997,84 years,84,12439
,Alabama,1,1997,1997,85+ years,85+,62751
,Alabama,1,1998,1998,14 years,14,62450
,Alabama,1,1998,1998,15 years,15,64743
,Alabama,1,1998,1998,16 years,16,65430
,Alabama,1,1998,1998,17 years,17,65969
,Alabama,1,1998,1998,18 years,18,67481
,Alabama,1,1998,1998,19 years,19,66439
,Alabama,1,1998,1998,20 years,20,65078
,Alabama,1,1998,1998,21 years,21,63578
,Alabama,1,1998,1998,22 years,22,59347
,Alabama,1,1998,1998,23 years,23,60129
,Alabama,1,1998,1998,24 years,24,57706
,Alabama,1,1998,1998,25 years,25,59708
,Alabama,1,1998,1998,26 years,26,62234
,Alabama,1,1998,1998,27 years,27,66685
,Alabama,1,1998,1998,28 years,28,63164
,Alabama,1,1998,1998,29 years,29,60743
,Alabama,1,1998,1998,30 years,30,59246
,Alabama,1,1998,1998,31 years,31,57428
,Alabama,1,1998,1998,32 years,32,58757
,Alabama,1,1998,1998,33 years,33,62478
,Alabama,1,1998,1998,34 years,34,66810
,Alabama,1,1998,1998,35 years,35,69693
,Alabama,1,1998,1998,36 years,36,68813
,Alabama,1,1998,1998,37 years,37,68253
,Alabama,1,1998,1998,38 years,38,68199
,Alabama,1,1998,1998,39 years,39,69706
,Alabama,1,1998,1998,40 years,40,71451
