"Notes"	"State"	"State Code"	"Age"	"Age Code"	"Gender"	"Gender Code"	Population
	"Alabama"	"01"	"14 years"	"14"	"Female"	"F"	930973
	"Alabama"	"01"	"14 years"	"14"	"Male"	"M"	973885
	"Alabama"	"01"	"15 years"	"15"	"Female"	"F"	939321
	"Alabama"	"01"	"15 years"	"15"	"Male"	"M"	984495
	"Alabama"	"01"	"16 years"	"16"	"Female"	"F"	944570
	"Alabama"	"01"	"16 years"	"16"	"Male"	"M"	989958
	"Alabama"	"01"	"17 years"	"17"	"Female"	"F"	950248
	"Alabama"	"01"	"17 years"	"17"	"Male"	"M"	995666
	"Alabama"	"01"	"18 years"	"18"	"Female"	"F"	958123
	"Alabama"	"01"	"18 years"	"18"	"Male"	"M"	987187
	"Alabama"	"01"	"19 years"	"19"	"Female"	"F"	993738
	"Alabama"	"01"	"19 years"	"19"	"Male"	"M"	997544
	"Alabama"	"01"	"20 years"	"20"	"Female"	"F"	1002738
	"Alabama"	"01"	"20 years"	"20"	"Male"	"M"	995316
	"Alabama"	"01"	"21 years"	"21"	"Female"	"F"	1002731
	"Alabama"	"01"	"21 years"	"21"	"Male"	"M"	988254
	"Alabama"	"01"	"22 years"	"22"	"Female"	"F"	987054
	"Alabama"	"01"	"22 years"	"22"	"Male"	"M"	978400
	"Alabama"	"01"	"23 years"	"23"	"Female"	"F"	972060
	"Alabama"	"01"	"23 years"	"23"	"Male"	"M"	973803
	"Alabama"	"01"	"24 years"	"24"	"Female"	"F"	956782
	"Alabama"	"01"	"24 years"	"24"	"Male"	"M"	951541
	"Alabama"	"01"	"25 years"	"25"	"Female"	"F"	950383
	"Alabama"	"01"	"25 years"	"25"	"Male"	"M"	937886
	"Alabama"	"01"	"26 years"	"26"	"Female"	"F"	944096
	"Alabama"	"01"	"26 years"	"26"	"Male"	"M"	921488
	"Alabama"	"01"	"27 years"	"27"	"Female"	"F"	943553
	"Alabama"	"01"	"27 years"	"27"	"Male"	"M"	920252
	"Alabama"	"01"	"28 years"	"28"	"Female"	"F"	926820
	"Alabama"	"01"	"28 years"	"28"	"Male"	"M"	900746
	"Alabama"	"01"	"29 years"	"29"	"Female"	"F"	930982
	"Alabama"	"01"	"29 years"	"29"	"Male"	"M"	902797
	"Alabama"	"01"	"30 years"	"30"	"Female"	"F"	934135
	"Alabama"	"01"	"30 years"	"30"	"Male"	"M"	906016
	"Alabama"	"01"	"31 years"	"31"	"Female"	"F"	924018
	"Alabama"	"01"	"31 years"	"31"	"Male"	"M"	891451
	"Alabama"	"01"	"32 years"	"32"	"Female"	"F"	936205
	"Alabama"	"01"	"32 years"	"32"	"Male"	"M"	898496
	"Alabama"	"01"	"33 years"	"33"	"Female"	"F"	944647
	"Alabama"	"01"	"33 years"	"33"	"Male"	"M"	904519
	"Alabama"	"01"	"34 years"	"34"	"Female"	"F"	960045
	"Alabama"	"01"	"34 years"	"34"	"Male"	"M"	925060
	"Alabama"	"01"	"35 years"	"35"	"Female"	"F"	972543
	"Alabama"	"01"	"35 years"	"35"	"Male"	"M"	929736
	"Alabama"	"01"	"36 years"	"36"	"Female"	"F"	966906
	"Alabama"	"01"	"36 years"	"36"	"Male"	"M"	927591
	"Alabama"	"01"	"37 years"	"37"	"Female"	"F"	971254
	"Alabama"	"01"	"37 years"	"37"	"Male"	"M"	926076
	"Alabama"	"01"	"38 years"	"38"	"Female"	"F"	963983
	"Alabama"	"01"	"38 years"	"38"	"Male"	"M"	916293
	"Alabama"	"01"	"39 years"	"39"	"Female"	"F"	984236
	"Alabama"	"01"	"39 years"	"39"	"Male"	"M"	937715
	"Alabama"	"01"	"40 years"	"40"	"Female"	"F"	980512
	"Alabama"	"01"	"40 years"	"40"	"Male"	"M"	935839
	"Alabama"	"01"	"41 years"	"41"	"Female"	"F"	976957
	"Alabama"	"01"	"41 years"	"41"	"Male"	"M"	926462
	"Alabama"	"01"	"42 years"	"42"	"Female"	"F"	978523
	"Alabama"	"01"	"42 years"	"42"	"Male"	"M"	931152
	"Alabama"	"01"	"43 years"	"43"	"Female"	"F"	978465
	"Alabama"	"01"	"43 years"	"43"	"Male"	"M"	930067
	"Alabama"	"01"	"44 years"	"44"	"Female"	"F"	974790
	"Alabama"	"01"	"44 years"	"44"	"Male"	"M"	931939
	"Alabama"	"01"	"45 years"	"45"	"Female"	"F"	970512
	"Alabama"	"01"	"45 years"	"45"	"Male"	"M"	923730
	"Alabama"	"01"	"46 years"	"46"	"Female"	"F"	961542
	"Alabama"	"01"	"46 years"	"46"	"Male"	"M"	911490
	"Alabama"	"01"	"47 years"	"47"	"Female"	"F"	960904
	"Alabama"	"01"	"47 years"	"47"	"Male"	"M"	907073
	"Alabama"	"01"	"48 years"	"48"	"Female"	"F"	945684
	"Alabama"	"01"	"48 years"	"48"	"Male"	"M"	891807
	"Alabama"	"01"	"49 years"	"49"	"Female"	"F"	947067
	"Alabama"	"01"	"49 years"	"49"	"Male"	"M"	895291
	"Alabama"	"01"	"50 years"	"50"	"Female"	"F"	934920
	"Alabama"	"01"	"50 years"	"50"	"Male"	"M"	879886
	"Alabama"	"01"	"51 years"	"51"	"Female"	"F"	915177
	"Alabama"	"01"	"51 years"	"51"	"Male"	"M"	862201
	"Alabama"	"01"	"52 years"	"52"	"Female"	"F"	908217
	"Alabama"	"01"	"52 years"	"52"	"Male"	"M"	850086
	"Alabama"	"01"	"53 years"	"53"	"Female"	"F"	895212
	"Alabama"	"01"	"53 years"	"53"	"Male"	"M"	838491
	"Alabama"	"01"	"54 years"	"54"	"Female"	"F"	890665
	"Alabama"	"01"	"54 years"	"54"	"Male"	"M"	830321
	"Alabama"	"01"	"55 years"	"55"	"Female"	"F"	870484
	"Alabama"	"01"	"55 years"	"55"	"Male"	"M"	806041
	"Alabama"	"01"	"56 years"	"56"	"Female"	"F"	855380
	"Alabama"	"01"	"56 years"	"56"	"Male"	"M"	791472
	"Alabama"	"01"	"57 years"	"57"	"Female"	"F"	837803
	"Alabama"	"01"	"57 years"	"57"	"Male"	"M"	768500
	"Alabama"	"01"	"58 years"	"58"	"Female"	"F"	814774
	"Alabama"	"01"	"58 years"	"58"	"Male"	"M"	744120
	"Alabama"	"01"	"59 years"	"59"	"Female"	"F"	803606
	"Alabama"	"01"	"59 years"	"59"	"Male"	"M"	727802
	"Alabama"	"01"	"60 years"	"60"	"Female"	"F"	783564
	"Alabama"	"01"	"60 years"	"60"	"Male"	"M"	705229
	"Alabama"	"01"	"61 years"	"61"	"Female"	"F"	761446
	"Alabama"	"01"	"61 years"	"61"	"Male"	"M"	678734
	"Alabama"	"01"	"62 years"	"62"	"Female"	"F"	746918
	"Alabama"	"01"	"62 years"	"62"	"Male"	"M"	662545
	"Alabama"	"01"	"63 years"	"63"	"Female"	"F"	728513
	"Alabama"	"01"	"63 years"	"63"	"Male"	"M"	642351
	"Alabama"	"01"	"64 years"	"64"	"Female"	"F"	712239
	"Alabama"	"01"	"64 years"	"64"	"Male"	"M"	621672
	"Alabama"	"01"	"65 years"	"65"	"Female"	"F"	691127
	"Alabama"	"01"	"65 years"	"65"	"Male"	"M"	596023
	"Alabama"	"01"	"66 years"	"66"	"Female"	"F"	668894
	"Alabama"	"01"	"66 years"	"66"	"Male"	"M"	571636
	"Alabama"	"01"	"67 years"	"67"	"Female"	"F"	653991
	"Alabama"	"01"	"67 years"	"67"	"Male"	"M"	555946
	"Alabama"	"01"	"68 years"	"68"	"Female"	"F"	628412
	"Alabama"	"01"	"68 years"	"68"	"Male"	"M"	527399
	"Alabama"	"01"	"69 years"	"69"	"Female"	"F"	608030
	"Alabama"	"01"	"69 years"	"69"	"Male"	"M"	500422
	"Alabama"	"01"	"70 years"	"70"	"Female"	"F"	593719
	"Alabama"	"01"	"70 years"	"70"	"Male"	"M"	479997
	"Alabama"	"01"	"71 years"	"71"	"Female"	"F"	564625
	"Alabama"	"01"	"71 years"	"71"	"Male"	"M"	451025
	"Alabama"	"01"	"72 years"	"72"	"Female"	"F"	540149
	"Alabama"	"01"	"72 years"	"72"	"Male"	"M"	422569
	"Alabama"	"01"	"73 years"	"73"	"Female"	"F"	515048
	"Alabama"	"01"	"73 years"	"73"	"Male"	"M"	396189
	"Alabama"	"01"	"74 years"	"74"	"Female"	"F"	497216
	"Alabama"	"01"	"74 years"	"74"	"Male"	"M"	373690
	"Alabama"	"01"	"75 years"	"75"	"Female"	"F"	479111
	"Alabama"	"01"	"75 years"	"75"	"Male"	"M"	349098
	"Alabama"	"01"	"76 years"	"76"	"Female"	"F"	458243
	"Alabama"	"01"	"76 years"	"76"	"Male"	"M"	325371
	"Alabama"	"01"	"77 years"	"77"	"Female"	"F"	433394
	"Alabama"	"01"	"77 years"	"77"	"Male"	"M"	300365
	"Alabama"	"01"	"78 years"	"78"	"Female"	"F"	412198
	"Alabama"	"01"	"78 years"	"78"	"Male"	"M"	275413
	"Alabama"	"01"	"79 years"	"79"	"Female"	"F"	389954
	"Alabama"	"01"	"79 years"	"79"	"Male"	"M"	252105
	"Alabama"	"01"	"80 years"	"80"	"Female"	"F"	371991
	"Alabama"	"01"	"80 years"	"80"	"Male"	"M"	232226
	"Alabama"	"01"	"81 years"	"81"	"Female"	"F"	339892
	"Alabama"	"01"	"81 years"	"81"	"Male"	"M"	204593
	"Alabama"	"01"	"82 years"	"82"	"Female"	"F"	310753
	"Alabama"	"01"	"82 years"	"82"	"Male"	"M"	181352
	"Alabama"	"01"	"83 years"	"83"	"Female"	"F"	293569
	"Alabama"	"01"	"83 years"	"83"	"Male"	"M"	161879
	"Alabama"	"01"	"84 years"	"84"	"Female"	"F"	266868
	"Alabama"	"01"	"84 years"	"84"	"Male"	"M"	141026
	"Alabama"	"01"	"85+ years"	"85+"	"Female"	"F"	1484465
	"Alabama"	"01"	"85+ years"	"85+"	"Male"	"M"	622217
	"Alaska"	"02"	"14 years"	"14"	"Female"	"F"	149013
	"Alaska"	"02"	"14 years"	"14"	"Male"	"M"	158359
	"Alaska"	"02"	"15 years"	"15"	"Female"	"F"	148559
	"Alaska"	"02"	"15 years"	"15"	"Male"	"M"	157713
	"Alaska"	"02"	"16 years"	"16"	"Female"	"F"	145913
	"Alaska"	"02"	"16 years"	"16"	"Male"	"M"	155957
	"Alaska"	"02"	"17 years"	"17"	"Female"	"F"	144809
	"Alaska"	"02"	"17 years"	"17"	"Male"	"M"	157228
	"Alaska"	"02"	"18 years"	"18"	"Female"	"F"	130514
	"Alaska"	"02"	"18 years"	"18"	"Male"	"M"	147989
	"Alaska"	"02"	"19 years"	"19"	"Female"	"F"	120575
	"Alaska"	"02"	"19 years"	"19"	"Male"	"M"	146629
	"Alaska"	"02"	"20 years"	"20"	"Female"	"F"	124790
	"Alaska"	"02"	"20 years"	"20"	"Male"	"M"	159923
	"Alaska"	"02"	"21 years"	"21"	"Female"	"F"	125846
	"Alaska"	"02"	"21 years"	"21"	"Male"	"M"	162141
	"Alaska"	"02"	"22 years"	"22"	"Female"	"F"	129290
	"Alaska"	"02"	"22 years"	"22"	"Male"	"M"	160938
	"Alaska"	"02"	"23 years"	"23"	"Female"	"F"	131953
	"Alaska"	"02"	"23 years"	"23"	"Male"	"M"	158013
	"Alaska"	"02"	"24 years"	"24"	"Female"	"F"	135544
	"Alaska"	"02"	"24 years"	"24"	"Male"	"M"	159444
	"Alaska"	"02"	"25 years"	"25"	"Female"	"F"	138139
	"Alaska"	"02"	"25 years"	"25"	"Male"	"M"	160579
	"Alaska"	"02"	"26 years"	"26"	"Female"	"F"	139550
	"Alaska"	"02"	"26 years"	"26"	"Male"	"M"	155783
	"Alaska"	"02"	"27 years"	"27"	"Female"	"F"	140862
	"Alaska"	"02"	"27 years"	"27"	"Male"	"M"	158014
	"Alaska"	"02"	"28 years"	"28"	"Female"	"F"	141724
	"Alaska"	"02"	"28 years"	"28"	"Male"	"M"	156500
	"Alaska"	"02"	"29 years"	"29"	"Female"	"F"	149679
	"Alaska"	"02"	"29 years"	"29"	"Male"	"M"	160787
	"Alaska"	"02"	"30 years"	"30"	"Female"	"F"	151203
	"Alaska"	"02"	"30 years"	"30"	"Male"	"M"	167699
	"Alaska"	"02"	"31 years"	"31"	"Female"	"F"	150695
	"Alaska"	"02"	"31 years"	"31"	"Male"	"M"	162221
	"Alaska"	"02"	"32 years"	"32"	"Female"	"F"	151795
	"Alaska"	"02"	"32 years"	"32"	"Male"	"M"	163433
	"Alaska"	"02"	"33 years"	"33"	"Female"	"F"	151691
	"Alaska"	"02"	"33 years"	"33"	"Male"	"M"	162030
	"Alaska"	"02"	"34 years"	"34"	"Female"	"F"	152302
	"Alaska"	"02"	"34 years"	"34"	"Male"	"M"	165235
	"Alaska"	"02"	"35 years"	"35"	"Female"	"F"	154426
	"Alaska"	"02"	"35 years"	"35"	"Male"	"M"	165928
	"Alaska"	"02"	"36 years"	"36"	"Female"	"F"	150241
	"Alaska"	"02"	"36 years"	"36"	"Male"	"M"	165525
	"Alaska"	"02"	"37 years"	"37"	"Female"	"F"	151250
	"Alaska"	"02"	"37 years"	"37"	"Male"	"M"	162754
	"Alaska"	"02"	"38 years"	"38"	"Female"	"F"	149803
	"Alaska"	"02"	"38 years"	"38"	"Male"	"M"	160167
	"Alaska"	"02"	"39 years"	"39"	"Female"	"F"	151511
	"Alaska"	"02"	"39 years"	"39"	"Male"	"M"	165232
	"Alaska"	"02"	"40 years"	"40"	"Female"	"F"	152107
	"Alaska"	"02"	"40 years"	"40"	"Male"	"M"	163434
	"Alaska"	"02"	"41 years"	"41"	"Female"	"F"	147416
	"Alaska"	"02"	"41 years"	"41"	"Male"	"M"	159868
	"Alaska"	"02"	"42 years"	"42"	"Female"	"F"	147614
	"Alaska"	"02"	"42 years"	"42"	"Male"	"M"	161281
	"Alaska"	"02"	"43 years"	"43"	"Female"	"F"	147594
	"Alaska"	"02"	"43 years"	"43"	"Male"	"M"	158401
	"Alaska"	"02"	"44 years"	"44"	"Female"	"F"	145681
	"Alaska"	"02"	"44 years"	"44"	"Male"	"M"	158496
	"Alaska"	"02"	"45 years"	"45"	"Female"	"F"	144979
	"Alaska"	"02"	"45 years"	"45"	"Male"	"M"	158240
	"Alaska"	"02"	"46 years"	"46"	"Female"	"F"	140874
	"Alaska"	"02"	"46 years"	"46"	"Male"	"M"	154479
	"Alaska"	"02"	"47 years"	"47"	"Female"	"F"	140667
	"Alaska"	"02"	"47 years"	"47"	"Male"	"M"	154852
	"Alaska"	"02"	"48 years"	"48"	"Female"	"F"	136109
	"Alaska"	"02"	"48 years"	"48"	"Male"	"M"	150191
	"Alaska"	"02"	"49 years"	"49"	"Female"	"F"	134448
	"Alaska"	"02"	"49 years"	"49"	"Male"	"M"	150050
	"Alaska"	"02"	"50 years"	"50"	"Female"	"F"	132356
	"Alaska"	"02"	"50 years"	"50"	"Male"	"M"	149582
	"Alaska"	"02"	"51 years"	"51"	"Female"	"F"	128061
	"Alaska"	"02"	"51 years"	"51"	"Male"	"M"	142160
	"Alaska"	"02"	"52 years"	"52"	"Female"	"F"	123353
	"Alaska"	"02"	"52 years"	"52"	"Male"	"M"	140540
	"Alaska"	"02"	"53 years"	"53"	"Female"	"F"	121470
	"Alaska"	"02"	"53 years"	"53"	"Male"	"M"	135496
	"Alaska"	"02"	"54 years"	"54"	"Female"	"F"	116999
	"Alaska"	"02"	"54 years"	"54"	"Male"	"M"	130829
	"Alaska"	"02"	"55 years"	"55"	"Female"	"F"	113728
	"Alaska"	"02"	"55 years"	"55"	"Male"	"M"	128340
	"Alaska"	"02"	"56 years"	"56"	"Female"	"F"	108528
	"Alaska"	"02"	"56 years"	"56"	"Male"	"M"	121791
	"Alaska"	"02"	"57 years"	"57"	"Female"	"F"	103467
	"Alaska"	"02"	"57 years"	"57"	"Male"	"M"	116126
	"Alaska"	"02"	"58 years"	"58"	"Female"	"F"	98666
	"Alaska"	"02"	"58 years"	"58"	"Male"	"M"	110158
	"Alaska"	"02"	"59 years"	"59"	"Female"	"F"	93438
	"Alaska"	"02"	"59 years"	"59"	"Male"	"M"	104836
	"Alaska"	"02"	"60 years"	"60"	"Female"	"F"	88889
	"Alaska"	"02"	"60 years"	"60"	"Male"	"M"	99384
	"Alaska"	"02"	"61 years"	"61"	"Female"	"F"	82433
	"Alaska"	"02"	"61 years"	"61"	"Male"	"M"	92264
	"Alaska"	"02"	"62 years"	"62"	"Female"	"F"	78278
	"Alaska"	"02"	"62 years"	"62"	"Male"	"M"	86709
	"Alaska"	"02"	"63 years"	"63"	"Female"	"F"	72029
	"Alaska"	"02"	"63 years"	"63"	"Male"	"M"	79775
	"Alaska"	"02"	"64 years"	"64"	"Female"	"F"	67707
	"Alaska"	"02"	"64 years"	"64"	"Male"	"M"	74346
	"Alaska"	"02"	"65 years"	"65"	"Female"	"F"	62558
	"Alaska"	"02"	"65 years"	"65"	"Male"	"M"	68619
	"Alaska"	"02"	"66 years"	"66"	"Female"	"F"	58792
	"Alaska"	"02"	"66 years"	"66"	"Male"	"M"	63674
	"Alaska"	"02"	"67 years"	"67"	"Female"	"F"	54282
	"Alaska"	"02"	"67 years"	"67"	"Male"	"M"	58650
	"Alaska"	"02"	"68 years"	"68"	"Female"	"F"	50079
	"Alaska"	"02"	"68 years"	"68"	"Male"	"M"	53250
	"Alaska"	"02"	"69 years"	"69"	"Female"	"F"	47567
	"Alaska"	"02"	"69 years"	"69"	"Male"	"M"	49719
	"Alaska"	"02"	"70 years"	"70"	"Female"	"F"	44124
	"Alaska"	"02"	"70 years"	"70"	"Male"	"M"	45854
	"Alaska"	"02"	"71 years"	"71"	"Female"	"F"	40578
	"Alaska"	"02"	"71 years"	"71"	"Male"	"M"	41257
	"Alaska"	"02"	"72 years"	"72"	"Female"	"F"	37432
	"Alaska"	"02"	"72 years"	"72"	"Male"	"M"	37635
	"Alaska"	"02"	"73 years"	"73"	"Female"	"F"	34300
	"Alaska"	"02"	"73 years"	"73"	"Male"	"M"	33655
	"Alaska"	"02"	"74 years"	"74"	"Female"	"F"	32421
	"Alaska"	"02"	"74 years"	"74"	"Male"	"M"	31000
	"Alaska"	"02"	"75 years"	"75"	"Female"	"F"	29629
	"Alaska"	"02"	"75 years"	"75"	"Male"	"M"	28053
	"Alaska"	"02"	"76 years"	"76"	"Female"	"F"	27425
	"Alaska"	"02"	"76 years"	"76"	"Male"	"M"	25467
	"Alaska"	"02"	"77 years"	"77"	"Female"	"F"	25212
	"Alaska"	"02"	"77 years"	"77"	"Male"	"M"	22833
	"Alaska"	"02"	"78 years"	"78"	"Female"	"F"	23684
	"Alaska"	"02"	"78 years"	"78"	"Male"	"M"	20121
	"Alaska"	"02"	"79 years"	"79"	"Female"	"F"	21742
	"Alaska"	"02"	"79 years"	"79"	"Male"	"M"	17990
	"Alaska"	"02"	"80 years"	"80"	"Female"	"F"	19906
	"Alaska"	"02"	"80 years"	"80"	"Male"	"M"	16003
	"Alaska"	"02"	"81 years"	"81"	"Female"	"F"	17545
	"Alaska"	"02"	"81 years"	"81"	"Male"	"M"	13802
	"Alaska"	"02"	"82 years"	"82"	"Female"	"F"	16661
	"Alaska"	"02"	"82 years"	"82"	"Male"	"M"	12283
	"Alaska"	"02"	"83 years"	"83"	"Female"	"F"	14860
	"Alaska"	"02"	"83 years"	"83"	"Male"	"M"	10575
	"Alaska"	"02"	"84 years"	"84"	"Female"	"F"	13188
	"Alaska"	"02"	"84 years"	"84"	"Male"	"M"	9154
	"Alaska"	"02"	"85+ years"	"85+"	"Female"	"F"	72273
	"Alaska"	"02"	"85+ years"	"85+"	"Male"	"M"	39835
	"Arizona"	"04"	"14 years"	"14"	"Female"	"F"	1148774
	"Arizona"	"04"	"14 years"	"14"	"Male"	"M"	1199296
	"Arizona"	"04"	"15 years"	"15"	"Female"	"F"	1140598
	"Arizona"	"04"	"15 years"	"15"	"Male"	"M"	1199998
	"Arizona"	"04"	"16 years"	"16"	"Female"	"F"	1134119
	"Arizona"	"04"	"16 years"	"16"	"Male"	"M"	1199544
	"Arizona"	"04"	"17 years"	"17"	"Female"	"F"	1132613
	"Arizona"	"04"	"17 years"	"17"	"Male"	"M"	1210087
	"Arizona"	"04"	"18 years"	"18"	"Female"	"F"	1140042
	"Arizona"	"04"	"18 years"	"18"	"Male"	"M"	1219487
	"Arizona"	"04"	"19 years"	"19"	"Female"	"F"	1142563
	"Arizona"	"04"	"19 years"	"19"	"Male"	"M"	1241462
	"Arizona"	"04"	"20 years"	"20"	"Female"	"F"	1142126
	"Arizona"	"04"	"20 years"	"20"	"Male"	"M"	1242073
	"Arizona"	"04"	"21 years"	"21"	"Female"	"F"	1142564
	"Arizona"	"04"	"21 years"	"21"	"Male"	"M"	1248553
	"Arizona"	"04"	"22 years"	"22"	"Female"	"F"	1145410
	"Arizona"	"04"	"22 years"	"22"	"Male"	"M"	1253922
	"Arizona"	"04"	"23 years"	"23"	"Female"	"F"	1166990
	"Arizona"	"04"	"23 years"	"23"	"Male"	"M"	1264174
	"Arizona"	"04"	"24 years"	"24"	"Female"	"F"	1174784
	"Arizona"	"04"	"24 years"	"24"	"Male"	"M"	1264749
	"Arizona"	"04"	"25 years"	"25"	"Female"	"F"	1189371
	"Arizona"	"04"	"25 years"	"25"	"Male"	"M"	1279582
	"Arizona"	"04"	"26 years"	"26"	"Female"	"F"	1182987
	"Arizona"	"04"	"26 years"	"26"	"Male"	"M"	1266562
	"Arizona"	"04"	"27 years"	"27"	"Female"	"F"	1193505
	"Arizona"	"04"	"27 years"	"27"	"Male"	"M"	1273449
	"Arizona"	"04"	"28 years"	"28"	"Female"	"F"	1174514
	"Arizona"	"04"	"28 years"	"28"	"Male"	"M"	1254325
	"Arizona"	"04"	"29 years"	"29"	"Female"	"F"	1174910
	"Arizona"	"04"	"29 years"	"29"	"Male"	"M"	1255740
	"Arizona"	"04"	"30 years"	"30"	"Female"	"F"	1177697
	"Arizona"	"04"	"30 years"	"30"	"Male"	"M"	1263428
	"Arizona"	"04"	"31 years"	"31"	"Female"	"F"	1157458
	"Arizona"	"04"	"31 years"	"31"	"Male"	"M"	1227762
	"Arizona"	"04"	"32 years"	"32"	"Female"	"F"	1168707
	"Arizona"	"04"	"32 years"	"32"	"Male"	"M"	1231705
	"Arizona"	"04"	"33 years"	"33"	"Female"	"F"	1161156
	"Arizona"	"04"	"33 years"	"33"	"Male"	"M"	1214459
	"Arizona"	"04"	"34 years"	"34"	"Female"	"F"	1162340
	"Arizona"	"04"	"34 years"	"34"	"Male"	"M"	1218234
	"Arizona"	"04"	"35 years"	"35"	"Female"	"F"	1173457
	"Arizona"	"04"	"35 years"	"35"	"Male"	"M"	1224579
	"Arizona"	"04"	"36 years"	"36"	"Female"	"F"	1162503
	"Arizona"	"04"	"36 years"	"36"	"Male"	"M"	1197487
	"Arizona"	"04"	"37 years"	"37"	"Female"	"F"	1150614
	"Arizona"	"04"	"37 years"	"37"	"Male"	"M"	1183700
	"Arizona"	"04"	"38 years"	"38"	"Female"	"F"	1141073
	"Arizona"	"04"	"38 years"	"38"	"Male"	"M"	1166931
	"Arizona"	"04"	"39 years"	"39"	"Female"	"F"	1149578
	"Arizona"	"04"	"39 years"	"39"	"Male"	"M"	1173074
	"Arizona"	"04"	"40 years"	"40"	"Female"	"F"	1144584
	"Arizona"	"04"	"40 years"	"40"	"Male"	"M"	1164760
	"Arizona"	"04"	"41 years"	"41"	"Female"	"F"	1124674
	"Arizona"	"04"	"41 years"	"41"	"Male"	"M"	1139516
	"Arizona"	"04"	"42 years"	"42"	"Female"	"F"	1126778
	"Arizona"	"04"	"42 years"	"42"	"Male"	"M"	1137140
	"Arizona"	"04"	"43 years"	"43"	"Female"	"F"	1116778
	"Arizona"	"04"	"43 years"	"43"	"Male"	"M"	1119304
	"Arizona"	"04"	"44 years"	"44"	"Female"	"F"	1108277
	"Arizona"	"04"	"44 years"	"44"	"Male"	"M"	1112104
	"Arizona"	"04"	"45 years"	"45"	"Female"	"F"	1098035
	"Arizona"	"04"	"45 years"	"45"	"Male"	"M"	1094146
	"Arizona"	"04"	"46 years"	"46"	"Female"	"F"	1086532
	"Arizona"	"04"	"46 years"	"46"	"Male"	"M"	1070238
	"Arizona"	"04"	"47 years"	"47"	"Female"	"F"	1078374
	"Arizona"	"04"	"47 years"	"47"	"Male"	"M"	1058272
	"Arizona"	"04"	"48 years"	"48"	"Female"	"F"	1057286
	"Arizona"	"04"	"48 years"	"48"	"Male"	"M"	1031280
	"Arizona"	"04"	"49 years"	"49"	"Female"	"F"	1056593
	"Arizona"	"04"	"49 years"	"49"	"Male"	"M"	1029993
	"Arizona"	"04"	"50 years"	"50"	"Female"	"F"	1043282
	"Arizona"	"04"	"50 years"	"50"	"Male"	"M"	1009465
	"Arizona"	"04"	"51 years"	"51"	"Female"	"F"	1027230
	"Arizona"	"04"	"51 years"	"51"	"Male"	"M"	980808
	"Arizona"	"04"	"52 years"	"52"	"Female"	"F"	1012026
	"Arizona"	"04"	"52 years"	"52"	"Male"	"M"	965562
	"Arizona"	"04"	"53 years"	"53"	"Female"	"F"	999648
	"Arizona"	"04"	"53 years"	"53"	"Male"	"M"	945688
	"Arizona"	"04"	"54 years"	"54"	"Female"	"F"	994080
	"Arizona"	"04"	"54 years"	"54"	"Male"	"M"	932544
	"Arizona"	"04"	"55 years"	"55"	"Female"	"F"	977226
	"Arizona"	"04"	"55 years"	"55"	"Male"	"M"	910148
	"Arizona"	"04"	"56 years"	"56"	"Female"	"F"	962879
	"Arizona"	"04"	"56 years"	"56"	"Male"	"M"	893381
	"Arizona"	"04"	"57 years"	"57"	"Female"	"F"	947918
	"Arizona"	"04"	"57 years"	"57"	"Male"	"M"	869427
	"Arizona"	"04"	"58 years"	"58"	"Female"	"F"	926021
	"Arizona"	"04"	"58 years"	"58"	"Male"	"M"	844776
	"Arizona"	"04"	"59 years"	"59"	"Female"	"F"	914953
	"Arizona"	"04"	"59 years"	"59"	"Male"	"M"	827210
	"Arizona"	"04"	"60 years"	"60"	"Female"	"F"	897783
	"Arizona"	"04"	"60 years"	"60"	"Male"	"M"	807295
	"Arizona"	"04"	"61 years"	"61"	"Female"	"F"	880232
	"Arizona"	"04"	"61 years"	"61"	"Male"	"M"	787038
	"Arizona"	"04"	"62 years"	"62"	"Female"	"F"	866295
	"Arizona"	"04"	"62 years"	"62"	"Male"	"M"	774426
	"Arizona"	"04"	"63 years"	"63"	"Female"	"F"	865203
	"Arizona"	"04"	"63 years"	"63"	"Male"	"M"	768235
	"Arizona"	"04"	"64 years"	"64"	"Female"	"F"	843923
	"Arizona"	"04"	"64 years"	"64"	"Male"	"M"	748793
	"Arizona"	"04"	"65 years"	"65"	"Female"	"F"	832748
	"Arizona"	"04"	"65 years"	"65"	"Male"	"M"	737997
	"Arizona"	"04"	"66 years"	"66"	"Female"	"F"	815123
	"Arizona"	"04"	"66 years"	"66"	"Male"	"M"	719553
	"Arizona"	"04"	"67 years"	"67"	"Female"	"F"	796037
	"Arizona"	"04"	"67 years"	"67"	"Male"	"M"	710539
	"Arizona"	"04"	"68 years"	"68"	"Female"	"F"	772398
	"Arizona"	"04"	"68 years"	"68"	"Male"	"M"	687673
	"Arizona"	"04"	"69 years"	"69"	"Female"	"F"	754814
	"Arizona"	"04"	"69 years"	"69"	"Male"	"M"	667571
	"Arizona"	"04"	"70 years"	"70"	"Female"	"F"	726982
	"Arizona"	"04"	"70 years"	"70"	"Male"	"M"	644093
	"Arizona"	"04"	"71 years"	"71"	"Female"	"F"	694607
	"Arizona"	"04"	"71 years"	"71"	"Male"	"M"	616111
	"Arizona"	"04"	"72 years"	"72"	"Female"	"F"	666856
	"Arizona"	"04"	"72 years"	"72"	"Male"	"M"	587816
	"Arizona"	"04"	"73 years"	"73"	"Female"	"F"	628135
