State,State Code,Gender,Gender Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
Mississippi,28,Female,F,2001,2001,1183259
Mississippi,28,Female,F,2002,2002,1186518
Mississippi,28,Female,F,2003,2003,1192373
Mississippi,28,Female,F,2004,2004,1203636
Mississippi,28,Female,F,2005,2005,1212075
Mississippi,28,Female,F,2006,2006,1213397
Mississippi,28,Female,F,2007,2007,1222572
Mississippi,28,Female,F,2008,2008,1231135
Mississippi,28,Female,F,2009,2009,1235830
Mississippi,28,Female,F,2010,2010,1242247
Mississippi,28,Female,F,2011,2011,1247557
Mississippi,28,Female,F,2012,2012,1251904
Mississippi,28,Female,F,2013,2013,1256517
Mississippi,28,Female,F,2014,2014,1261012
Mississippi,28,Female,F,2015,2015,1264059
Mississippi,28,Female,F,2016,2016,1265910
Mississippi,28,Female,F,2017,2017,1268209
Mississippi,28,Female,F,2018,2018,1267594
Mississippi,28,Female,F,2019,2019,1269268
Mississippi,28,Male,M,1990,1990,943638
Mississippi,28,Male,M,1991,1991,952021
Mississippi,28,Male,M,1992,1992,961011
Mississippi,28,Male,M,1993,1993,976848
Mississippi,28,Male,M,1994,1994,993174
Mississippi,28,Male,M,1995,1995,1010081
Mississippi,28,Male,M,1996,1996,1023453
Mississippi,28,Male,M,1997,1997,1036489
Mississippi,28,Male,M,1998,1998,1049499
Mississippi,28,Male,M,1999,1999,1060855
Mississippi,28,Male,M,2000,2000,1072408
Mississippi,28,Male,M,2001,2001,1077342
Mississippi,28,Male,M,2002,2002,1082983
Mississippi,28,Male,M,2003,2003,1089715
Mississippi,28,Male,M,2004,2004,1100719
Mississippi,28,Male,M,2005,2005,1110455
Mississippi,28,Male,M,2006,2006,1113639
Mississippi,28,Male,M,2007,2007,1124544
Mississippi,28,Male,M,2008,2008,1132660
Mississippi,28,Male,M,2009,2009,1138555
Mississippi,28,Male,M,2010,2010,1145924
Mississippi,28,Male,M,2011,2011,1151121
Mississippi,28,Male,M,2012,2012,1155648
Mississippi,28,Male,M,2013,2013,1161338
Mississippi,28,Male,M,2014,2014,1164269
Mississippi,28,Male,M,2015,2015,1164623
Mississippi,28,Male,M,2016,2016,1165895
Mississippi,28,Male,M,2017,2017,1169168
Mississippi,28,Male,M,2018,2018,1167724
Mississippi,28,Male,M,2019,2019,1168170
Missouri,29,Female,F,1990,1990,2149912
Missouri,29,Female,F,1991,1991,2164028
Missouri,29,Female,F,1992,1992,2179321
Missouri,29,Female,F,1993,1993,2201226
Missouri,29,Female,F,1994,1994,2226738
Missouri,29,Female,F,1995,1995,2249132
Missouri,29,Female,F,1996,1996,2270646
Missouri,29,Female,F,1997,1997,2291752
Missouri,29,Female,F,1998,1998,2306482
Missouri,29,Female,F,1999,1999,2324401
Missouri,29,Female,F,2000,2000,2344168
Missouri,29,Female,F,2001,2001,2360727
Missouri,29,Female,F,2002,2002,2376934
Missouri,29,Female,F,2003,2003,2394564
Missouri,29,Female,F,2004,2004,2413085
Missouri,29,Female,F,2005,2005,2434077
Missouri,29,Female,F,2006,2006,2457241
Missouri,29,Female,F,2007,2007,2475649
Missouri,29,Female,F,2008,2008,2491187
Missouri,29,Female,F,2009,2009,2506745
Missouri,29,Female,F,2010,2010,2522707
Missouri,29,Female,F,2011,2011,2531528
Missouri,29,Female,F,2012,2012,2540668
Missouri,29,Female,F,2013,2013,2549782
Missouri,29,Female,F,2014,2014,2559483
Missouri,29,Female,F,2015,2015,2568560
Missouri,29,Female,F,2016,2016,2576244
Missouri,29,Female,F,2017,2017,2586968
Missouri,29,Female,F,2018,2018,2596847
Missouri,29,Female,F,2019,2019,2607434
Missouri,29,Male,M,1990,1990,1936045
Missouri,29,Male,M,1991,1991,1952531
Missouri,29,Male,M,1992,1992,1973191
Missouri,29,Male,M,1993,1993,1997121
Missouri,29,Male,M,1994,1994,2024644
Missouri,29,Male,M,1995,1995,2050631
Missouri,29,Male,M,1996,1996,2076384
Missouri,29,Male,M,1997,1997,2100010
Missouri,29,Male,M,1998,1998,2116484
Missouri,29,Male,M,1999,1999,2139736
Missouri,29,Male,M,2000,2000,2166000
Missouri,29,Male,M,2001,2001,2185345
Missouri,29,Male,M,2002,2002,2205653
Missouri,29,Male,M,2003,2003,2226277
Missouri,29,Male,M,2004,2004,2250415
Missouri,29,Male,M,2005,2005,2273702
Missouri,29,Male,M,2006,2006,2300121
Missouri,29,Male,M,2007,2007,2322875
Missouri,29,Male,M,2008,2008,2340507
Missouri,29,Male,M,2009,2009,2358506
Missouri,29,Male,M,2010,2010,2375499
Missouri,29,Male,M,2011,2011,2385779
Missouri,29,Male,M,2012,2012,2396785
Missouri,29,Male,M,2013,2013,2409328
Missouri,29,Male,M,2014,2014,2420729
Missouri,29,Male,M,2015,2015,2431276
Missouri,29,Male,M,2016,2016,2440184
Missouri,29,Male,M,2017,2017,2450666
Missouri,29,Male,M,2018,2018,2459903
Missouri,29,Male,M,2019,2019,2470441
Montana,30,Female,F,1990,1990,317579
Montana,30,Female,F,1991,1991,322011
Montana,30,Female,F,1992,1992,328281
Montana,30,Female,F,1993,1993,336301
Montana,30,Female,F,1994,1994,344602
Montana,30,Female,F,1995,1995,353088
Montana,30,Female,F,1996,1996,359066
Montana,30,Female,F,1997,1997,362518
Montana,30,Female,F,1998,1998,364145
Montana,30,Female,F,1999,1999,366736
Montana,30,Female,F,2000,2000,370028
Montana,30,Female,F,2001,2001,372310
Montana,30,Female,F,2002,2002,375250
Montana,30,Female,F,2003,2003,379052
Montana,30,Female,F,2004,2004,384433
Montana,30,Female,F,2005,2005,389274
Montana,30,Female,F,2006,2006,394714
Montana,30,Female,F,2007,2007,399598
Montana,30,Female,F,2008,2008,403831
Montana,30,Female,F,2009,2009,406885
Montana,30,Female,F,2010,2010,409701
Montana,30,Female,F,2011,2011,412667
Montana,30,Female,F,2012,2012,415322
Montana,30,Female,F,2013,2013,419110
Montana,30,Female,F,2014,2014,422239
Montana,30,Female,F,2015,2015,425752
Montana,30,Female,F,2016,2016,430398
Montana,30,Female,F,2017,2017,435682
Montana,30,Female,F,2018,2018,440188
Montana,30,Female,F,2019,2019,444320
Montana,30,Male,M,1990,1990,305700
Montana,30,Male,M,1991,1991,310811
Montana,30,Male,M,1992,1992,317383
Montana,30,Male,M,1993,1993,326422
Montana,30,Male,M,1994,1994,334945
Montana,30,Male,M,1995,1995,343672
Montana,30,Male,M,1996,1996,350051
Montana,30,Male,M,1997,1997,353301
Montana,30,Male,M,1998,1998,354971
Montana,30,Male,M,1999,1999,358397
Montana,30,Male,M,2000,2000,362252
Montana,30,Male,M,2001,2001,365530
Montana,30,Male,M,2002,2002,369303
Montana,30,Male,M,2003,2003,374209
Montana,30,Male,M,2004,2004,380066
Montana,30,Male,M,2005,2005,385440
Montana,30,Male,M,2006,2006,391927
Montana,30,Male,M,2007,2007,397358
Montana,30,Male,M,2008,2008,402657
Montana,30,Male,M,2009,2009,406095
Montana,30,Male,M,2010,2010,409017
Montana,30,Male,M,2011,2011,412165
Montana,30,Male,M,2012,2012,415653
Montana,30,Male,M,2013,2013,420175
Montana,30,Male,M,2014,2014,424235
Montana,30,Male,M,2015,2015,428407
Montana,30,Male,M,2016,2016,433012
Montana,30,Male,M,2017,2017,438081
Montana,30,Male,M,2018,2018,442504
Montana,30,Male,M,2019,2019,446793
Nebraska,31,Female,F,1990,1990,643644
Nebraska,31,Female,F,1991,1991,648771
Nebraska,31,Female,F,1992,1992,656138
Nebraska,31,Female,F,1993,1993,662420
Nebraska,31,Female,F,1994,1994,668862
Nebraska,31,Female,F,1995,1995,677820
Nebraska,31,Female,F,1996,1996,685521
Nebraska,31,Female,F,1997,1997,690621
Nebraska,31,Female,F,1998,1998,694115
Nebraska,31,Female,F,1999,1999,697611
Nebraska,31,Female,F,2000,2000,701436
Nebraska,31,Female,F,2001,2001,704301
Nebraska,31,Female,F,2002,2002,707819
Nebraska,31,Female,F,2003,2003,711815
Nebraska,31,Female,F,2004,2004,716158
Nebraska,31,Female,F,2005,2005,721224
Nebraska,31,Female,F,2006,2006,726039
Nebraska,31,Female,F,2007,2007,730172
Nebraska,31,Female,F,2008,2008,734308
Nebraska,31,Female,F,2009,2009,740012
Nebraska,31,Female,F,2010,2010,745724
Nebraska,31,Female,F,2011,2011,749905
Nebraska,31,Female,F,2012,2012,754642
Nebraska,31,Female,F,2013,2013,758822
Nebraska,31,Female,F,2014,2014,764070
Nebraska,31,Female,F,2015,2015,768620
Nebraska,31,Female,F,2016,2016,774112
Nebraska,31,Female,F,2017,2017,778340
Nebraska,31,Female,F,2018,2018,783100
Nebraska,31,Female,F,2019,2019,787573
Nebraska,31,Male,M,1990,1990,595956
Nebraska,31,Male,M,1991,1991,602921
Nebraska,31,Male,M,1992,1992,611674
Nebraska,31,Male,M,1993,1993,618747
Nebraska,31,Male,M,1994,1994,626557
Nebraska,31,Male,M,1995,1995,636870
Nebraska,31,Male,M,1996,1996,646644
Nebraska,31,Male,M,1997,1997,653414
Nebraska,31,Male,M,1998,1998,658220
Nebraska,31,Male,M,1999,1999,663724
Nebraska,31,Male,M,2000,2000,669528
Nebraska,31,Male,M,2001,2001,673969
Nebraska,31,Male,M,2002,2002,678668
Nebraska,31,Male,M,2003,2003,684054
Nebraska,31,Male,M,2004,2004,689795
Nebraska,31,Male,M,2005,2005,696003
Nebraska,31,Male,M,2006,2006,701133
Nebraska,31,Male,M,2007,2007,705215
Nebraska,31,Male,M,2008,2008,710359
Nebraska,31,Male,M,2009,2009,717189
Nebraska,31,Male,M,2010,2010,724022
Nebraska,31,Male,M,2011,2011,729063
Nebraska,31,Male,M,2012,2012,734838
Nebraska,31,Male,M,2013,2013,740662
Nebraska,31,Male,M,2014,2014,747914
Nebraska,31,Male,M,2015,2015,753265
Nebraska,31,Male,M,2016,2016,759827
Nebraska,31,Male,M,2017,2017,765348
Nebraska,31,Male,M,2018,2018,770903
Nebraska,31,Male,M,2019,2019,776423
Nevada,32,Female,F,1990,1990,474268
Nevada,32,Female,F,1991,1991,507847
Nevada,32,Female,F,1992,1992,530548
Nevada,32,Female,F,1993,1993,553908
Nevada,32,Female,F,1994,1994,588945
Nevada,32,Female,F,1995,1995,622207
Nevada,32,Female,F,1996,1996,655880
Nevada,32,Female,F,1997,1997,694836
Nevada,32,Female,F,1998,1998,728000
Nevada,32,Female,F,1999,1999,757969
Nevada,32,Female,F,2000,2000,790359
Nevada,32,Female,F,2001,2001,823942
Nevada,32,Female,F,2002,2002,856379
Nevada,32,Female,F,2003,2003,889127
Nevada,32,Female,F,2004,2004,930428
Nevada,32,Female,F,2005,2005,966340
Nevada,32,Female,F,2006,2006,1003900
Nevada,32,Female,F,2007,2007,1036610
Nevada,32,Female,F,2008,2008,1059171
Nevada,32,Female,F,2009,2009,1074712
Nevada,32,Female,F,2010,2010,1086456
Nevada,32,Female,F,2011,2011,1095033
Nevada,32,Female,F,2012,2012,1112060
Nevada,32,Female,F,2013,2013,1129204
Nevada,32,Female,F,2014,2014,1150026
Nevada,32,Female,F,2015,2015,1173236
Nevada,32,Female,F,2016,2016,1196088
Nevada,32,Female,F,2017,2017,1220578
Nevada,32,Female,F,2018,2018,1246923
Nevada,32,Female,F,2019,2019,1272151
Nevada,32,Male,M,1990,1990,490399
Nevada,32,Male,M,1991,1991,524943
Nevada,32,Male,M,1992,1992,547547
Nevada,32,Male,M,1993,1993,570319
Nevada,32,Male,M,1994,1994,607508
Nevada,32,Male,M,1995,1995,641751
Nevada,32,Male,M,1996,1996,675977
Nevada,32,Male,M,1997,1997,716310
Nevada,32,Male,M,1998,1998,751050
Nevada,32,Male,M,1999,1999,783547
Nevada,32,Male,M,2000,2000,817673
Nevada,32,Male,M,2001,2001,849910
Nevada,32,Male,M,2002,2002,879824
Nevada,32,Male,M,2003,2003,910950
Nevada,32,Male,M,2004,2004,952301
Nevada,32,Male,M,2005,2005,988556
Nevada,32,Male,M,2006,2006,1025930
Nevada,32,Male,M,2007,2007,1056982
Nevada,32,Male,M,2008,2008,1079325
Nevada,32,Male,M,2009,2009,1092056
Nevada,32,Male,M,2010,2010,1100565
Nevada,32,Male,M,2011,2011,1106348
Nevada,32,Male,M,2012,2012,1122150
Nevada,32,Male,M,2013,2013,1136273
Nevada,32,Male,M,2014,2014,1154643
Nevada,32,Male,M,2015,2015,1175269
Nevada,32,Male,M,2016,2016,1196560
Nevada,32,Male,M,2017,2017,1219264
Nevada,32,Male,M,2018,2018,1244740
Nevada,32,Male,M,2019,2019,1269408
New Hampshire,33,Female,F,1990,1990,458127
New Hampshire,33,Female,F,1991,1991,456119
New Hampshire,33,Female,F,1992,1992,457682
New Hampshire,33,Female,F,1993,1993,462046
New Hampshire,33,Female,F,1994,1994,467410
New Hampshire,33,Female,F,1995,1995,474525
New Hampshire,33,Female,F,1996,1996,483231
New Hampshire,33,Female,F,1997,1997,490115
New Hampshire,33,Female,F,1998,1998,497126
New Hampshire,33,Female,F,1999,1999,504862
New Hampshire,33,Female,F,2000,2000,513357
New Hampshire,33,Female,F,2001,2001,520655
New Hampshire,33,Female,F,2002,2002,527799
New Hampshire,33,Female,F,2003,2003,533985
New Hampshire,33,Female,F,2004,2004,540945
New Hampshire,33,Female,F,2005,2005,546293
New Hampshire,33,Female,F,2006,2006,552170
New Hampshire,33,Female,F,2007,2007,555933
New Hampshire,33,Female,F,2008,2008,559104
New Hampshire,33,Female,F,2009,2009,560916
New Hampshire,33,Female,F,2010,2010,562784
New Hampshire,33,Female,F,2011,2011,565957
New Hampshire,33,Female,F,2012,2012,569485
New Hampshire,33,Female,F,2013,2013,571588
New Hampshire,33,Female,F,2014,2014,575596
New Hampshire,33,Female,F,2015,2015,577614
New Hampshire,33,Female,F,2016,2016,581277
New Hampshire,33,Female,F,2017,2017,585374
New Hampshire,33,Female,F,2018,2018,588305
New Hampshire,33,Female,F,2019,2019,592470
New Hampshire,33,Male,M,1990,1990,431208
New Hampshire,33,Male,M,1991,1991,427174
New Hampshire,33,Male,M,1992,1992,429399
New Hampshire,33,Male,M,1993,1993,434129
New Hampshire,33,Male,M,1994,1994,439602
New Hampshire,33,Male,M,1995,1995,447018
New Hampshire,33,Male,M,1996,1996,455855
New Hampshire,33,Male,M,1997,1997,462991
New Hampshire,33,Male,M,1998,1998,469560
New Hampshire,33,Male,M,1999,1999,478220
New Hampshire,33,Male,M,2000,2000,487103
New Hampshire,33,Male,M,2001,2001,495300
New Hampshire,33,Male,M,2002,2002,503003
New Hampshire,33,Male,M,2003,2003,510159
New Hampshire,33,Male,M,2004,2004,516997
New Hampshire,33,Male,M,2005,2005,522950
New Hampshire,33,Male,M,2006,2006,529262
New Hampshire,33,Male,M,2007,2007,533086
New Hampshire,33,Male,M,2008,2008,536321
New Hampshire,33,Male,M,2009,2009,538220
New Hampshire,33,Male,M,2010,2010,540357
New Hampshire,33,Male,M,2011,2011,544010
New Hampshire,33,Male,M,2012,2012,548237
New Hampshire,33,Male,M,2013,2013,551538
New Hampshire,33,Male,M,2014,2014,557251
New Hampshire,33,Male,M,2015,2015,560218
New Hampshire,33,Male,M,2016,2016,564109
New Hampshire,33,Male,M,2017,2017,568069
New Hampshire,33,Male,M,2018,2018,571748
New Hampshire,33,Male,M,2019,2019,575714
New Jersey,34,Female,F,1990,1990,3311262
New Jersey,34,Female,F,1991,1991,3322775
New Jersey,34,Female,F,1992,1992,3337181
New Jersey,34,Female,F,1993,1993,3355653
New Jersey,34,Female,F,1994,1994,3373886
New Jersey,34,Female,F,1995,1995,3395241
New Jersey,34,Female,F,1996,1996,3422859
New Jersey,34,Female,F,1997,1997,3453475
New Jersey,34,Female,F,1998,1998,3480654
New Jersey,34,Female,F,1999,1999,3507576
New Jersey,34,Female,F,2000,2000,3536283
New Jersey,34,Female,F,2001,2001,3563752
New Jersey,34,Female,F,2002,2002,3591424
New Jersey,34,Female,F,2003,2003,3616458
New Jersey,34,Female,F,2004,2004,3637013
New Jersey,34,Female,F,2005,2005,3652236
New Jersey,34,Female,F,2006,2006,3666080
New Jersey,34,Female,F,2007,2007,3679706
New Jersey,34,Female,F,2008,2008,3697954
New Jersey,34,Female,F,2009,2009,3723263
New Jersey,34,Female,F,2010,2010,3746764
New Jersey,34,Female,F,2011,2011,3762238
New Jersey,34,Female,F,2012,2012,3774434
New Jersey,34,Female,F,2013,2013,3783707
New Jersey,34,Female,F,2014,2014,3791734
New Jersey,34,Female,F,2015,2015,3798254
New Jersey,34,Female,F,2016,2016,3801498
New Jersey,34,Female,F,2017,2017,3810336
New Jersey,34,Female,F,2018,2018,3812991
New Jersey,34,Female,F,2019,2019,3814054
New Jersey,34,Male,M,1990,1990,3019391
New Jersey,34,Male,M,1991,1991,3028724
New Jersey,34,Male,M,1992,1992,3044420
New Jersey,34,Male,M,1993,1993,3061981
New Jersey,34,Male,M,1994,1994,3081303
New Jersey,34,Male,M,1995,1995,3105719
New Jersey,34,Male,M,1996,1996,3132152
New Jersey,34,Male,M,1997,1997,3163208
New Jersey,34,Male,M,1998,1998,3191710
New Jersey,34,Male,M,1999,1999,3220306
New Jersey,34,Male,M,2000,2000,3248264
New Jersey,34,Male,M,2001,2001,3277226
New Jersey,34,Male,M,2002,2002,3308212
New Jersey,34,Male,M,2003,2003,3335428
New Jersey,34,Male,M,2004,2004,3359584
New Jersey,34,Male,M,2005,2005,3379046
New Jersey,34,Male,M,2006,2006,3394051
New Jersey,34,Male,M,2007,2007,3410674
New Jersey,34,Male,M,2008,2008,3433540
New Jersey,34,Male,M,2009,2009,3456903
New Jersey,34,Male,M,2010,2010,3480631
New Jersey,34,Male,M,2011,2011,3501382
New Jersey,34,Male,M,2012,2012,3517751
New Jersey,34,Male,M,2013,2013,3532401
New Jersey,34,Male,M,2014,2014,3543784
New Jersey,34,Male,M,2015,2015,3552247
New Jersey,34,Male,M,2016,2016,3559592
New Jersey,34,Male,M,2017,2017,3570997
New Jersey,34,Male,M,2018,2018,3577028
New Jersey,34,Male,M,2019,2019,3581684
New Mexico,35,Female,F,1990,1990,595615
New Mexico,35,Female,F,1991,1991,609449
New Mexico,35,Female,F,1992,1992,625602
New Mexico,35,Female,F,1993,1993,641584
New Mexico,35,Female,F,1994,1994,662364
New Mexico,35,Female,F,1995,1995,680103
New Mexico,35,Female,F,1996,1996,696711
New Mexico,35,Female,F,1997,1997,707021
New Mexico,35,Female,F,1998,1998,717541
New Mexico,35,Female,F,1999,1999,726291
New Mexico,35,Female,F,2000,2000,734465
New Mexico,35,Female,F,2001,2001,741392
New Mexico,35,Female,F,2002,2002,753332
New Mexico,35,Female,F,2003,2003,764591
New Mexico,35,Female,F,2004,2004,777339
New Mexico,35,Female,F,2005,2005,790727
New Mexico,35,Female,F,2006,2006,805126
New Mexico,35,Female,F,2007,2007,817109
New Mexico,35,Female,F,2008,2008,826075
New Mexico,35,Female,F,2009,2009,835830
New Mexico,35,Female,F,2010,2010,846760
New Mexico,35,Female,F,2011,2011,854130
New Mexico,35,Female,F,2012,2012,857967
New Mexico,35,Female,F,2013,2013,861786
New Mexico,35,Female,F,2014,2014,862973
New Mexico,35,Female,F,2015,2015,865345
New Mexico,35,Female,F,2016,2016,868397
New Mexico,35,Female,F,2017,2017,871537
New Mexico,35,Female,F,2018,2018,875217
New Mexico,35,Female,F,2019,2019,880259
New Mexico,35,Male,M,1990,1990,564215
New Mexico,35,Male,M,1991,1991,578576
New Mexico,35,Male,M,1992,1992,594627
New Mexico,35,Male,M,1993,1993,609737
New Mexico,35,Male,M,1994,1994,630614
New Mexico,35,Male,M,1995,1995,647867
New Mexico,35,Male,M,1996,1996,663508
New Mexico,35,Male,M,1997,1997,672671
New Mexico,35,Male,M,1998,1998,682475
New Mexico,35,Male,M,1999,1999,690241
New Mexico,35,Male,M,2000,2000,697746
New Mexico,35,Male,M,2001,2001,706133
New Mexico,35,Male,M,2002,2002,718696
New Mexico,35,Male,M,2003,2003,731559
New Mexico,35,Male,M,2004,2004,745714
New Mexico,35,Male,M,2005,2005,759750
New Mexico,35,Male,M,2006,2006,773064
New Mexico,35,Male,M,2007,2007,785016
New Mexico,35,Male,M,2008,2008,792484
New Mexico,35,Male,M,2009,2009,803077
New Mexico,35,Male,M,2010,2010,815496
New Mexico,35,Male,M,2011,2011,823244
New Mexico,35,Male,M,2012,2012,828855
New Mexico,35,Male,M,2013,2013,833555
New Mexico,35,Male,M,2014,2014,835292
New Mexico,35,Male,M,2015,2015,837467
New Mexico,35,Male,M,2016,2016,840858
New Mexico,35,Male,M,2017,2017,843345
New Mexico,35,Male,M,2018,2018,846392
New Mexico,35,Male,M,2019,2019,851159
New York,36,Female,F,1990,1990,7729953
New York,36,Female,F,1991,1991,7736114
New York,36,Female,F,1992,1992,7754580
New York,36,Female,F,1993,1993,7784300
New York,36,Female,F,1994,1994,7802633
New York,36,Female,F,1995,1995,7815602
New York,36,Female,F,1996,1996,7842730
New York,36,Female,F,1997,1997,7877575
New York,36,Female,F,1998,1998,7925700
New York,36,Female,F,1999,1999,7991408
New York,36,Female,F,2000,2000,8054308
New York,36,Female,F,2001,2001,8102689
New York,36,Female,F,2002,2002,8144392
New York,36,Female,F,2003,2003,8181875
New York,36,Female,F,2004,2004,8209920
New York,36,Female,F,2005,2005,8218341
New York,36,Female,F,2006,2006,8230932
New York,36,Female,F,2007,2007,8259478
New York,36,Female,F,2008,2008,8304573
New York,36,Female,F,2009,2009,8359281
New York,36,Female,F,2010,2010,8405842
New York,36,Female,F,2011,2011,8452836
New York,36,Female,F,2012,2012,8488542
New York,36,Female,F,2013,2013,8515116
New York,36,Female,F,2014,2014,8536648
New York,36,Female,F,2015,2015,8542335
New York,36,Female,F,2016,2016,8536235
New York,36,Female,F,2017,2017,8523877
New York,36,Female,F,2018,2018,8506014
New York,36,Female,F,2019,2019,8480699
New York,36,Male,M,1990,1990,6912907
New York,36,Male,M,1991,1991,6926545
New York,36,Male,M,1992,1992,6955682
New York,36,Male,M,1993,1993,6995236
New York,36,Male,M,1994,1994,7017561
New York,36,Male,M,1995,1995,7036783
New York,36,Male,M,1996,1996,7069343
New York,36,Male,M,1997,1997,7109764
New York,36,Male,M,1998,1998,7178122
New York,36,Male,M,1999,1999,7233641
New York,36,Male,M,2000,2000,7287017
New York,36,Male,M,2001,2001,7343194
New York,36,Male,M,2002,2002,7392272
New York,36,Male,M,2003,2003,7439597
New York,36,Male,M,2004,2004,7474942
New York,36,Male,M,2005,2005,7499576
New York,36,Male,M,2006,2006,7517805
New York,36,Male,M,2007,2007,7556505
New York,36,Male,M,2008,2008,7607072
New York,36,Male,M,2009,2009,7660481
New York,36,Male,M,2010,2010,7712434
New York,36,Male,M,2011,2011,7765692
New York,36,Male,M,2012,2012,7812338
New York,36,Male,M,2013,2013,7846761
New York,36,Male,M,2014,2014,7873053
New York,36,Male,M,2015,2015,7886378
New York,36,Male,M,2016,2016,7890226
New York,36,Male,M,2017,2017,7884040
New York,36,Male,M,2018,2018,7871558
New York,36,Male,M,2019,2019,7850634
North Carolina,37,Female,F,1990,1990,2811037
North Carolina,37,Female,F,1991,1991,2863208
North Carolina,37,Female,F,1992,1992,2903846
North Carolina,37,Female,F,1993,1993,2963928
North Carolina,37,Female,F,1994,1994,3023832
North Carolina,37,Female,F,1995,1995,3088731
North Carolina,37,Female,F,1996,1996,3152591
North Carolina,37,Female,F,1997,1997,3212506
North Carolina,37,Female,F,1998,1998,3271242
North Carolina,37,Female,F,1999,1999,3320004
North Carolina,37,Female,F,2000,2000,3362716
North Carolina,37,Female,F,2001,2001,3417638
North Carolina,37,Female,F,2002,2002,3472332
North Carolina,37,Female,F,2003,2003,3528950
North Carolina,37,Female,F,2004,2004,3587300
North Carolina,37,Female,F,2005,2005,3658235
North Carolina,37,Female,F,2006,2006,3748461
North Carolina,37,Female,F,2007,2007,3842306
North Carolina,37,Female,F,2008,2008,3920127
North Carolina,37,Female,F,2009,2009,3984147
North Carolina,37,Female,F,2010,2010,4035557
North Carolina,37,Female,F,2011,2011,4080772
North Carolina,37,Female,F,2012,2012,4129850
North Carolina,37,Female,F,2013,2013,4180590
North Carolina,37,Female,F,2014,2014,4231772
North Carolina,37,Female,F,2015,2015,4284244
North Carolina,37,Female,F,2016,2016,4346392
North Carolina,37,Female,F,2017,2017,4403984
North Carolina,37,Female,F,2018,2018,4463331
North Carolina,37,Female,F,2019,2019,4520199
North Carolina,37,Male,M,1990,1990,2583784
North Carolina,37,Male,M,1991,1991,2635777
North Carolina,37,Male,M,1992,1992,2678888
North Carolina,37,Male,M,1993,1993,2734534
North Carolina,37,Male,M,1994,1994,2791032
North Carolina,37,Male,M,1995,1995,2855848
North Carolina,37,Male,M,1996,1996,2920460
North Carolina,37,Male,M,1997,1997,2985086
North Carolina,37,Male,M,1998,1998,3047390
North Carolina,37,Male,M,1999,1999,3108424
North Carolina,37,Male,M,2000,2000,3170059
North Carolina,37,Male,M,2001,2001,3216959
North Carolina,37,Male,M,2002,2002,3260934
North Carolina,37,Male,M,2003,2003,3285923
North Carolina,37,Male,M,2004,2004,3350154
North Carolina,37,Male,M,2005,2005,3410682
North Carolina,37,Male,M,2006,2006,3501291
North Carolina,37,Male,M,2007,2007,3566690
North Carolina,37,Male,M,2008,2008,3646760
North Carolina,37,Male,M,2009,2009,3701389
North Carolina,37,Male,M,2010,2010,3763146
North Carolina,37,Male,M,2011,2011,3797971
North Carolina,37,Male,M,2012,2012,3842939
North Carolina,37,Male,M,2013,2013,3889723
North Carolina,37,Male,M,2014,2014,3934835
North Carolina,37,Male,M,2015,2015,3986764
North Carolina,37,Male,M,2016,2016,4043684
North Carolina,37,Male,M,2017,2017,4094473
North Carolina,37,Male,M,2018,2018,4146514
North Carolina,37,Male,M,2019,2019,4196428
North Dakota,38,Female,F,1990,1990,253840
North Dakota,38,Female,F,1991,1991,252751
North Dakota,38,Female,F,1992,1992,254205
North Dakota,38,Female,F,1993,1993,256066
North Dakota,38,Female,F,1994,1994,258568
North Dakota,38,Female,F,1995,1995,260765
North Dakota,38,Female,F,1996,1996,263407
North Dakota,38,Female,F,1997,1997,264334
North Dakota,38,Female,F,1998,1998,264152
North Dakota,38,Female,F,1999,1999,263443
North Dakota,38,Female,F,2000,2000,263415
North Dakota,38,Female,F,2001,2001,263230
North Dakota,38,Female,F,2002,2002,263236
North Dakota,38,Female,F,2003,2003,264074
North Dakota,38,Female,F,2004,2004,266346
North Dakota,38,Female,F,2005,2005,267239
North Dakota,38,Female,F,2006,2006,268318
North Dakota,38,Female,F,2007,2007,269495
North Dakota,38,Female,F,2008,2008,271100
North Dakota,38,Female,F,2009,2009,273650
North Dakota,38,Female,F,2010,2010,276528
North Dakota,38,Female,F,2011,2011,279699
North Dakota,38,Female,F,2012,2012,284213
North Dakota,38,Female,F,2013,2013,290165
North Dakota,38,Female,F,2014,2014,294110
North Dakota,38,Female,F,2015,2015,298662
North Dakota,38,Female,F,2016,2016,298597
North Dakota,38,Female,F,2017,2017,298999
North Dakota,38,Female,F,2018,2018,300232
North Dakota,38,Female,F,2019,2019,301590
North Dakota,38,Male,M,1990,1990,248049
North Dakota,38,Male,M,1991,1991,247397
North Dakota,38,Male,M,1992,1992,249200
North Dakota,38,Male,M,1993,1993,251282
North Dakota,38,Male,M,1994,1994,253905
North Dakota,38,Male,M,1995,1995,256656
North Dakota,38,Male,M,1996,1996,259402
North Dakota,38,Male,M,1997,1997,260205
North Dakota,38,Male,M,1998,1998,259890
North Dakota,38,Male,M,1999,1999,259313
North Dakota,38,Male,M,2000,2000,259162
North Dakota,38,Male,M,2001,2001,259485
North Dakota,38,Male,M,2002,2002,260623
North Dakota,38,Male,M,2003,2003,262075
North Dakota,38,Male,M,2004,2004,266339
North Dakota,38,Male,M,2005,2005,267300
North Dakota,38,Male,M,2006,2006,269866
