State,State Code,Gender,Gender Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
North Dakota,38,Male,M,2007,2007,271326
North Dakota,38,Male,M,2008,2008,273532
North Dakota,38,Male,M,2009,2009,276577
North Dakota,38,Male,M,2010,2010,281224
North Dakota,38,Male,M,2011,2011,286007
North Dakota,38,Male,M,2012,2012,292988
North Dakota,38,Male,M,2013,2013,302332
North Dakota,38,Male,M,2014,2014,308915
North Dakota,38,Male,M,2015,2015,315926
North Dakota,38,Male,M,2016,2016,314929
North Dakota,38,Male,M,2017,2017,314252
North Dakota,38,Male,M,2018,2018,314845
North Dakota,38,Male,M,2019,2019,316290
Ohio,39,Female,F,1990,1990,4562586
Ohio,39,Female,F,1991,1991,4588743
Ohio,39,Female,F,1992,1992,4614451
Ohio,39,Female,F,1993,1993,4643326
Ohio,39,Female,F,1994,1994,4666240
Ohio,39,Female,F,1995,1995,4690642
Ohio,39,Female,F,1996,1996,4710694
Ohio,39,Female,F,1997,1997,4721278
Ohio,39,Female,F,1998,1998,4733940
Ohio,39,Female,F,1999,1999,4742409
Ohio,39,Female,F,2000,2000,4755136
Ohio,39,Female,F,2001,2001,4767807
Ohio,39,Female,F,2002,2002,4781588
Ohio,39,Female,F,2003,2003,4799484
Ohio,39,Female,F,2004,2004,4815313
Ohio,39,Female,F,2005,2005,4828932
Ohio,39,Female,F,2006,2006,4843545
Ohio,39,Female,F,2007,2007,4857037
Ohio,39,Female,F,2008,2008,4867155
Ohio,39,Female,F,2009,2009,4876460
Ohio,39,Female,F,2010,2010,4886661
Ohio,39,Female,F,2011,2011,4895441
Ohio,39,Female,F,2012,2012,4902527
Ohio,39,Female,F,2013,2013,4917499
Ohio,39,Female,F,2014,2014,4933402
Ohio,39,Female,F,2015,2015,4944006
Ohio,39,Female,F,2016,2016,4954261
Ohio,39,Female,F,2017,2017,4968560
Ohio,39,Female,F,2018,2018,4979742
Ohio,39,Female,F,2019,2019,4988882
Ohio,39,Male,M,1990,1990,4115241
Ohio,39,Male,M,1991,1991,4146576
Ohio,39,Male,M,1992,1992,4181269
Ohio,39,Male,M,1993,1993,4217174
Ohio,39,Male,M,1994,1994,4245846
Ohio,39,Male,M,1995,1995,4277987
Ohio,39,Male,M,1996,1996,4306041
Ohio,39,Male,M,1997,1997,4322351
Ohio,39,Male,M,1998,1998,4338928
Ohio,39,Male,M,1999,1999,4357023
Ohio,39,Male,M,2000,2000,4377672
Ohio,39,Male,M,2001,2001,4397204
Ohio,39,Male,M,2002,2002,4420990
Ohio,39,Male,M,2003,2003,4447798
Ohio,39,Male,M,2004,2004,4470305
Ohio,39,Male,M,2005,2005,4490838
Ohio,39,Male,M,2006,2006,4511640
Ohio,39,Male,M,2007,2007,4528208
Ohio,39,Male,M,2008,2008,4542754
Ohio,39,Male,M,2009,2009,4556004
Ohio,39,Male,M,2010,2010,4570611
Ohio,39,Male,M,2011,2011,4584453
Ohio,39,Male,M,2012,2012,4599703
Ohio,39,Male,M,2013,2013,4623189
Ohio,39,Male,M,2014,2014,4645151
Ohio,39,Male,M,2015,2015,4661222
Ohio,39,Male,M,2016,2016,4675089
Ohio,39,Male,M,2017,2017,4690959
Ohio,39,Male,M,2018,2018,4703724
Ohio,39,Male,M,2019,2019,4716206
Oklahoma,40,Female,F,1990,1990,1293119
Oklahoma,40,Female,F,1991,1991,1303627
Oklahoma,40,Female,F,1992,1992,1319652
Oklahoma,40,Female,F,1993,1993,1332578
Oklahoma,40,Female,F,1994,1994,1345725
Oklahoma,40,Female,F,1995,1995,1357344
Oklahoma,40,Female,F,1996,1996,1373359
Oklahoma,40,Female,F,1997,1997,1388214
Oklahoma,40,Female,F,1998,1998,1401755
Oklahoma,40,Female,F,1999,1999,1416151
Oklahoma,40,Female,F,2000,2000,1424720
Oklahoma,40,Female,F,2001,2001,1429342
Oklahoma,40,Female,F,2002,2002,1437694
Oklahoma,40,Female,F,2003,2003,1446323
Oklahoma,40,Female,F,2004,2004,1454703
Oklahoma,40,Female,F,2005,2005,1465277
Oklahoma,40,Female,F,2006,2006,1484016
Oklahoma,40,Female,F,2007,2007,1497940
Oklahoma,40,Female,F,2008,2008,1510891
Oklahoma,40,Female,F,2009,2009,1527068
Oklahoma,40,Female,F,2010,2010,1543257
Oklahoma,40,Female,F,2011,2011,1554802
Oklahoma,40,Female,F,2012,2012,1566930
Oklahoma,40,Female,F,2013,2013,1580431
Oklahoma,40,Female,F,2014,2014,1591801
Oklahoma,40,Female,F,2015,2015,1605149
Oklahoma,40,Female,F,2016,2016,1613738
Oklahoma,40,Female,F,2017,2017,1618092
Oklahoma,40,Female,F,2018,2018,1624907
Oklahoma,40,Female,F,2019,2019,1634770
Oklahoma,40,Male,M,1990,1990,1193245
Oklahoma,40,Male,M,1991,1991,1204515
Oklahoma,40,Male,M,1992,1992,1225256
Oklahoma,40,Male,M,1993,1993,1240240
Oklahoma,40,Male,M,1994,1994,1255052
Oklahoma,40,Male,M,1995,1995,1270086
Oklahoma,40,Male,M,1996,1996,1288662
Oklahoma,40,Male,M,1997,1997,1304959
Oklahoma,40,Male,M,1998,1998,1319287
Oklahoma,40,Male,M,1999,1999,1338808
Oklahoma,40,Male,M,2000,2000,1349334
Oklahoma,40,Male,M,2001,2001,1360271
Oklahoma,40,Male,M,2002,2002,1372249
Oklahoma,40,Male,M,2003,2003,1378976
Oklahoma,40,Male,M,2004,2004,1393588
Oklahoma,40,Male,M,2005,2005,1403469
Oklahoma,40,Male,M,2006,2006,1423192
Oklahoma,40,Male,M,2007,2007,1439942
Oklahoma,40,Male,M,2008,2008,1452648
Oklahoma,40,Male,M,2009,2009,1471474
Oklahoma,40,Male,M,2010,2010,1486895
Oklahoma,40,Male,M,2011,2011,1498633
Oklahoma,40,Male,M,2012,2012,1513400
Oklahoma,40,Male,M,2013,2013,1528170
Oklahoma,40,Male,M,2014,2014,1539894
Oklahoma,40,Male,M,2015,2015,1553688
Oklahoma,40,Male,M,2016,2016,1561585
Oklahoma,40,Male,M,2017,2017,1565712
Oklahoma,40,Male,M,2018,2018,1571959
Oklahoma,40,Male,M,2019,2019,1581970
Oregon,41,Female,F,1990,1990,1166201
Oregon,41,Female,F,1991,1991,1197463
Oregon,41,Female,F,1992,1992,1222742
Oregon,41,Female,F,1993,1993,1254647
Oregon,41,Female,F,1994,1994,1281205
Oregon,41,Female,F,1995,1995,1308540
Oregon,41,Female,F,1996,1996,1337217
Oregon,41,Female,F,1997,1997,1360003
Oregon,41,Female,F,1998,1998,1379492
Oregon,41,Female,F,1999,1999,1396048
Oregon,41,Female,F,2000,2000,1410697
Oregon,41,Female,F,2001,2001,1429424
Oregon,41,Female,F,2002,2002,1452344
Oregon,41,Female,F,2003,2003,1470694
Oregon,41,Female,F,2004,2004,1485031
Oregon,41,Female,F,2005,2005,1507539
Oregon,41,Female,F,2006,2006,1535116
Oregon,41,Female,F,2007,2007,1558367
Oregon,41,Female,F,2008,2008,1578999
Oregon,41,Female,F,2009,2009,1597203
Oregon,41,Female,F,2010,2010,1611829
Oregon,41,Female,F,2011,2011,1630154
Oregon,41,Female,F,2012,2012,1644391
Oregon,41,Female,F,2013,2013,1657261
Oregon,41,Female,F,2014,2014,1677092
Oregon,41,Female,F,2015,2015,1701541
Oregon,41,Female,F,2016,2016,1735008
Oregon,41,Female,F,2017,2017,1760266
Oregon,41,Female,F,2018,2018,1780553
Oregon,41,Female,F,2019,2019,1799839
Oregon,41,Male,M,1990,1990,1104272
Oregon,41,Male,M,1991,1991,1136429
Oregon,41,Male,M,1992,1992,1163564
Oregon,41,Male,M,1993,1993,1197065
Oregon,41,Male,M,1994,1994,1225099
Oregon,41,Male,M,1995,1995,1253655
Oregon,41,Male,M,1996,1996,1283753
Oregon,41,Male,M,1997,1997,1308752
Oregon,41,Male,M,1998,1998,1329750
Oregon,41,Male,M,1999,1999,1349802
Oregon,41,Male,M,2000,2000,1367345
Oregon,41,Male,M,2001,2001,1386154
Oregon,41,Male,M,2002,2002,1407336
Oregon,41,Male,M,2003,2003,1424839
Oregon,41,Male,M,2004,2004,1438868
Oregon,41,Male,M,2005,2005,1459861
Oregon,41,Male,M,2006,2006,1484801
Oregon,41,Male,M,2007,2007,1507005
Oregon,41,Male,M,2008,2008,1525610
Oregon,41,Male,M,2009,2009,1544165
Oregon,41,Male,M,2010,2010,1557027
Oregon,41,Male,M,2011,2011,1574208
Oregon,41,Male,M,2012,2012,1589262
Oregon,41,Male,M,2013,2013,1602358
Oregon,41,Male,M,2014,2014,1622474
Oregon,41,Male,M,2015,2015,1647608
Oregon,41,Male,M,2016,2016,1681852
Oregon,41,Male,M,2017,2017,1708146
Oregon,41,Male,M,2018,2018,1728608
Oregon,41,Male,M,2019,2019,1747635
Pennsylvania,42,Female,F,1990,1990,5124735
Pennsylvania,42,Female,F,1991,1991,5146666
Pennsylvania,42,Female,F,1992,1992,5159662
Pennsylvania,42,Female,F,1993,1993,5180347
Pennsylvania,42,Female,F,1994,1994,5196890
Pennsylvania,42,Female,F,1995,1995,5210372
Pennsylvania,42,Female,F,1996,1996,5227281
Pennsylvania,42,Female,F,1997,1997,5229317
Pennsylvania,42,Female,F,1998,1998,5237147
Pennsylvania,42,Female,F,1999,1999,5246537
Pennsylvania,42,Female,F,2000,2000,5257774
Pennsylvania,42,Female,F,2001,2001,5268245
Pennsylvania,42,Female,F,2002,2002,5287215
Pennsylvania,42,Female,F,2003,2003,5310682
Pennsylvania,42,Female,F,2004,2004,5334395
Pennsylvania,42,Female,F,2005,2005,5358177
Pennsylvania,42,Female,F,2006,2006,5388048
Pennsylvania,42,Female,F,2007,2007,5414262
Pennsylvania,42,Female,F,2008,2008,5437508
Pennsylvania,42,Female,F,2009,2009,5462905
Pennsylvania,42,Female,F,2010,2010,5484070
Pennsylvania,42,Female,F,2011,2011,5501247
Pennsylvania,42,Female,F,2012,2012,5510683
Pennsylvania,42,Female,F,2013,2013,5515321
Pennsylvania,42,Female,F,2014,2014,5525157
Pennsylvania,42,Female,F,2015,2015,5524232
Pennsylvania,42,Female,F,2016,2016,5523542
Pennsylvania,42,Female,F,2017,2017,5528434
Pennsylvania,42,Female,F,2018,2018,5536472
Pennsylvania,42,Female,F,2019,2019,5540226
Pennsylvania,42,Male,M,1990,1990,4575888
Pennsylvania,42,Male,M,1991,1991,4603263
Pennsylvania,42,Male,M,1992,1992,4623302
Pennsylvania,42,Male,M,1993,1993,4649631
Pennsylvania,42,Male,M,1994,1994,4673004
Pennsylvania,42,Male,M,1995,1995,4693230
Pennsylvania,42,Male,M,1996,1996,4714843
Pennsylvania,42,Male,M,1997,1997,4725041
Pennsylvania,42,Male,M,1998,1998,4736689
Pennsylvania,42,Male,M,1999,1999,4759749
Pennsylvania,42,Male,M,2000,2000,4782145
Pennsylvania,42,Male,M,2001,2001,4804627
Pennsylvania,42,Male,M,2002,2002,4838011
Pennsylvania,42,Male,M,2003,2003,4878396
Pennsylvania,42,Male,M,2004,2004,4913363
Pennsylvania,42,Male,M,2005,2005,4949294
Pennsylvania,42,Male,M,2006,2006,4991441
Pennsylvania,42,Male,M,2007,2007,5025741
Pennsylvania,42,Male,M,2008,2008,5056458
Pennsylvania,42,Male,M,2009,2009,5089047
Pennsylvania,42,Male,M,2010,2010,5117775
Pennsylvania,42,Male,M,2011,2011,5143583
Pennsylvania,42,Male,M,2012,2012,5165980
Pennsylvania,42,Male,M,2013,2013,5183226
Pennsylvania,42,Male,M,2014,2014,5198047
Pennsylvania,42,Male,M,2015,2015,5205756
Pennsylvania,42,Male,M,2016,2016,5211351
Pennsylvania,42,Male,M,2017,2017,5218345
Pennsylvania,42,Male,M,2018,2018,5231354
Pennsylvania,42,Male,M,2019,2019,5239843
Rhode Island,44,Female,F,1990,1990,435915
Rhode Island,44,Female,F,1991,1991,436196
Rhode Island,44,Female,F,1992,1992,435750
Rhode Island,44,Female,F,1993,1993,435373
Rhode Island,44,Female,F,1994,1994,435735
Rhode Island,44,Female,F,1995,1995,436197
Rhode Island,44,Female,F,1996,1996,438816
Rhode Island,44,Female,F,1997,1997,440606
Rhode Island,44,Female,F,1998,1998,444001
Rhode Island,44,Female,F,1999,1999,446638
Rhode Island,44,Female,F,2000,2000,451376
Rhode Island,44,Female,F,2001,2001,454931
Rhode Island,44,Female,F,2002,2002,459454
Rhode Island,44,Female,F,2003,2003,462457
Rhode Island,44,Female,F,2004,2004,465026
Rhode Island,44,Female,F,2005,2005,463800
Rhode Island,44,Female,F,2006,2006,463272
Rhode Island,44,Female,F,2007,2007,461751
Rhode Island,44,Female,F,2008,2008,461454
Rhode Island,44,Female,F,2009,2009,462208
Rhode Island,44,Female,F,2010,2010,462609
Rhode Island,44,Female,F,2011,2011,462713
Rhode Island,44,Female,F,2012,2012,463702
Rhode Island,44,Female,F,2013,2013,464360
Rhode Island,44,Female,F,2014,2014,465156
Rhode Island,44,Female,F,2015,2015,465229
Rhode Island,44,Female,F,2016,2016,465584
Rhode Island,44,Female,F,2017,2017,465647
Rhode Island,44,Female,F,2018,2018,466922
Rhode Island,44,Female,F,2019,2019,467820
Rhode Island,44,Male,M,1990,1990,390643
Rhode Island,44,Male,M,1991,1991,391193
Rhode Island,44,Male,M,1992,1992,390771
Rhode Island,44,Male,M,1993,1993,390195
Rhode Island,44,Male,M,1994,1994,390265
Rhode Island,44,Male,M,1995,1995,390366
Rhode Island,44,Male,M,1996,1996,392605
Rhode Island,44,Male,M,1997,1997,394721
Rhode Island,44,Male,M,1998,1998,397627
Rhode Island,44,Male,M,1999,1999,400607
Rhode Island,44,Male,M,2000,2000,405250
Rhode Island,44,Male,M,2001,2001,409341
Rhode Island,44,Male,M,2002,2002,414443
Rhode Island,44,Male,M,2003,2003,418129
Rhode Island,44,Male,M,2004,2004,422331
Rhode Island,44,Male,M,2005,2005,421804
Rhode Island,44,Male,M,2006,2006,421986
Rhode Island,44,Male,M,2007,2007,420974
Rhode Island,44,Male,M,2008,2008,421354
Rhode Island,44,Male,M,2009,2009,421839
Rhode Island,44,Male,M,2010,2010,423044
Rhode Island,44,Male,M,2011,2011,424341
Rhode Island,44,Male,M,2012,2012,426169
Rhode Island,44,Male,M,2013,2013,427837
Rhode Island,44,Male,M,2014,2014,429681
Rhode Island,44,Male,M,2015,2015,431013
Rhode Island,44,Male,M,2016,2016,432239
Rhode Island,44,Male,M,2017,2017,432687
Rhode Island,44,Male,M,2018,2018,434729
Rhode Island,44,Male,M,2019,2019,436159
South Carolina,45,Female,F,1990,1990,1452591
South Carolina,45,Female,F,1991,1991,1481867
South Carolina,45,Female,F,1992,1992,1501896
South Carolina,45,Female,F,1993,1993,1524009
South Carolina,45,Female,F,1994,1994,1544629
South Carolina,45,Female,F,1995,1995,1566793
South Carolina,45,Female,F,1996,1996,1587072
South Carolina,45,Female,F,1997,1997,1614211
South Carolina,45,Female,F,1998,1998,1640241
South Carolina,45,Female,F,1999,1999,1664189
South Carolina,45,Female,F,2000,2000,1685862
South Carolina,45,Female,F,2001,2001,1705032
South Carolina,45,Female,F,2002,2002,1725270
South Carolina,45,Female,F,2003,2003,1748209
South Carolina,45,Female,F,2004,2004,1777351
South Carolina,45,Female,F,2005,2005,1806034
South Carolina,45,Female,F,2006,2006,1846970
South Carolina,45,Female,F,2007,2007,1883788
South Carolina,45,Female,F,2008,2008,1920671
South Carolina,45,Female,F,2009,2009,1947822
South Carolina,45,Female,F,2010,2010,1969737
South Carolina,45,Female,F,2011,2011,1989564
South Carolina,45,Female,F,2012,2012,2012227
South Carolina,45,Female,F,2013,2013,2036639
South Carolina,45,Female,F,2014,2014,2067826
South Carolina,45,Female,F,2015,2015,2101250
South Carolina,45,Female,F,2016,2016,2134176
South Carolina,45,Female,F,2017,2017,2166355
South Carolina,45,Female,F,2018,2018,2199309
South Carolina,45,Female,F,2019,2019,2233340
South Carolina,45,Male,M,1990,1990,1329114
South Carolina,45,Male,M,1991,1991,1355848
South Carolina,45,Male,M,1992,1992,1376646
South Carolina,45,Male,M,1993,1993,1391390
South Carolina,45,Male,M,1994,1994,1407267
South Carolina,45,Male,M,1995,1995,1425727
South Carolina,45,Male,M,1996,1996,1445949
South Carolina,45,Male,M,1997,1997,1472071
South Carolina,45,Male,M,1998,1998,1499524
South Carolina,45,Male,M,1999,1999,1529665
South Carolina,45,Male,M,2000,2000,1554670
South Carolina,45,Male,M,2001,2001,1572647
South Carolina,45,Male,M,2002,2002,1593197
South Carolina,45,Male,M,2003,2003,1613325
South Carolina,45,Male,M,2004,2004,1646596
South Carolina,45,Male,M,2005,2005,1675153
South Carolina,45,Male,M,2006,2006,1713297
South Carolina,45,Male,M,2007,2007,1749564
South Carolina,45,Male,M,2008,2008,1783665
South Carolina,45,Male,M,2009,2009,1808795
South Carolina,45,Male,M,2010,2010,1829125
South Carolina,45,Male,M,2011,2011,1845637
South Carolina,45,Male,M,2012,2012,1866978
South Carolina,45,Male,M,2013,2013,1889381
South Carolina,45,Male,M,2014,2014,1916868
South Carolina,45,Male,M,2015,2015,1947252
South Carolina,45,Male,M,2016,2016,1975391
South Carolina,45,Male,M,2017,2017,2001778
South Carolina,45,Male,M,2018,2018,2027960
South Carolina,45,Male,M,2019,2019,2055659
South Dakota,46,Female,F,1990,1990,276039
South Dakota,46,Female,F,1991,1991,278571
South Dakota,46,Female,F,1992,1992,281418
South Dakota,46,Female,F,1993,1993,286150
South Dakota,46,Female,F,1994,1994,291266
South Dakota,46,Female,F,1995,1995,295757
South Dakota,46,Female,F,1996,1996,299371
South Dakota,46,Female,F,1997,1997,300580
South Dakota,46,Female,F,1998,1998,301598
South Dakota,46,Female,F,1999,1999,303710
South Dakota,46,Female,F,2000,2000,306261
South Dakota,46,Female,F,2001,2001,307769
South Dakota,46,Female,F,2002,2002,309272
South Dakota,46,Female,F,2003,2003,310913
South Dakota,46,Female,F,2004,2004,313981
South Dakota,46,Female,F,2005,2005,316144
South Dakota,46,Female,F,2006,2006,319115
South Dakota,46,Female,F,2007,2007,322368
South Dakota,46,Female,F,2008,2008,324974
South Dakota,46,Female,F,2009,2009,327084
South Dakota,46,Female,F,2010,2010,330398
South Dakota,46,Female,F,2011,2011,332356
South Dakota,46,Female,F,2012,2012,335744
South Dakota,46,Female,F,2013,2013,338674
South Dakota,46,Female,F,2014,2014,340994
South Dakota,46,Female,F,2015,2015,342283
South Dakota,46,Female,F,2016,2016,345457
South Dakota,46,Female,F,2017,2017,349023
South Dakota,46,Female,F,2018,2018,351833
South Dakota,46,Female,F,2019,2019,354649
South Dakota,46,Male,M,1990,1990,261864
South Dakota,46,Male,M,1991,1991,265252
South Dakota,46,Male,M,1992,1992,268771
South Dakota,46,Male,M,1993,1993,273760
South Dakota,46,Male,M,1994,1994,278974
South Dakota,46,Male,M,1995,1995,283625
South Dakota,46,Male,M,1996,1996,287401
South Dakota,46,Male,M,1997,1997,288787
South Dakota,46,Male,M,1998,1998,290334
South Dakota,46,Male,M,1999,1999,293457
South Dakota,46,Male,M,2000,2000,297047
South Dakota,46,Male,M,2001,2001,299073
South Dakota,46,Male,M,2002,2002,300925
South Dakota,46,Male,M,2003,2003,303783
South Dakota,46,Male,M,2004,2004,307376
South Dakota,46,Male,M,2005,2005,309949
South Dakota,46,Male,M,2006,2006,313440
South Dakota,46,Male,M,2007,2007,316710
South Dakota,46,Male,M,2008,2008,319935
South Dakota,46,Male,M,2009,2009,323587
South Dakota,46,Male,M,2010,2010,326932
South Dakota,46,Male,M,2011,2011,330980
South Dakota,46,Male,M,2012,2012,335791
South Dakota,46,Male,M,2013,2013,339501
South Dakota,46,Male,M,2014,2014,342507
South Dakota,46,Male,M,2015,2015,344525
South Dakota,46,Male,M,2016,2016,348364
South Dakota,46,Male,M,2017,2017,352810
South Dakota,46,Male,M,2018,2018,355808
South Dakota,46,Male,M,2019,2019,359070
Tennessee,47,Female,F,1990,1990,2074174
Tennessee,47,Female,F,1991,1991,2104834
Tennessee,47,Female,F,1992,1992,2135547
Tennessee,47,Female,F,1993,1993,2169766
Tennessee,47,Female,F,1994,1994,2208753
Tennessee,47,Female,F,1995,1995,2248417
Tennessee,47,Female,F,1996,1996,2287828
Tennessee,47,Female,F,1997,1997,2324348
Tennessee,47,Female,F,1998,1998,2351097
Tennessee,47,Female,F,1999,1999,2373792
Tennessee,47,Female,F,2000,2000,2396809
Tennessee,47,Female,F,2001,2001,2415675
Tennessee,47,Female,F,2002,2002,2436637
Tennessee,47,Female,F,2003,2003,2462869
Tennessee,47,Female,F,2004,2004,2488884
Tennessee,47,Female,F,2005,2005,2525488
Tennessee,47,Female,F,2006,2006,2571610
Tennessee,47,Female,F,2007,2007,2606405
Tennessee,47,Female,F,2008,2008,2640559
Tennessee,47,Female,F,2009,2009,2667361
Tennessee,47,Female,F,2010,2010,2692313
Tennessee,47,Female,F,2011,2011,2715311
Tennessee,47,Female,F,2012,2012,2740831
Tennessee,47,Female,F,2013,2013,2761139
Tennessee,47,Female,F,2014,2014,2784966
Tennessee,47,Female,F,2015,2015,2809776
Tennessee,47,Female,F,2016,2016,2835973
Tennessee,47,Female,F,2017,2017,2865297
Tennessee,47,Female,F,2018,2018,2895738
Tennessee,47,Female,F,2019,2019,2925761
Tennessee,47,Male,M,1990,1990,1871014
Tennessee,47,Male,M,1991,1991,1900619
Tennessee,47,Male,M,1992,1992,1932538
Tennessee,47,Male,M,1993,1993,1967529
Tennessee,47,Male,M,1994,1994,2007943
Tennessee,47,Male,M,1995,1995,2049747
Tennessee,47,Male,M,1996,1996,2091289
Tennessee,47,Male,M,1997,1997,2127226
Tennessee,47,Male,M,1998,1998,2157884
Tennessee,47,Male,M,1999,1999,2189059
Tennessee,47,Male,M,2000,2000,2219343
Tennessee,47,Male,M,2001,2001,2240673
Tennessee,47,Male,M,2002,2002,2260781
Tennessee,47,Male,M,2003,2003,2281436
Tennessee,47,Male,M,2004,2004,2317024
Tennessee,47,Male,M,2005,2005,2353568
Tennessee,47,Male,M,2006,2006,2391676
Tennessee,47,Male,M,2007,2007,2432893
Tennessee,47,Male,M,2008,2008,2456811
Tennessee,47,Male,M,2009,2009,2485823
Tennessee,47,Male,M,2010,2010,2507754
Tennessee,47,Male,M,2011,2011,2529406
Tennessee,47,Male,M,2012,2012,2556546
Tennessee,47,Male,M,2013,2013,2577323
Tennessee,47,Male,M,2014,2014,2601702
Tennessee,47,Male,M,2015,2015,2625805
Tennessee,47,Male,M,2016,2016,2651124
Tennessee,47,Male,M,2017,2017,2680623
Tennessee,47,Male,M,2018,2018,2709670
Tennessee,47,Male,M,2019,2019,2735771
Texas,48,Female,F,1990,1990,6750726
Texas,48,Female,F,1991,1991,6885279
Texas,48,Female,F,1992,1992,7019990
Texas,48,Female,F,1993,1993,7177650
Texas,48,Female,F,1994,1994,7341228
Texas,48,Female,F,1995,1995,7508373
Texas,48,Female,F,1996,1996,7655573
Texas,48,Female,F,1997,1997,7818180
Texas,48,Female,F,1998,1998,7979645
Texas,48,Female,F,1999,1999,8138171
Texas,48,Female,F,2000,2000,8297258
Texas,48,Female,F,2001,2001,8453164
Texas,48,Female,F,2002,2002,8607481
Texas,48,Female,F,2003,2003,8759237
Texas,48,Female,F,2004,2004,8917800
Texas,48,Female,F,2005,2005,9081560
Texas,48,Female,F,2006,2006,9325283
Texas,48,Female,F,2007,2007,9517523
Texas,48,Female,F,2008,2008,9707065
Texas,48,Female,F,2009,2009,9906047
Texas,48,Female,F,2010,2010,10089171
Texas,48,Female,F,2011,2011,10267242
Texas,48,Female,F,2012,2012,10458611
Texas,48,Female,F,2013,2013,10631934
Texas,48,Female,F,2014,2014,10845675
Texas,48,Female,F,2015,2015,11062582
Texas,48,Female,F,2016,2016,11258022
Texas,48,Female,F,2017,2017,11436335
Texas,48,Female,F,2018,2018,11603747
Texas,48,Female,F,2019,2019,11782567
Texas,48,Male,M,1990,1990,6410107
Texas,48,Male,M,1991,1991,6539404
Texas,48,Male,M,1992,1992,6681127
Texas,48,Male,M,1993,1993,6845859
Texas,48,Male,M,1994,1994,7021039
Texas,48,Male,M,1995,1995,7198102
Texas,48,Male,M,1996,1996,7353785
Texas,48,Male,M,1997,1997,7526542
Texas,48,Male,M,1998,1998,7694726
Texas,48,Male,M,1999,1999,7873727
Texas,48,Male,M,2000,2000,8048696
Texas,48,Male,M,2001,2001,8207783
Texas,48,Male,M,2002,2002,8363991
Texas,48,Male,M,2003,2003,8494304
Texas,48,Male,M,2004,2004,8650601
Texas,48,Male,M,2005,2005,8811605
Texas,48,Male,M,2006,2006,9031060
Texas,48,Male,M,2007,2007,9215554
Texas,48,Male,M,2008,2008,9402738
Texas,48,Male,M,2009,2009,9592832
Texas,48,Male,M,2010,2010,9773885
Texas,48,Male,M,2011,2011,9949399
Texas,48,Male,M,2012,2012,10149754
Texas,48,Male,M,2013,2013,10327716
Texas,48,Male,M,2014,2014,10543884
Texas,48,Male,M,2015,2015,10766434
Texas,48,Male,M,2016,2016,10960285
Texas,48,Male,M,2017,2017,11136048
Texas,48,Male,M,2018,2018,11296116
Texas,48,Male,M,2019,2019,11474796
Utah,49,Female,F,1990,1990,626520
Utah,49,Female,F,1991,1991,650131
Utah,49,Female,F,1992,1992,676787
Utah,49,Female,F,1993,1993,704672
Utah,49,Female,F,1994,1994,733984
Utah,49,Female,F,1995,1995,759250
Utah,49,Female,F,1996,1996,783763
Utah,49,Female,F,1997,1997,803768
Utah,49,Female,F,1998,1998,820067
Utah,49,Female,F,1999,1999,833293
Utah,49,Female,F,2000,2000,849049
Utah,49,Female,F,2001,2001,864733
Utah,49,Female,F,2002,2002,880429
Utah,49,Female,F,2003,2003,893704
Utah,49,Female,F,2004,2004,909293
Utah,49,Female,F,2005,2005,930202
Utah,49,Female,F,2006,2006,954144
Utah,49,Female,F,2007,2007,977773
Utah,49,Female,F,2008,2008,1000071
Utah,49,Female,F,2009,2009,1021230
Utah,49,Female,F,2010,2010,1040031
Utah,49,Female,F,2011,2011,1056738
Utah,49,Female,F,2012,2012,1073737
Utah,49,Female,F,2013,2013,1093024
Utah,49,Female,F,2014,2014,1111838
Utah,49,Female,F,2015,2015,1132248
Utah,49,Female,F,2016,2016,1159008
Utah,49,Female,F,2017,2017,1186909
Utah,49,Female,F,2018,2018,1213255
Utah,49,Female,F,2019,2019,1240072
Utah,49,Male,M,1990,1990,602059
Utah,49,Male,M,1991,1991,626701
Utah,49,Male,M,1992,1992,655162
Utah,49,Male,M,1993,1993,684140
Utah,49,Male,M,1994,1994,714754
Utah,49,Male,M,1995,1995,741173
Utah,49,Male,M,1996,1996,766209
Utah,49,Male,M,1997,1997,787251
Utah,49,Male,M,1998,1998,805019
Utah,49,Male,M,1999,1999,820580
Utah,49,Male,M,2000,2000,837833
Utah,49,Male,M,2001,2001,854098
Utah,49,Male,M,2002,2002,871455
Utah,49,Male,M,2003,2003,885527
Utah,49,Male,M,2004,2004,901229
Utah,49,Male,M,2005,2005,922446
Utah,49,Male,M,2006,2006,946861
Utah,49,Male,M,2007,2007,972297
Utah,49,Male,M,2008,2008,994081
Utah,49,Male,M,2009,2009,1015563
Utah,49,Male,M,2010,2010,1034710
Utah,49,Male,M,2011,2011,1051728
Utah,49,Male,M,2012,2012,1070504
Utah,49,Male,M,2013,2013,1090675
Utah,49,Male,M,2014,2014,1110174
Utah,49,Male,M,2015,2015,1132091
Utah,49,Male,M,2016,2016,1159972
Utah,49,Male,M,2017,2017,1189205
Utah,49,Male,M,2018,2018,1216456
Utah,49,Male,M,2019,2019,1244280
Vermont,50,Female,F,1990,1990,232675
Vermont,50,Female,F,1991,1991,233787
Vermont,50,Female,F,1992,1992,235184
Vermont,50,Female,F,1993,1993,237186
Vermont,50,Female,F,1994,1994,240017
Vermont,50,Female,F,1995,1995,242812
