Year (4-digit calendar year),"Geographic ID code (FIPS code, see specification below)",Type of beverage (see specification below),Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Gallons of ethanol per capita (14+),Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Gallons of ethanol per capita (21+),Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV,State_Region,Type of Beverage,Source
1970,1,1,3863000,1738350,2499000,6956,0.6956,9,2020000,8606,0.8606,9,.,.,.,Alabama,Spirits,unknown
1970,1,2,1412000,225920,2499000,904,0.0904,9,2020000,1118,0.1118,9,.,.,.,Alabama,Wine,unknown
1970,1,3,33098000,1489410,2499000,5960,0.596,10,2020000,7373,0.7373,10,.,.,.,Alabama,Beer,unknown
1970,1,4,.,3453680,2499000,13820,1.382,10,2020000,17097,1.7097,10,.,.,.,Alabama,All beverages,unknown
1970,2,1,945000,425250,205000,20744,2.0744,1,165000,25773,2.5773,1,.,.,.,Alaska,Spirits,unknown
1970,2,2,470000,75200,205000,3668,0.3668,2,165000,4558,0.4558,2,.,.,.,Alaska,Wine,unknown
1970,2,3,5372000,241740,205000,11792,1.1792,5,165000,14651,1.4651,5,.,.,.,Alaska,Beer,unknown
1970,2,4,.,742190,205000,36204,3.6204,1,165000,44981,4.4981,1,.,.,.,Alaska,All beverages,unknown
1970,4,1,2967000,1335150,1272000,10496,1.0496,5,1031000,12950,1.295,5,.,.,.,Arizona,Spirits,unknown
1970,4,2,2508000,401280,1272000,3155,0.3155,3,1031000,3892,0.3892,3,.,.,.,Arizona,Wine,unknown
1970,4,3,38604000,1737180,1272000,13657,1.3657,2,1031000,16849,1.6849,2,.,.,.,Arizona,Beer,unknown
1970,4,4,.,3473610,1272000,27308,2.7308,4,1031000,33692,3.3692,4,.,.,.,Arizona,All beverages,unknown
1970,5,1,1865000,839250,1422000,5902,0.5902,10,1169000,7179,0.7179,10,.,.,.,Arkansas,Spirits,unknown
1970,5,2,1193000,190880,1422000,1342,0.1342,7,1169000,1633,0.1633,8,.,.,.,Arkansas,Wine,unknown
1970,5,3,22378000,1007010,1422000,7082,0.7082,10,1169000,8614,0.8614,10,.,.,.,Arkansas,Beer,unknown
1970,5,4,.,2037140,1422000,14326,1.4326,10,1169000,17426,1.7426,10,.,.,.,Arkansas,All beverages,unknown
1970,6,1,45071000,20281950,14811000,13694,1.3694,3,12247000,16561,1.6561,3,.,.,.,California,Spirits,unknown
1970,6,2,58590000,9374400,14811000,6329,0.6329,1,12247000,7654,0.7654,1,.,.,.,California,Wine,unknown
1970,6,3,363645000,16364025,14811000,11049,1.1049,7,12247000,13362,1.3362,7,.,.,.,California,Beer,unknown
1970,6,4,.,46020375,14811000,31072,3.1072,2,12247000,37577,3.7577,2,.,.,.,California,All beverages,unknown
1970,8,1,4494000,2022300,1608000,12576,1.2576,3,1301000,15544,1.5544,3,.,.,.,Colorado,Spirits,unknown
1970,8,2,3132000,501120,1608000,3116,0.3116,3,1301000,3852,0.3852,3,.,.,.,Colorado,Wine,unknown
1970,8,3,42145000,1896525,1608000,11794,1.1794,5,1301000,14577,1.4577,5,.,.,.,Colorado,Beer,unknown
1970,8,4,.,4419945,1608000,27487,2.7487,4,1301000,33973,3.3973,3,.,.,.,Colorado,All beverages,unknown
1970,9,1,7277000,3274650,2238000,14632,1.4632,2,1868000,17530,1.753,2,.,.,.,Connecticut,Spirits,unknown
1970,9,2,4726000,756160,2238000,3379,0.3379,3,1868000,4048,0.4048,3,.,.,.,Connecticut,Wine,unknown
1970,9,3,49680000,2235600,2238000,9989,0.9989,8,1868000,11968,1.1968,8,.,.,.,Connecticut,Beer,unknown
1970,9,4,.,6266410,2238000,28000,2.8,4,1868000,33546,3.3546,4,.,.,.,Connecticut,All beverages,unknown
1970,10,1,1521000,684450,394000,17372,1.7372,1,322000,21256,2.1256,2,.,.,.,Delaware,Spirits,unknown
1970,10,2,528000,84480,394000,2144,0.2144,5,322000,2624,0.2624,5,.,.,.,Delaware,Wine,unknown
1970,10,3,10263000,461835,394000,11722,1.1722,6,322000,14343,1.4343,5,.,.,.,Delaware,Beer,unknown
1970,10,4,.,1230765,394000,31238,3.1238,2,322000,38223,3.8223,2,.,.,.,Delaware,All beverages,unknown
1970,11,1,5730000,2578500,581000,44380,4.438,1,486000,53056,5.3056,1,.,.,.,District of Columbia,Spirits,unknown
1970,11,2,2976000,476160,581000,8196,0.8196,1,486000,9798,0.9798,1,.,.,.,District of Columbia,Wine,unknown
1970,11,3,17887000,804915,581000,13854,1.3854,1,486000,16562,1.6562,2,.,.,.,District of Columbia,Beer,unknown
1970,11,4,.,3859575,581000,66430,6.643,1,486000,79415,7.9415,1,.,.,.,District of Columbia,All beverages,unknown
1970,12,1,17402000,7830900,5166000,15159,1.5159,2,4355000,17981,1.7981,2,.,.,.,Florida,Spirits,unknown
1970,12,2,9539000,1526240,5166000,2954,0.2954,4,4355000,3505,0.3505,4,.,.,.,Florida,Wine,unknown
1970,12,3,125228000,5635260,5166000,10908,1.0908,7,4355000,12940,1.294,7,.,.,.,Florida,Beer,unknown
1970,12,4,.,14992400,5166000,29021,2.9021,3,4355000,34426,3.4426,3,.,.,.,Florida,All beverages,unknown
1970,13,1,7511000,3379950,3312000,10205,1.0205,6,2684000,12593,1.2593,6,.,.,.,Georgia,Spirits,unknown
1970,13,2,2874000,459840,3312000,1388,0.1388,7,2684000,1713,0.1713,7,.,.,.,Georgia,Wine,unknown
1970,13,3,58089000,2614005,3312000,7893,0.7893,9,2684000,9739,0.9739,9,.,.,.,Georgia,Beer,unknown
1970,13,4,.,6453795,3312000,19486,1.9486,8,2684000,24045,2.4045,8,.,.,.,Georgia,All beverages,unknown
1970,15,1,1386000,623700,555000,11238,1.1238,4,450000,13860,1.386,4,.,.,.,Hawaii,Spirits,unknown
1970,15,2,867000,138720,555000,2499,0.2499,5,450000,3083,0.3083,4,.,.,.,Hawaii,Wine,unknown
1970,15,3,13640000,613800,555000,11059,1.1059,7,450000,13640,1.364,6,.,.,.,Hawaii,Beer,unknown
1970,15,4,.,1376220,555000,24797,2.4797,5,450000,30583,3.0583,5,.,.,.,Hawaii,All beverages,unknown
1970,16,1,853000,383850,513000,7482,0.7482,8,410000,9362,0.9362,8,.,.,.,Idaho,Spirits,unknown
1970,16,2,312000,49920,513000,973,0.0973,9,410000,1218,0.1218,9,.,.,.,Idaho,Wine,unknown
1970,16,3,13635000,613575,513000,11961,1.1961,5,410000,14965,1.4965,4,.,.,.,Idaho,Beer,unknown
1970,16,4,.,1047345,513000,20416,2.0416,7,410000,25545,2.5545,8,.,.,.,Idaho,All beverages,unknown
1970,17,1,24214000,10896300,8162000,13350,1.335,3,6755000,16131,1.6131,3,.,.,.,Illinois,Spirits,unknown
1970,17,2,13845000,2215200,8162000,2714,0.2714,4,6755000,3279,0.3279,4,.,.,.,Illinois,Wine,unknown
1970,17,3,220190000,9908550,8162000,12140,1.214,4,6755000,14668,1.4668,5,.,.,.,Illinois,Beer,unknown
1970,17,4,.,23020050,8162000,28204,2.8204,3,6755000,34079,3.4079,3,.,.,.,Illinois,All beverages,unknown
1970,18,1,5773000,2597850,3769000,6893,0.6893,9,3071000,8459,0.8459,9,.,.,.,Indiana,Spirits,unknown
1970,18,2,2807000,449120,3769000,1192,0.1192,8,3071000,1462,0.1462,8,.,.,.,Indiana,Wine,unknown
1970,18,3,84042000,3781890,3769000,10034,1.0034,8,3071000,12315,1.2315,8,.,.,.,Indiana,Beer,unknown
1970,18,4,.,6828860,3769000,18118,1.8118,9,3071000,22237,2.2237,9,.,.,.,Indiana,All beverages,unknown
1970,19,1,3153000,1418850,2076000,6835,0.6835,10,1699000,8351,0.8351,10,.,.,.,Iowa,Spirits,unknown
1970,19,2,780000,124800,2076000,601,0.0601,10,1699000,735,0.0735,10,.,.,.,Iowa,Wine,unknown
1970,19,3,50294000,2263230,2076000,10902,1.0902,7,1699000,13321,1.3321,7,.,.,.,Iowa,Beer,unknown
1970,19,4,.,3806880,2076000,18338,1.8338,8,1699000,22407,2.2407,8,.,.,.,Iowa,All beverages,unknown
1970,20,1,2410000,1084500,1678000,6463,0.6463,10,1373000,7899,0.7899,10,.,.,.,Kansas,Spirits,unknown
1970,20,2,963000,154080,1678000,918,0.0918,9,1373000,1122,0.1122,9,.,.,.,Kansas,Wine,unknown
1970,20,3,31852000,1433340,1678000,8542,0.8542,9,1373000,10439,1.0439,9,.,.,.,Kansas,Beer,unknown
1970,20,4,.,2671920,1678000,15923,1.5923,10,1373000,19460,1.946,10,.,.,.,Kansas,All beverages,unknown
1970,21,1,4420000,1989000,2363000,8417,0.8417,8,1918000,10370,1.037,8,.,.,.,Kentucky,Spirits,unknown
1970,21,2,1222000,195520,2363000,827,0.0827,10,1918000,1019,0.1019,10,.,.,.,Kentucky,Wine,unknown
1970,21,3,49079000,2208555,2363000,9346,0.9346,8,1918000,11515,1.1515,8,.,.,.,Kentucky,Beer,unknown
1970,21,4,.,4393075,2363000,18591,1.8591,8,1918000,22904,2.2904,8,.,.,.,Kentucky,All beverages,unknown
1970,22,1,5195000,2337750,2567000,9107,0.9107,7,2041000,11454,1.1454,7,.,.,.,Louisiana,Spirits,unknown
1970,22,2,4593000,734880,2567000,2863,0.2863,4,2041000,3601,0.3601,4,.,.,.,Louisiana,Wine,unknown
1970,22,3,68578000,3086010,2567000,12022,1.2022,4,2041000,15120,1.512,4,.,.,.,Louisiana,Beer,unknown
1970,22,4,.,6158640,2567000,23992,2.3992,6,2041000,30175,3.0175,6,.,.,.,Louisiana,All beverages,unknown
1970,23,1,1668000,750600,727000,10325,1.0325,5,597000,12573,1.2573,6,.,.,.,Maine,Spirits,unknown
1970,23,2,439000,70240,727000,966,0.0966,9,597000,1177,0.1177,9,.,.,.,Maine,Wine,unknown
1970,23,3,19981000,899145,727000,12368,1.2368,3,597000,15061,1.5061,4,.,.,.,Maine,Beer,unknown
1970,23,4,.,1719985,727000,23659,2.3659,6,597000,28810,2.881,6,.,.,.,Maine,All beverages,unknown
1970,24,1,8748000,3936600,2842000,13852,1.3852,2,2342000,16809,1.6809,2,.,.,.,Maryland,Spirits,unknown
1970,24,2,4502000,720320,2842000,2535,0.2535,4,2342000,3076,0.3076,5,.,.,.,Maryland,Wine,unknown
1970,24,3,82602000,3717090,2842000,13079,1.3079,2,2342000,15871,1.5871,2,.,.,.,Maryland,Beer,unknown
1970,24,4,.,8374010,2842000,29465,2.9465,2,2342000,35756,3.5756,2,.,.,.,Maryland,All beverages,unknown
1970,25,1,12732000,5729400,4229000,13548,1.3548,3,3507000,16337,1.6337,3,.,.,.,Massachusetts,Spirits,unknown
1970,25,2,7925000,1268000,4229000,2998,0.2998,4,3507000,3616,0.3616,4,.,.,.,Massachusetts,Wine,unknown
1970,25,3,107655000,4844475,4229000,11455,1.1455,6,3507000,13814,1.3814,6,.,.,.,Massachusetts,Beer,unknown
1970,25,4,.,11841875,4229000,28002,2.8002,3,3507000,33766,3.3766,4,.,.,.,Massachusetts,All beverages,unknown
1970,26,1,15056000,6775200,6359000,10655,1.0655,5,5146000,13166,1.3166,5,.,.,.,Michigan,Spirits,unknown
1970,26,2,9517000,1522720,6359000,2395,0.2395,5,5146000,2959,0.2959,5,.,.,.,Michigan,Wine,unknown
1970,26,3,193944000,8727480,6359000,13725,1.3725,2,5146000,16960,1.696,2,.,.,.,Michigan,Beer,unknown
1970,26,4,.,17025400,6359000,26774,2.6774,4,5146000,33085,3.3085,4,.,.,.,Michigan,All beverages,unknown
1970,27,1,7484000,3367800,2735000,12314,1.2314,4,2219000,15177,1.5177,4,.,.,.,Minnesota,Spirits,unknown
1970,27,2,2692000,430720,2735000,1575,0.1575,6,2219000,1941,0.1941,7,.,.,.,Minnesota,Wine,unknown
1970,27,3,69288000,3117960,2735000,11400,1.14,6,2219000,14051,1.4051,6,.,.,.,Minnesota,Beer,unknown
1970,27,4,.,6916480,2735000,25289,2.5289,5,2219000,31169,3.1169,5,.,.,.,Minnesota,All beverages,unknown
1970,28,1,2458000,1106100,1568000,7054,0.7054,9,1242000,8906,0.8906,9,.,.,.,Mississippi,Spirits,unknown
1970,28,2,797000,127520,1568000,813,0.0813,10,1242000,1027,0.1027,10,.,.,.,Mississippi,Wine,unknown
1970,28,3,28648000,1289160,1568000,8222,0.8222,9,1242000,10380,1.038,9,.,.,.,Mississippi,Beer,unknown
1970,28,4,.,2522780,1568000,16089,1.6089,9,1242000,20312,2.0312,9,.,.,.,Mississippi,All beverages,unknown
1970,29,1,7724000,3475800,3479000,9991,0.9991,6,2879000,12073,1.2073,7,.,.,.,Missouri,Spirits,unknown
1970,29,2,4228000,676480,3479000,1944,0.1944,6,2879000,2350,0.235,6,.,.,.,Missouri,Wine,unknown
1970,29,3,86940000,3912300,3479000,11245,1.1245,6,2879000,13589,1.3589,7,.,.,.,Missouri,Beer,unknown
1970,29,4,.,8064580,3479000,23181,2.3181,7,2879000,28012,2.8012,7,.,.,.,Missouri,All beverages,unknown
1970,30,1,1145000,515250,502000,10264,1.0264,6,405000,12722,1.2722,6,.,.,.,Montana,Spirits,unknown
1970,30,2,418000,66880,502000,1332,0.1332,8,405000,1651,0.1651,8,.,.,.,Montana,Wine,unknown
1970,30,3,17179000,773055,502000,15400,1.54,1,405000,19088,1.9088,1,.,.,.,Montana,Beer,unknown
1970,30,4,.,1355185,502000,26996,2.6996,4,405000,33461,3.3461,4,.,.,.,Montana,All beverages,unknown
1970,31,1,2463000,1108350,1093000,10140,1.014,6,894000,12398,1.2398,6,.,.,.,Nebraska,Spirits,unknown
1970,31,2,902000,144320,1093000,1320,0.132,8,894000,1614,0.1614,8,.,.,.,Nebraska,Wine,unknown
1970,31,3,31183000,1403235,1093000,12838,1.2838,3,894000,15696,1.5696,3,.,.,.,Nebraska,Beer,unknown
1970,31,4,.,2655905,1093000,24299,2.4299,6,894000,29708,2.9708,6,.,.,.,Nebraska,All beverages,unknown
1970,32,1,2499000,1124550,354000,31767,3.1767,1,297000,37864,3.7864,1,.,.,.,Nevada,Spirits,unknown
1970,32,2,1482000,237120,354000,6698,0.6698,1,297000,7984,0.7984,1,.,.,.,Nevada,Wine,unknown
1970,32,3,13620000,612900,354000,17314,1.7314,1,297000,20636,2.0636,1,.,.,.,Nevada,Beer,unknown
1970,32,4,.,1974570,354000,55779,5.5779,1,297000,66484,6.6484,1,.,.,.,Nevada,All beverages,unknown
1970,33,1,3371000,1516950,537000,28249,2.8249,1,443000,34243,3.4243,1,.,.,.,New Hampshire,Spirits,unknown
1970,33,2,1058000,169280,537000,3152,0.3152,3,443000,3821,0.3821,3,.,.,.,New Hampshire,Wine,unknown
1970,33,3,20079000,903555,537000,16826,1.6826,1,443000,20396,2.0396,1,.,.,.,New Hampshire,Beer,unknown
1970,33,4,.,2589785,537000,48227,4.8227,1,443000,58460,5.846,1,.,.,.,New Hampshire,All beverages,unknown
1970,34,1,16289000,7330050,5313000,13796,1.3796,3,4459000,16439,1.6439,3,.,.,.,New Jersey,Spirits,unknown
1970,34,2,12629000,2020640,5313000,3803,0.3803,2,4459000,4532,0.4532,3,.,.,.,New Jersey,Wine,unknown
1970,34,3,138322000,6224490,5313000,11716,1.1716,6,4459000,13959,1.3959,6,.,.,.,New Jersey,Beer,unknown
1970,34,4,.,15575180,5313000,29315,2.9315,3,4459000,34930,3.493,3,.,.,.,New Jersey,All beverages,unknown
1970,35,1,1530000,688500,701000,9822,0.9822,7,554000,12428,1.2428,6,.,.,.,New Mexico,Spirits,unknown
1970,35,2,1597000,255520,701000,3645,0.3645,3,554000,4612,0.4612,2,.,.,.,New Mexico,Wine,unknown
1970,35,3,18665000,839925,701000,11982,1.1982,4,554000,15161,1.5161,4,.,.,.,New Mexico,Beer,unknown
1970,35,4,.,1783945,701000,25449,2.5449,5,554000,32201,3.2201,5,.,.,.,New Mexico,All beverages,unknown
1970,36,1,43365000,19514250,13696000,14248,1.4248,2,11509000,16956,1.6956,2,.,.,.,New York,Spirits,unknown
1970,36,2,33994000,5439040,13696000,3971,0.3971,1,11509000,4726,0.4726,2,.,.,.,New York,Wine,unknown
1970,36,3,357617000,16092765,13696000,11750,1.175,5,11509000,13983,1.3983,6,.,.,.,New York,Beer,unknown
1970,36,4,.,41046055,13696000,29969,2.9969,2,11509000,35664,3.5664,2,.,.,.,New York,All beverages,unknown
1970,37,1,7584000,3412800,3734000,9140,0.914,7,3003000,11365,1.1365,7,.,.,.,North Carolina,Spirits,unknown
1970,37,2,3688000,590080,3734000,1580,0.158,6,3003000,1965,0.1965,6,.,.,.,North Carolina,Wine,unknown
1970,37,3,59386000,2672370,3734000,7157,0.7157,10,3003000,8899,0.8899,10,.,.,.,North Carolina,Beer,unknown
1970,37,4,.,6675250,3734000,17877,1.7877,9,3003000,22229,2.2229,9,.,.,.,North Carolina,All beverages,unknown
1970,38,1,1009000,454050,446000,10180,1.018,6,356000,12754,1.2754,5,.,.,.,North Dakota,Spirits,unknown
1970,38,2,299000,47840,446000,1073,0.1073,9,356000,1344,0.1344,9,.,.,.,North Dakota,Wine,unknown
1970,38,3,12038000,541710,446000,12146,1.2146,4,356000,15217,1.5217,3,.,.,.,North Dakota,Beer,unknown
1970,38,4,.,1043600,446000,23399,2.3399,6,356000,29315,2.9315,6,.,.,.,North Dakota,All beverages,unknown
1970,39,1,14046000,6320700,7764000,8141,0.8141,8,6355000,9946,0.9946,8,.,.,.,Ohio,Spirits,unknown
1970,39,2,9062000,1449920,7764000,1867,0.1867,6,6355000,2282,0.2282,6,.,.,.,Ohio,Wine,unknown
1970,39,3,209830000,9442350,7764000,12162,1.2162,4,6355000,14858,1.4858,4,.,.,.,Ohio,Beer,unknown
1970,39,4,.,17212970,7764000,22170,2.217,7,6355000,27086,2.7086,7,.,.,.,Ohio,All beverages,unknown
1970,40,1,3568000,1605600,1921000,8358,0.8358,8,1584000,10136,1.0136,8,.,.,.,Oklahoma,Spirits,unknown
1970,40,2,1749000,279840,1921000,1457,0.1457,7,1584000,1767,0.1767,7,.,.,.,Oklahoma,Wine,unknown
1970,40,3,33200000,1494000,1921000,7777,0.7777,10,1584000,9432,0.9432,10,.,.,.,Oklahoma,Beer,unknown
1970,40,4,.,3379440,1921000,17592,1.7592,9,1584000,21335,2.1335,9,.,.,.,Oklahoma,All beverages,unknown
1970,41,1,3135000,1410750,1564000,9020,0.902,7,1284000,10987,1.0987,7,.,.,.,Oregon,Spirits,unknown
1970,41,2,3841000,614560,1564000,3929,0.3929,1,1284000,4786,0.4786,1,.,.,.,Oregon,Wine,unknown
1970,41,3,40798000,1835910,1564000,11739,1.1739,6,1284000,14298,1.4298,6,.,.,.,Oregon,Beer,unknown
1970,41,4,.,3861220,1564000,24688,2.4688,6,1284000,30072,3.0072,6,.,.,.,Oregon,All beverages,unknown
1970,42,1,16188000,7284600,8846000,8235,0.8235,8,7357000,9902,0.9902,8,.,.,.,Pennsylvania,Spirits,unknown
1970,42,2,10675000,1708000,8846000,1931,0.1931,6,7357000,2322,0.2322,6,.,.,.,Pennsylvania,Wine,unknown
1970,42,3,248341000,11175345,8846000,12633,1.2633,3,7357000,15190,1.519,3,.,.,.,Pennsylvania,Beer,unknown
1970,42,4,.,20167945,8846000,22799,2.2799,7,7357000,27413,2.7413,7,.,.,.,Pennsylvania,All beverages,unknown
1970,44,1,1867000,840150,716000,11734,1.1734,4,592000,14192,1.4192,4,.,.,.,Rhode Island,Spirits,unknown
1970,44,2,1688000,270080,716000,3772,0.3772,2,592000,4562,0.4562,2,.,.,.,Rhode Island,Wine,unknown
1970,44,3,20360000,916200,716000,12796,1.2796,3,592000,15476,1.5476,3,.,.,.,Rhode Island,Beer,unknown
1970,44,4,.,2026430,716000,28302,2.8302,3,592000,34230,3.423,3,.,.,.,Rhode Island,All beverages,unknown
1970,45,1,4484000,2017800,1859000,10854,1.0854,5,1467000,13755,1.3755,5,.,.,.,South Carolina,Spirits,unknown
1970,45,2,1802000,288320,1859000,1551,0.1551,7,1467000,1965,0.1965,6,.,.,.,South Carolina,Wine,unknown
1970,45,3,32897000,1480365,1859000,7963,0.7963,9,1467000,10091,1.0091,9,.,.,.,South Carolina,Beer,unknown
1970,45,4,.,3786485,1859000,20368,2.0368,8,1467000,25811,2.5811,7,.,.,.,South Carolina,All beverages,unknown
1970,46,1,972000,437400,484000,9037,0.9037,7,387000,11302,1.1302,7,.,.,.,South Dakota,Spirits,unknown
1970,46,2,402000,64320,484000,1329,0.1329,8,387000,1662,0.1662,7,.,.,.,South Dakota,Wine,unknown
1970,46,3,9993000,449685,484000,9291,0.9291,8,387000,11620,1.162,8,.,.,.,South Dakota,Beer,unknown
1970,46,4,.,951405,484000,19657,1.9657,8,387000,24584,2.4584,8,.,.,.,South Dakota,All beverages,unknown
1970,47,1,3766000,1694700,2906000,5832,0.5832,10,2378000,7127,0.7127,10,.,.,.,Tennessee,Spirits,unknown
1970,47,2,1160000,185600,2906000,639,0.0639,10,2378000,780,0.078,10,.,.,.,Tennessee,Wine,unknown
1970,47,3,56240000,2530800,2906000,8709,0.8709,8,2378000,10643,1.0643,8,.,.,.,Tennessee,Beer,unknown
1970,47,4,.,4411100,2906000,15179,1.5179,10,2378000,18550,1.855,10,.,.,.,Tennessee,All beverages,unknown
1970,48,1,13282000,5976900,8100000,7379,0.7379,9,6567000,9101,0.9101,9,.,.,.,Texas,Spirits,unknown
1970,48,2,8770000,1403200,8100000,1732,0.1732,6,6567000,2137,0.2137,6,.,.,.,Texas,Wine,unknown
1970,48,3,236125000,10625625,8100000,13118,1.3118,2,6567000,16180,1.618,2,.,.,.,Texas,Beer,unknown
1970,48,4,.,18005725,8100000,22229,2.2229,7,6567000,27418,2.7418,7,.,.,.,Texas,All beverages,unknown
1970,49,1,927000,417150,731000,5707,0.5707,10,570000,7318,0.7318,10,.,.,.,Utah,Spirits,unknown
1970,49,2,559000,89440,731000,1224,0.1224,8,570000,1569,0.1569,8,.,.,.,Utah,Wine,unknown
1970,49,3,12215000,549675,731000,7519,0.7519,10,570000,9643,0.9643,10,.,.,.,Utah,Beer,unknown
1970,49,4,.,1056265,731000,14450,1.445,10,570000,18531,1.8531,10,.,.,.,Utah,All beverages,unknown
1970,50,1,1240000,558000,322000,17329,1.7329,2,261000,21379,2.1379,1,.,.,.,Vermont,Spirits,unknown
1970,50,2,778000,124480,322000,3866,0.3866,2,261000,4769,0.4769,2,.,.,.,Vermont,Wine,unknown
1970,50,3,9906000,445770,322000,13844,1.3844,2,261000,17079,1.7079,1,.,.,.,Vermont,Beer,unknown
1970,50,4,.,1128250,322000,35039,3.5039,1,261000,43228,4.3228,1,.,.,.,Vermont,All beverages,unknown
1970,51,1,7717000,3472650,3418000,10160,1.016,6,2790000,12447,1.2447,6,.,.,.,Virginia,Spirits,unknown
1970,51,2,4373000,699680,3418000,2047,0.2047,5,2790000,2508,0.2508,5,.,.,.,Virginia,Wine,unknown
1970,51,3,84553000,3804885,3418000,11132,1.1132,7,2790000,13638,1.3638,7,.,.,.,Virginia,Beer,unknown
1970,51,4,.,7977215,3418000,23339,2.3339,6,2790000,28592,2.8592,6,.,.,.,Virginia,All beverages,unknown
1970,53,1,6024000,2710800,2520000,10757,1.0757,5,2057000,13178,1.3178,5,.,.,.,Washington,Spirits,unknown
1970,53,2,6148000,983680,2520000,3903,0.3903,2,2057000,4782,0.4782,1,.,.,.,Washington,Wine,unknown
1970,53,3,66838000,3007710,2520000,11935,1.1935,5,2057000,14622,1.4622,5,.,.,.,Washington,Beer,unknown
1970,53,4,.,6702190,2520000,26596,2.6596,5,2057000,32582,3.2582,5,.,.,.,Washington,All beverages,unknown
1970,54,1,1996000,898200,1306000,6877,0.6877,9,1069000,8402,0.8402,9,.,.,.,West Virginia,Spirits,unknown
1970,54,2,722000,115520,1306000,885,0.0885,10,1069000,1081,0.1081,10,.,.,.,West Virginia,Wine,unknown
1970,54,3,25117000,1130265,1306000,8654,0.8654,9,1069000,10573,1.0573,9,.,.,.,West Virginia,Beer,unknown
1970,54,4,.,2143985,1306000,16416,1.6416,9,1069000,20056,2.0056,9,.,.,.,West Virginia,All beverages,unknown
1970,55,1,8867000,3990150,3192000,12500,1.25,4,2592000,15394,1.5394,4,.,.,.,Wisconsin,Spirits,unknown
1970,55,2,4332000,693120,3192000,2171,0.2171,5,2592000,2674,0.2674,5,.,.,.,Wisconsin,Wine,unknown
1970,55,3,121486000,5466870,3192000,17127,1.7127,1,2592000,21091,2.1091,1,.,.,.,Wisconsin,Beer,unknown
1970,55,4,.,10150140,3192000,31799,3.1799,2,2592000,39159,3.9159,2,.,.,.,Wisconsin,All beverages,unknown
1970,56,1,616000,277200,241000,11502,1.1502,4,195000,14215,1.4215,4,.,.,.,Wyoming,Spirits,unknown
1970,56,2,236000,37760,241000,1567,0.1567,7,195000,1936,0.1936,7,.,.,.,Wyoming,Wine,unknown
1970,56,3,6867000,309015,241000,12822,1.2822,3,195000,15847,1.5847,3,.,.,.,Wyoming,Beer,unknown
1970,56,4,.,623975,241000,25891,2.5891,5,195000,31999,3.1999,5,.,.,.,Wyoming,All beverages,unknown
1970,91,1,103997000,46798650,36624000,12778,1.2778,.,30593000,15297,1.5297,.,.,.,.,Northeast Region,Spirits,unknown
1970,91,2,73912000,11825920,36624000,3229,0.3229,.,30593000,3866,0.3866,.,.,.,.,Northeast Region,Wine,unknown
1970,91,3,971941000,43737345,36624000,11942,1.1942,.,30593000,14297,1.4297,.,.,.,.,Northeast Region,Beer,unknown
1970,91,4,.,102361915,36624000,27949,2.7949,.,30593000,33459,3.3459,.,.,.,.,Northeast Region,All beverages,unknown
1970,92,1,93171000,41926950,41237000,10167,1.0167,.,33726000,12432,1.2432,.,.,.,.,Midwest Region,Spirits,unknown
1970,92,2,49829000,7972640,41237000,1933,0.1933,.,33726000,2364,0.2364,.,.,.,.,Midwest Region,Wine,unknown
1970,92,3,1121080000,50448600,41237000,12234,1.2234,.,33726000,14958,1.4958,.,.,.,.,Midwest Region,Beer,unknown
1970,92,4,.,100348190,41237000,24335,2.4335,.,33726000,29754,2.9754,.,.,.,.,Midwest Region,All beverages,unknown
1970,93,1,101110000,45499500,45958000,9900,0.99,.,37437000,12154,1.2154,.,.,.,.,South Region,Spirits,unknown
1970,93,2,51900000,8304000,45958000,1807,0.1807,.,37437000,2218,0.2218,.,.,.,.,South Region,Wine,unknown
1970,93,3,1023368000,46051560,45958000,10020,1.002,.,37437000,12301,1.2301,.,.,.,.,South Region,Beer,unknown
1970,93,4,.,99855060,45958000,21727,2.1727,.,37437000,26673,2.6673,.,.,.,.,South Region,All beverages,unknown
1970,94,1,71592000,32216400,25577000,12596,1.2596,.,20966000,15366,1.5366,.,.,.,.,West Region,Spirits,unknown
1970,94,2,80160000,12825600,25577000,5015,0.5015,.,20966000,6117,0.6117,.,.,.,.,West Region,Wine,unknown
1970,94,3,653223000,29395035,25577000,11493,1.1493,.,20966000,14020,1.402,.,.,.,.,West Region,Beer,unknown
1970,94,4,.,74437035,25577000,29103,2.9103,.,20966000,35504,3.5504,.,.,.,.,West Region,All beverages,unknown
1970,99,1,369870000,166441500,149396000,11141,1.1141,.,122722000,13562,1.3562,.,.,.,.,United States,Spirits,unknown
1970,99,2,255801000,40928160,149396000,2740,0.274,.,122722000,3335,0.3335,.,.,.,.,United States,Wine,unknown
1970,99,3,3769612000,169632540,149396000,11355,1.1355,.,122722000,13823,1.3823,.,.,.,.,United States,Beer,unknown
1970,99,4,.,377002200,149396000,25235,2.5235,.,122722000,30720,3.072,.,.,.,.,United States,All beverages,unknown
