Year,State_Region,Type of Beverage,Gallons of beverage,Gallons of ethanol,Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older
1994,Iowa,All beverages,70.382702,4.223048,2.293165,18416,2.002056,21094
1994,Kansas,All beverages,55.215321,3.529337,2.038753,17311,1.779872,19829
1994,Kentucky,All beverages,80.819432,5.363715,3.09987,17303,2.697672,19883
1994,Louisiana,All beverages,120.51468700000001,8.078902,3.383037,23881,2.902437,27835
1994,Maine,All beverages,29.154155000000003,2.17642,1.000608,21751,0.883156,24644
1994,Maryland,All beverages,113.249116,8.591699,3.995824,21502,3.564425,24104
1994,Massachusetts,All beverages,151.63773799999998,11.762612,4.9452,23786,4.438784,26500
1994,Michigan,All beverages,231.921068,16.015028,7.611986,21039,6.666318,24024
1994,Minnesota,All beverages,117.072515,8.554538,3.639278,23506,3.193138,26790
1994,Mississippi,All beverages,64.577825,4.205537,2.104546,19983,1.792829,23458
1994,Missouri,All beverages,141.597633,9.401345,4.251382,22114,3.73199,25191
1994,Montana,All beverages,26.149839999999998,1.706565,0.679547,25113,0.587492,29048
1994,Nebraska,All beverages,43.647949,2.776616,1.295419,21434,1.12705,24636
1994,Nevada,All beverages,60.980218,4.791695,1.196453,40049,1.071176,44733
1994,New Hampshire,All beverages,42.787269,3.744864,0.907012,41288,0.805989,46463
1994,New Jersey,All beverages,183.851705,14.643579,6.455189,22685,5.760893,25419
1994,New Mexico,All beverages,45.726130999999995,2.904714,1.292978,22465,1.111428,26135
1994,New York,All beverages,385.57347300000004,28.623257,14.820194,19314,13.146219,21773
1994,North Carolina,All beverages,164.516018,11.017759,5.814864,18948,5.136031,21452
1994,North Dakota,All beverages,17.372821,1.189098,0.512473,23203,0.443329,26822
1994,Ohio,All beverages,278.464153,16.45404,8.912086,18463,7.823111,21033
1994,Oklahoma,All beverages,72.22954100000001,4.628751,2.600777,17798,2.259635,20485
1994,Oregon,All beverages,79.18253,5.544856,2.506304,22124,2.20612,25134
1994,Pennsylvania,All beverages,306.30646,19.032253,9.869894,19283,8.766474,21710
1994,Rhode Island,All beverages,26.322216,1.874107,0.826,22689,0.736886,25433
1994,South Carolina,All beverages,99.785337,6.759088,2.951896,22897,2.570129,26299
1994,South Dakota,All beverages,19.088564,1.275166,0.57024,22362,0.490573,25993
1994,Tennessee,All beverages,121.34397,7.859826,4.216696,18640,3.702477,21229
1994,Texas,All beverages,550.4404460000001,33.163876,14.362267,23091,12.416638,26709
1994,Utah,All beverages,26.922542,1.791835,1.448738,12368,1.178198,15208
1994,Vermont,All beverages,16.173936,1.163493,0.465423,24999,0.410144,28368
1994,Virginia,All beverages,159.604733,10.545223,5.307673,19868,4.699657,22438
1994,Washington,All beverages,131.736728,9.497964,4.264612,22272,3.758246,25272
1994,West Virginia,All beverages,41.400352000000005,2.466113,1.502511,16413,1.308246,18851
1994,Wisconsin,All beverages,160.071034,11.111572,4.08708,27187,3.575618,31076
1994,Wyoming,All beverages,13.173589,0.914764,0.375768,24344,0.320465,28545
1995,Alabama,All beverages,95.67549600000001,6.28271,3.446014,18232,2.994828,20979
1995,Alaska,All beverages,17.264838,1.307424,0.456883,28616,0.395014,33098
1995,Arizona,All beverages,128.013416,8.534279,3.504095,24355,3.076472,27740
1995,Arkansas,All beverages,52.037155999999996,3.400955,2.024437,16800,1.755712,19371
1995,California,All beverages,749.3455690000001,54.86032,24.521202,22373,21.556851,25449
1995,Colorado,All beverages,104.978876,7.533973,3.052882,24678,2.690652,28001
1995,Connecticut,All beverages,71.697076,5.898029,2.678299,22022,2.400044,24575
1995,Delaware,All beverages,20.117385,1.538295,0.586536,26227,0.51915,29631
1995,District of Columbia,All beverages,20.588489,1.817932,0.480442,37839,0.435046,41787
1995,Florida,All beverages,409.65076799999997,29.749978,11.876782,25049,10.665982,27892
1995,Georgia,All beverages,175.327123,12.308132,5.805614,21200,5.066472,24293
1995,Hawaii,All beverages,33.573432,2.204433,0.951332,23172,0.838859,26279
1995,Idaho,All beverages,27.224860999999997,1.839961,0.913178,20149,0.769989,23896
1995,Illinois,All beverages,316.020328,21.875768,9.537834,22936,8.368205,26142
1995,Indiana,All beverages,132.462959,9.009806,4.689494,19213,4.083157,22066
1995,Iowa,All beverages,69.209794,4.174258,2.31503,18031,2.014744,20719
1995,Kansas,All beverages,52.245391000000005,3.420062,2.063093,16577,1.795697,19046
1995,Kentucky,All beverages,80.716459,5.374755,3.136981,17134,2.729718,19690
1995,Louisiana,All beverages,126.245495,8.395438,3.418709,24557,2.92588,28694
1995,Maine,All beverages,29.321051,2.129783,1.004602,21200,0.886543,24023
1995,Maryland,All beverages,111.431804,8.419959,4.030876,20889,3.589462,23457
1995,Massachusetts,All beverages,151.161595,11.701879,4.981425,23491,4.46559,26205
1995,Michigan,All beverages,229.298461,15.83044,7.679955,20613,6.719806,23558
1995,Minnesota,All beverages,120.897847,8.770735,3.692009,23756,3.229582,27157
1995,Mississippi,All beverages,70.081192,4.459646,2.137625,20863,1.819337,24512
1995,Missouri,All beverages,138.581045,9.186043,4.299763,21364,3.765089,24398
1995,Montana,All beverages,26.151873000000002,1.774056,0.69676,25462,0.601826,29478
1995,Nebraska,All beverages,43.059585,2.764953,1.31469,21031,1.140907,24235
1995,Nevada,All beverages,62.485626999999994,4.856928,1.263958,38426,1.130765,42953
1995,New Hampshire,All beverages,43.079419,3.703414,0.921543,40187,0.817409,45307
1995,New Jersey,All beverages,187.13486699999999,14.833869,6.50096,22818,5.800836,25572
1995,New Mexico,All beverages,50.52117,3.19019,1.32797,24023,1.140008,27984
1995,New York,All beverages,395.324698,28.975352,14.852385,19509,13.156818,22023
1995,North Carolina,All beverages,165.957558,11.088069,5.944579,18652,5.251469,21114
1995,North Dakota,All beverages,17.18719,1.181733,0.517421,22839,0.446098,26490
1995,Ohio,All beverages,278.803836,16.980689,8.968629,18933,7.863716,21594
1995,Oklahoma,All beverages,69.462075,4.358224,2.62743,16587,2.277579,19135
1995,Oregon,All beverages,81.20960199999999,5.712799,2.562195,22297,2.250339,25386
1995,Pennsylvania,All beverages,300.583663,18.597786,9.903602,18779,8.783567,21173
1995,Rhode Island,All beverages,25.410469000000003,1.809825,0.826563,21896,0.735333,24612
1995,South Carolina,All beverages,97.796848,6.578902,2.99252,21984,2.605124,25254
1995,South Dakota,All beverages,18.946427,1.277722,0.579382,22053,0.496841,25717
1995,Tennessee,All beverages,121.923595,7.860103,4.298164,18287,3.773192,20831
1995,Texas,All beverages,555.777788,33.383975,14.706475,22700,12.697976,26291
1995,Utah,All beverages,26.3089,1.791803,1.500423,11942,1.21644,14730
1995,Vermont,All beverages,15.63119,1.10756,0.470999,23515,0.413946,26756
1995,Virginia,All beverages,156.23168399999997,10.449482,5.373484,19446,4.754854,21976
1995,Washington,All beverages,133.755448,9.593979,4.362242,21993,3.836037,25010
1995,West Virginia,All beverages,39.88379,2.383895,1.505545,15834,1.311179,18181
1995,Wisconsin,All beverages,166.830414,11.325221,4.143137,27335,3.616456,31316
1995,Wyoming,All beverages,12.577845,0.877199,0.382478,22935,0.325637,26938
1996,Alabama,All beverages,100.077191,6.548072,3.48063,18813,3.026625,21635
1996,Alaska,All beverages,15.902463999999998,1.216269,0.462352,26306,0.398712,30505
1996,Arizona,All beverages,138.283026,9.350148,3.629828,25759,3.18206,29384
1996,Arkansas,All beverages,53.587039000000004,3.538534,2.054423,17224,1.781135,19867
1996,California,All beverages,757.4267930000001,56.31316,24.76147,22742,21.705127,25945
1996,Colorado,All beverages,110.452884,8.066539,3.136418,25719,2.759302,29234
1996,Connecticut,All beverages,68.643842,5.624757,2.690966,20902,2.408919,23350
1996,Delaware,All beverages,21.903706,1.659719,0.596838,27809,0.527071,31489
1996,District of Columbia,All beverages,18.950387,1.740541,0.47448,36683,0.428274,40641
1996,Florida,All beverages,426.726604,30.869042,12.156772,25392,10.904095,28310
1996,Georgia,All beverages,185.01468500000001,12.987419,5.948706,21832,5.187446,25036
1996,Hawaii,All beverages,33.913018,2.24585,0.959161,23415,0.845249,26570
1996,Idaho,All beverages,26.981685000000002,1.834981,0.93678,19588,0.789302,23248
1996,Illinois,All beverages,313.456007,22.095984,9.610454,22992,8.415458,26256
1996,Indiana,All beverages,129.104944,8.831315,4.73966,18633,4.122929,21420
1996,Iowa,All beverages,70.995499,4.300967,2.328784,18469,2.021631,21275
1996,Kansas,All beverages,52.367493,3.434841,2.079485,16518,1.804707,19033
1996,Kentucky,All beverages,84.12520699999999,5.562859,3.167788,17561,2.757418,20174
1996,Louisiana,All beverages,128.398865,8.485636,3.449317,24601,2.947774,28787
1996,Maine,All beverages,31.421111,2.245202,1.012916,22166,0.893261,25135
1996,Maryland,All beverages,111.23657499999999,8.464801,4.077018,20762,3.625287,23349
1996,Massachusetts,All beverages,151.153392,11.785043,5.01339,23507,4.485167,26276
1996,Michigan,All beverages,235.194709,16.21918,7.760126,20901,6.784537,23906
1996,Minnesota,All beverages,117.328266,8.677592,3.747855,23153,3.26965,26540
1996,Mississippi,All beverages,73.357812,4.629973,2.163633,21399,1.840953,25150
1996,Missouri,All beverages,139.740246,9.112796,4.34703,20963,3.79859,23990
1996,Montana,All beverages,26.980214,1.737566,0.709117,24503,0.612045,28390
1996,Nebraska,All beverages,43.736485,2.806246,1.332165,21065,1.153625,24325
1996,Nevada,All beverages,67.046891,5.179877,1.331857,38892,1.189481,43547
1996,New Hampshire,All beverages,45.151638,3.857535,0.939086,41078,0.831452,46395
1996,New Jersey,All beverages,180.4717,14.437233,6.555011,22025,5.848511,24685
1996,New Mexico,All beverages,51.335499000000006,3.239318,1.360219,23815,1.166789,27763
1996,New York,All beverages,363.952614,27.486801,14.912073,18433,13.193202,20834
1996,North Carolina,All beverages,182.91760000000002,12.019504,6.073051,19792,5.364332,22406
1996,North Dakota,All beverages,17.761187,1.200852,0.522809,22969,0.449416,26720
1996,Ohio,All beverages,294.17565,17.736143,9.016735,19670,7.897312,22458
1996,Oklahoma,All beverages,70.21265199999999,4.429797,2.662021,16641,2.304019,19226
1996,Oregon,All beverages,84.121941,5.949079,2.62097,22698,2.299027,25877
1996,Pennsylvania,All beverages,302.65810899999997,18.724512,9.942124,18834,8.804292,21267
1996,Rhode Island,All beverages,25.449776,1.860061,0.831421,22372,0.737464,25222
1996,South Carolina,All beverages,103.248527,6.971665,3.033021,22986,2.638911,26419
1996,South Dakota,All beverages,18.967035,1.260028,0.586772,21474,0.502369,25082
1996,Tennessee,All beverages,121.248624,7.895312,4.379117,18029,3.844321,20538
1996,Texas,All beverages,564.932366,33.90168,15.009358,22587,12.936813,26206
1996,Utah,All beverages,27.998212000000002,1.902423,1.549972,12274,1.255101,15158
1996,Vermont,All beverages,16.61557,1.152449,0.476832,24169,0.418022,27569
1996,Virginia,All beverages,155.056006,10.402367,5.447984,19094,4.816397,21598
1996,Washington,All beverages,128.50415999999998,9.435918,4.443655,21235,3.898906,24201
1996,West Virginia,All beverages,39.974711,2.389398,1.508742,15837,1.31619,18154
1996,Wisconsin,All beverages,159.320229,11.105041,4.195202,26471,3.65507,30383
1996,Wyoming,All beverages,12.913457000000001,0.901527,0.387279,23278,0.329384,27370
1997,Alabama,All beverages,97.689008,6.391892,3.508516,18218,3.050164,20956
1997,Alaska,All beverages,15.878067999999999,1.191024,0.465824,25568,0.39993,29781
1997,Arizona,All beverages,136.549328,9.17672,3.765989,24367,3.299146,27815
1997,Arkansas,All beverages,54.28547,3.564712,2.082482,17118,1.805851,19740
1997,California,All beverages,777.451239,57.394796,25.224977,22753,22.064979,26012
1997,Colorado,All beverages,108.851561,7.994714,3.218038,24843,2.824036,28310
1997,Connecticut,All beverages,72.03613200000001,5.864172,2.703352,21692,2.416444,24268
1997,Delaware,All beverages,22.046608,1.704787,0.605832,28140,0.533629,31947
1997,District of Columbia,All beverages,19.649837,1.804566,0.471167,38300,0.423252,42636
1997,Florida,All beverages,435.314418,31.501945,12.448565,25306,11.145022,28265
1997,Georgia,All beverages,183.84596100000002,13.007037,6.102303,21315,5.315244,24471
1997,Hawaii,All beverages,34.027865,2.261767,0.969978,23318,0.854376,26473
1997,Idaho,All beverages,27.324823,1.873296,0.959466,19524,0.808437,23172
1997,Illinois,All beverages,312.443848,21.890302,9.676973,22621,8.458455,25880
1997,Indiana,All beverages,128.65412,8.842699,4.772352,18529,4.144495,21336
1997,Iowa,All beverages,71.21156,4.32704,2.340661,18486,2.027712,21340
1997,Kansas,All beverages,54.438948999999994,3.501698,2.096832,16700,1.813828,19306
1997,Kentucky,All beverages,82.77390600000001,5.492952,3.187213,17234,2.773005,19809
1997,Louisiana,All beverages,128.568949,8.492085,3.479249,24408,2.970225,28591
1997,Maine,All beverages,30.660139,2.211063,1.022014,21634,0.900865,24544
1997,Maryland,All beverages,115.32786999999999,8.66182,4.114062,21054,3.648426,23741
1997,Massachusetts,All beverages,156.099174,12.074688,5.056357,23880,4.512651,26757
1997,Michigan,All beverages,232.53903499999998,16.168626,7.803376,20720,6.813675,23730
1997,Minnesota,All beverages,116.690201,8.766716,3.794309,23105,3.300425,26562
1997,Mississippi,All beverages,72.346739,4.56785,2.188861,20869,1.861689,24536
1997,Missouri,All beverages,141.173,9.425847,4.391762,21463,3.829612,24613
1997,Montana,All beverages,25.085192000000003,1.660583,0.715819,23198,0.617411,26896
1997,Nebraska,All beverages,44.012824,2.815363,1.344035,20947,1.161021,24249
1997,Nevada,All beverages,68.475708,5.245161,1.411146,37170,1.257631,41707
1997,New Hampshire,All beverages,45.715391999999994,3.854635,0.953106,40443,0.841426,45811
1997,New Jersey,All beverages,181.54254899999998,14.51029,6.616683,21930,5.901853,24586
1997,New Mexico,All beverages,50.925121,3.22037,1.379692,23341,1.18135,27260
1997,New York,All beverages,350.570522,26.824652,14.987339,17898,13.242642,20256
1997,North Carolina,All beverages,186.97457,12.182566,6.197592,19657,5.46833,22278
1997,North Dakota,All beverages,17.81665,1.20576,0.524539,22987,0.449566,26821
1997,Ohio,All beverages,279.755736,17.138118,9.043629,18950,7.909496,21668
1997,Oklahoma,All beverages,70.92695499999999,4.435472,2.693173,16469,2.32629,19067
1997,Oregon,All beverages,83.803482,5.974614,2.668755,22387,2.337674,25558
1997,Pennsylvania,All beverages,317.498039,19.381774,9.954358,19471,8.795939,22035
1997,Rhode Island,All beverages,26.729095,1.917767,0.835327,22958,0.737826,25992
1997,South Carolina,All beverages,111.86990399999999,7.394591,3.086282,23960,2.683199,27559
1997,South Dakota,All beverages,19.035836,1.269703,0.589367,21544,0.503332,25226
1997,Tennessee,All beverages,123.876032,7.994592,4.451574,17959,3.90668,20464
1997,Texas,All beverages,571.471902,34.081757,15.344722,22211,13.203751,25812
1997,Utah,All beverages,29.550826999999998,2.015522,1.591019,12668,1.288563,15642
1997,Vermont,All beverages,16.307373,1.146121,0.482551,23751,0.42205,27156
1997,Virginia,All beverages,154.989899,10.394416,5.515097,18847,4.867733,21354
1997,Washington,All beverages,132.08083,9.730374,4.535707,21453,3.970503,24507
1997,West Virginia,All beverages,39.984437,2.388635,1.507464,15845,1.317255,18133
1997,Wisconsin,All beverages,165.237326,11.477043,4.231035,27126,3.677831,31206
1997,Wyoming,All beverages,13.562276,0.935103,0.390305,23958,0.331634,28197
1998,Alabama,All beverages,100.855155,6.556184,3.545041,18494,3.087451,21235
1998,Alaska,All beverages,16.962178,1.274677,0.470014,27120,0.402242,31689
1998,Arizona,All beverages,140.271839,9.479464,3.871505,24485,3.387087,27987
1998,Arkansas,All beverages,56.106981999999995,3.640628,2.102883,17313,1.825554,19943
1998,California,All beverages,768.797231,56.722473,25.721935,22052,22.474622,25238
1998,Colorado,All beverages,113.300949,8.339241,3.292917,25325,2.885132,28904
1998,Connecticut,All beverages,73.123661,5.985446,2.7117,22073,2.420093,24732
1998,Delaware,All beverages,23.037026,1.791751,0.615485,29111,0.541172,33109
1998,District of Columbia,All beverages,19.1329,1.764963,0.473123,37305,0.42377,41649
1998,Florida,All beverages,438.065473,31.788357,12.710839,25009,11.36829,27962
1998,Georgia,All beverages,191.052819,13.429915,6.239207,21525,5.433862,24715
1998,Hawaii,All beverages,32.67421,2.171932,0.977957,22209,0.862513,25181
1998,Idaho,All beverages,28.827419,1.950253,0.978427,19933,0.826495,23597
1998,Illinois,All beverages,317.149567,21.968372,9.756032,22518,8.526542,25765
1998,Indiana,All beverages,135.706062,9.191148,4.800496,19146,4.168716,22048
1998,Iowa,All beverages,73.33418499999999,4.456618,2.350184,18963,2.034807,21902
1998,Kansas,All beverages,55.862387999999996,3.715817,2.116668,17555,1.828074,20326
1998,Kentucky,All beverages,84.538745,5.592488,3.219751,17369,2.808405,19913
1998,Louisiana,All beverages,126.95723600000001,8.421229,3.501832,24048,2.991155,28154
1998,Maine,All beverages,30.41543,2.224795,1.027524,21652,0.905336,24574
1998,Maryland,All beverages,113.75992000000001,8.632923,4.149443,20805,3.672629,23506
1998,Massachusetts,All beverages,158.32816,12.17597,5.093375,23906,4.535316,26847
1998,Michigan,All beverages,235.424451,16.491874,7.834655,21050,6.839755,24112
1998,Minnesota,All beverages,114.453299,8.698086,3.835104,22680,3.330391,26117
1998,Mississippi,All beverages,73.41212900000001,4.605142,2.21455,20795,1.887237,24402
1998,Missouri,All beverages,144.897233,9.651595,4.422966,21822,3.853922,25044
1998,Montana,All beverages,27.091805,1.75976,0.719116,24471,0.62055,28358
1998,Nebraska,All beverages,45.705481,2.922327,1.352335,21609,1.167066,25040
1998,Nevada,All beverages,70.30612,5.353294,1.47905,36194,1.316215,40672
1998,New Hampshire,All beverages,46.059163,3.855992,0.966686,39889,0.851579,45280
1998,New Jersey,All beverages,180.49820599999998,14.335898,6.672364,21485,5.953414,24080
1998,New Mexico,All beverages,50.927943,3.23536,1.400016,23109,1.199744,26967
1998,New York,All beverages,381.353088,27.748556,15.103822,18372,13.344907,20793
1998,North Carolina,All beverages,189.01388,12.285648,6.318632,19444,5.576817,22030
1998,North Dakota,All beverages,18.425355,1.229787,0.524042,23467,0.448626,27412
1998,Ohio,All beverages,286.493447,17.623199,9.072868,19424,7.934738,22210
1998,Oklahoma,All beverages,73.09604300000001,4.558612,2.721042,16753,2.349495,19403
1998,Oregon,All beverages,85.627269,6.094975,2.709242,22497,2.373536,25679
1998,Pennsylvania,All beverages,293.697263,18.404716,9.973836,18453,8.804101,20905
1998,Rhode Island,All beverages,25.687759,1.886339,0.841628,22413,0.741427,25442
1998,South Carolina,All beverages,111.154177,7.445906,3.139765,23715,2.732447,27250
1998,South Dakota,All beverages,20.109619000000002,1.317151,0.591932,22252,0.505409,26061
1998,Tennessee,All beverages,130.135841,8.286252,4.508981,18377,3.960382,20923
1998,Texas,All beverages,572.39319,34.673808,15.674371,22121,13.479671,25723
1998,Utah,All beverages,30.815257,2.062425,1.625086,12691,1.322052,15600
1998,Vermont,All beverages,16.646912,1.165051,0.487405,23903,0.425719,27367
1998,Virginia,All beverages,164.64414,10.8575,5.567466,19502,4.909775,22114
1998,Washington,All beverages,135.89719300000002,9.891464,4.614319,21436,4.035258,24513
1998,West Virginia,All beverages,41.839752000000004,2.46357,1.50518,16367,1.319816,18666
1998,Wisconsin,All beverages,167.35412300000002,11.657884,4.259308,27370,3.699024,31516
1998,Wyoming,All beverages,13.29683,0.926173,0.392817,23578,0.334116,27720
1999,Alabama,All beverages,102.970955,6.656307,3.566139,18665,3.10912,21409
1999,Alaska,All beverages,17.340308,1.304506,0.476953,27351,0.407814,31988
1999,Arizona,All beverages,147.39497699999998,9.97084,3.974646,25086,3.470868,28727
1999,Arkansas,All beverages,56.406116,3.724712,2.128784,17497,1.850964,20123
1999,California,All beverages,790.164602,58.318694,26.226841,22236,22.870203,25500
1999,Colorado,All beverages,116.160724,8.304535,3.384222,24539,2.961889,28038
1999,Connecticut,All beverages,72.55619,5.952938,2.727622,21825,2.429195,24506
1999,Delaware,All beverages,23.251323999999997,1.811709,0.624846,28994,0.548105,33054
1999,District of Columbia,All beverages,19.079889,1.68155,0.477555,35212,0.425205,39547
1999,Florida,All beverages,448.39448500000003,32.790159,12.952441,25316,11.565876,28351
1999,Georgia,All beverages,197.543701,13.923202,6.37806,21830,5.552246,25077
1999,Hawaii,All beverages,32.717767,2.211888,0.977326,22632,0.862504,25645
1999,Idaho,All beverages,30.677922000000002,2.280598,0.99716,22871,0.844617,27002
1999,Illinois,All beverages,321.657374,22.336808,9.831397,22720,8.586652,26013
1999,Indiana,All beverages,138.594773,9.371123,4.832674,19391,4.196184,22332
1999,Iowa,All beverages,75.380247,4.60132,2.361369,19486,2.044081,22510
1999,Kansas,All beverages,58.52696400000001,3.863046,2.132165,18118,1.83925,21003
1999,Kentucky,All beverages,85.024556,5.667137,3.250704,17434,2.841428,19945
1999,Louisiana,All beverages,131.514697,8.623103,3.526497,24452,3.014135,28609
1999,Maine,All beverages,31.364154,2.290275,1.038145,22061,0.915063,25029
1999,Maryland,All beverages,114.61155000000001,8.740475,4.196195,20830,3.707237,23577
1999,Massachusetts,All beverages,154.863056,12.290457,5.141463,23905,4.567257,26910
1999,Michigan,All beverages,237.58774499999998,16.633141,7.882097,21102,6.878095,24183
1999,Minnesota,All beverages,122.871069,9.188604,3.891563,23612,3.375868,27218
1999,Mississippi,All beverages,75.926905,4.780451,2.234522,21394,1.907098,25067
1999,Missouri,All beverages,148.530669,9.962118,4.464137,22316,3.88913,25615
1999,Montana,All beverages,27.919306,1.822959,0.725133,25140,0.626092,29116
1999,Nebraska,All beverages,46.774136,2.979136,1.361335,21884,1.174301,25369
1999,Nevada,All beverages,74.621037,5.764732,1.541516,37397,1.369202,42103
1999,New Hampshire,All beverages,47.634318,3.996551,0.983082,40653,0.864526,46228
1999,New Jersey,All beverages,181.219202,14.67369,6.727882,21810,5.999951,24456
1999,New Mexico,All beverages,52.784717,3.349229,1.416532,23644,1.214582,27575
1999,New York,All beverages,378.20748399999997,28.186737,15.225049,18513,13.438877,20974
1999,North Carolina,All beverages,192.82419000000002,12.601581,6.428428,19603,5.671768,22218
1999,North Dakota,All beverages,18.81672,1.258398,0.522756,24072,0.447218,28138
1999,Ohio,All beverages,289.035676,17.254761,9.099432,18962,7.956118,21687
1999,Oklahoma,All beverages,73.68071400000001,4.62377,2.754959,16783,2.379054,19435
1999,Oregon,All beverages,87.309367,6.239076,2.74585,22722,2.406253,25929
1999,Pennsylvania,All beverages,308.038416,19.260626,10.006286,19249,8.82326,21829
1999,Rhode Island,All beverages,25.905726,1.936237,0.847245,22853,0.743423,26045
1999,South Carolina,All beverages,115.841946,7.711546,3.193854,24145,2.781929,27720
1999,South Dakota,All beverages,20.662925,1.356653,0.597167,22718,0.509984,26602
1999,Tennessee,All beverages,131.293502,8.367531,4.562851,18338,4.00951,20869
1999,Texas,All beverages,590.756937,35.676942,16.011898,22282,13.760723,25927
1999,Utah,All beverages,30.547575,2.074204,1.653873,12541,1.352577,15335
1999,Vermont,All beverages,17.052959,1.193799,0.492724,24229,0.429565,27791
1999,Virginia,All beverages,168.365629,11.134704,5.655607,19688,4.9831,22345
1999,Washington,All beverages,136.753768,10.002876,4.679324,21377,4.087394,24473
1999,West Virginia,All beverages,43.216123,2.542668,1.504363,16902,1.323971,19205
1999,Wisconsin,All beverages,164.51550699999999,11.664485,4.291921,27178,3.724385,31319
1999,Wyoming,All beverages,13.896681,0.977143,0.395233,24723,0.336867,29007
2000,Alabama,All beverages,103.94916599999999,6.733569,3.586283,18776,3.129348,21517
2000,Alaska,All beverages,17.131291,1.291101,0.481493,26815,0.411433,31381
2000,Arizona,All beverages,151.26037599999998,10.217991,4.079314,25048,3.556992,28726
2000,Arkansas,All beverages,56.842099000000005,3.748508,2.156023,17386,1.877664,19964
2000,California,All beverages,805.531814,59.794072,26.686458,22406,23.2332,25736
2000,Colorado,All beverages,121.082082,9.021696,3.467312,26019,3.03255,29750
2000,Connecticut,All beverages,72.970236,5.982254,2.7493,21759,2.444892,24468
2000,Delaware,All beverages,23.160483,1.836014,0.634573,28933,0.555872,33029
2000,District of Columbia,All beverages,19.568088000000003,1.751119,0.48004,36479,0.425617,41143
2000,Florida,All beverages,456.92150200000003,33.789648,13.215951,25567,11.788132,28664
2000,Georgia,All beverages,199.494337,14.085091,6.52261,21594,5.677245,24810
2000,Hawaii,All beverages,33.500659999999996,2.284551,0.983848,23221,0.869189,26284
2000,Idaho,All beverages,31.898079,2.340261,1.016849,23015,0.863782,27093
2000,Illinois,All beverages,322.13262100000003,22.160515,9.903407,22377,8.646831,25628
2000,Indiana,All beverages,140.488854,9.62935,4.870765,19770,4.23047,22762
2000,Iowa,All beverages,76.538978,4.689923,2.371254,19778,2.053526,22838
2000,Kansas,All beverages,59.39872,3.896409,2.146413,18153,1.851211,21048
2000,Kentucky,All beverages,85.88380099999999,5.708408,3.280788,17400,2.87329,19867
2000,Louisiana,All beverages,131.49004,8.64627,3.543788,24398,3.03303,28507
2000,Maine,All beverages,32.023319,2.336688,1.049743,22260,0.92587,25238
2000,Maryland,All beverages,115.498132,8.869315,4.249934,20869,3.749713,23653
2000,Massachusetts,All beverages,165.655543,13.225212,5.185297,25505,4.597828,28764
2000,Michigan,All beverages,240.38672300000002,16.894499,7.936545,21287,6.925627,24394
2000,Minnesota,All beverages,124.754787,9.33839,3.947736,23655,3.424461,27270
2000,Mississippi,All beverages,76.70243,4.826847,2.253573,21419,1.927457,25043
2000,Missouri,All beverages,150.69218,10.137759,4.510168,22478,3.929927,25796
2000,Montana,All beverages,28.427422,1.860547,0.73228,25408,0.633168,29385
2000,Nebraska,All beverages,47.794986,3.055408,1.370964,22287,1.182928,25829
2000,Nevada,All beverages,76.71360299999999,5.900997,1.608032,36697,1.42652,41366
2000,New Hampshire,All beverages,48.484840000000005,4.058506,1.00046,40566,0.878895,46177
2000,New Jersey,All beverages,182.82933500000001,14.893538,6.784547,21952,6.047481,24628
2000,New Mexico,All beverages,53.50853,3.414051,1.432211,23838,1.229715,27763
2000,New York,All beverages,379.655174,28.777453,15.341325,18758,13.532763,21265
2000,North Carolina,All beverages,197.54081299999999,12.953277,6.532775,19828,5.76048,22486
2000,North Dakota,All beverages,18.631552999999997,1.255161,0.522577,24019,0.447126,28072
2000,Ohio,All beverages,290.205957,17.417189,9.132808,19071,7.986948,21807
2000,Oklahoma,All beverages,74.676559,4.682308,2.774054,16879,2.397273,19532
2000,Oregon,All beverages,88.03050400000001,6.328724,2.778042,22781,2.435687,25983
2000,Pennsylvania,All beverages,314.094311,19.68515,10.039919,19607,8.847081,22250
2000,Rhode Island,All beverages,26.481953,1.981033,0.856626,23126,0.750041,26412
2000,South Carolina,All beverages,118.30564799999999,7.886364,3.240532,24337,2.82371,27929
2000,South Dakota,All beverages,21.230538000000003,1.385459,0.603308,22964,0.51593,26854
2000,Tennessee,All beverages,133.002593,8.55488,4.616152,18532,4.058249,21080
2000,Texas,All beverages,603.601209,36.767206,16.345954,22493,14.047804,26173
2000,Utah,All beverages,31.634368000000002,2.170326,1.686882,12866,1.386119,15658
2000,Vermont,All beverages,17.210466,1.212495,0.498249,24335,0.434023,27936
2000,Virginia,All beverages,169.227576,11.301331,5.748965,19658,5.062656,22323
2000,Washington,All beverages,139.96888,10.35128,4.741447,21831,4.139898,25004
2000,West Virginia,All beverages,43.819702,2.554888,1.503024,16998,1.326571,19259
2000,Wisconsin,All beverages,166.81614,11.941373,4.330708,27574,3.758804,31769
2000,Wyoming,All beverages,14.109394,0.998478,0.399117,25017,0.341302,29255
2001,Alabama,All beverages,102.311149,6.701251,3.603227,18598,3.149492,21277
2001,Alaska,All beverages,16.973631,1.304641,0.48925,26666,0.416762,31304
2001,Arizona,All beverages,153.958105,10.423219,4.17377,24973,3.646923,28581
2001,Arkansas,All beverages,56.954899,3.770972,2.168828,17387,1.893986,19910
