Year,State_Region,Type of Beverage,Gallons of beverage,Gallons of ethanol,Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older
1970,Alabama,All beverages,38.373,3.45368,2.499,13820,2.02,17097
1970,Alaska,All beverages,6.787,0.74219,0.205,36204,0.165,44981
1970,Arizona,All beverages,44.079,3.47361,1.272,27308,1.031,33692
1970,Arkansas,All beverages,25.436,2.03714,1.422,14326,1.169,17426
1970,California,All beverages,467.306,46.020375,14.811,31072,12.247,37577
1970,Colorado,All beverages,49.771,4.419945,1.608,27487,1.301,33973
1970,Connecticut,All beverages,61.683,6.26641,2.238,28000,1.868,33546
1970,Delaware,All beverages,12.312,1.230765,0.394,31238,0.322,38223
1970,District of Columbia,All beverages,26.593,3.859575,0.581,66430,0.486,79415
1970,Florida,All beverages,152.16899999999998,14.9924,5.166,29021,4.355,34426
1970,Georgia,All beverages,68.474,6.453795,3.312,19486,2.684,24045
1970,Hawaii,All beverages,15.893,1.37622,0.555,24797,0.45,30583
1970,Idaho,All beverages,14.8,1.047345,0.513,20416,0.41,25545
1970,Illinois,All beverages,258.249,23.02005,8.162,28204,6.755,34079
1970,Indiana,All beverages,92.622,6.82886,3.769,18118,3.071,22237
1970,Iowa,All beverages,54.227,3.80688,2.076,18338,1.699,22407
1970,Kansas,All beverages,35.225,2.67192,1.678,15923,1.373,19460
1970,Kentucky,All beverages,54.721000000000004,4.393075,2.363,18591,1.918,22904
1970,Louisiana,All beverages,78.366,6.15864,2.567,23992,2.041,30175
1970,Maine,All beverages,22.088,1.719985,0.727,23659,0.597,28810
1970,Maryland,All beverages,95.852,8.37401,2.842,29465,2.342,35756
1970,Massachusetts,All beverages,128.312,11.841875,4.229,28002,3.507,33766
1970,Michigan,All beverages,218.517,17.0254,6.359,26774,5.146,33085
1970,Minnesota,All beverages,79.464,6.91648,2.735,25289,2.219,31169
1970,Mississippi,All beverages,31.903,2.52278,1.568,16089,1.242,20312
1970,Missouri,All beverages,98.892,8.06458,3.479,23181,2.879,28012
1970,Montana,All beverages,18.741999999999997,1.355185,0.502,26996,0.405,33461
1970,Nebraska,All beverages,34.548,2.655905,1.093,24299,0.894,29708
1970,Nevada,All beverages,17.601,1.97457,0.354,55779,0.297,66484
1970,New Hampshire,All beverages,24.508000000000003,2.589785,0.537,48227,0.443,58460
1970,New Jersey,All beverages,167.24,15.57518,5.313,29315,4.459,34930
1970,New Mexico,All beverages,21.791999999999998,1.783945,0.701,25449,0.554,32201
1970,New York,All beverages,434.976,41.046055,13.696,29969,11.509,35664
1970,North Carolina,All beverages,70.658,6.67525,3.734,17877,3.003,22229
1970,North Dakota,All beverages,13.346,1.0436,0.446,23399,0.356,29315
1970,Ohio,All beverages,232.93800000000002,17.21297,7.764,22170,6.355,27086
1970,Oklahoma,All beverages,38.517,3.37944,1.921,17592,1.584,21335
1970,Oregon,All beverages,47.774,3.86122,1.564,24688,1.284,30072
1970,Pennsylvania,All beverages,275.204,20.167945,8.846,22799,7.357,27413
1970,Rhode Island,All beverages,23.915,2.02643,0.716,28302,0.592,34230
1970,South Carolina,All beverages,39.183,3.786485,1.859,20368,1.467,25811
1970,South Dakota,All beverages,11.367,0.951405,0.484,19657,0.387,24584
1970,Tennessee,All beverages,61.166000000000004,4.4111,2.906,15179,2.378,18550
1970,Texas,All beverages,258.177,18.005725,8.1,22229,6.567,27418
1970,Utah,All beverages,13.701,1.056265,0.731,14450,0.57,18531
1970,Vermont,All beverages,11.924,1.12825,0.322,35039,0.261,43228
1970,Virginia,All beverages,96.643,7.977215,3.418,23339,2.79,28592
1970,Washington,All beverages,79.00999999999999,6.70219,2.52,26596,2.057,32582
1970,West Virginia,All beverages,27.835,2.143985,1.306,16416,1.069,20056
1970,Wisconsin,All beverages,134.685,10.15014,3.192,31799,2.592,39159
1970,Wyoming,All beverages,7.719,0.623975,0.241,25891,0.195,31999
1971,Alabama,All beverages,43.434,3.88195,2.560385,15162,2.068321,18769
1971,Alaska,All beverages,7.947,0.84129,0.215277,39079,0.170598,49314
1971,Arizona,All beverages,48.11,3.835805,1.376038,27876,1.114048,34431
1971,Arkansas,All beverages,28.093,2.14393,1.467988,14605,1.206524,17769
1971,California,All beverages,491.216,48.379435,15.231436,31763,12.563372,38508
1971,Colorado,All beverages,54.335,4.925285,1.693618,29081,1.367905,36006
1971,Connecticut,All beverages,62.939,6.398645,2.279133,28075,1.894979,33766
1971,Delaware,All beverages,13.131,1.29985,0.410808,31641,0.333058,39028
1971,District of Columbia,All beverages,26.592,3.886095,0.580669,66924,0.48696,79803
1971,Florida,All beverages,172.933,16.524665,5.49334,30081,4.624502,35733
1971,Georgia,All beverages,75.7,7.024565,3.423114,20521,2.770797,25352
1971,Hawaii,All beverages,17.256999999999998,1.415745,0.582518,24304,0.470301,30103
1971,Idaho,All beverages,16.656,1.217315,0.535331,22739,0.427904,28448
1971,Illinois,All beverages,266.322,24.172375,8.294983,29141,6.838832,35346
1971,Indiana,All beverages,94.943,7.00071,3.84503,18207,3.126082,22395
1971,Iowa,All beverages,56.194,3.98946,2.114128,18870,1.728873,23075
1971,Kansas,All beverages,37.324,2.85597,1.69263,16873,1.38316,20648
1971,Kentucky,All beverages,58.319,4.687615,2.438236,19225,1.978745,23690
1971,Louisiana,All beverages,79.86200000000001,6.52824,2.643998,24691,2.102001,31057
1971,Maine,All beverages,24.723,1.99549,0.749278,26632,0.614613,32467
1971,Maryland,All beverages,98.402,8.82527,2.940868,30009,2.40921,36631
1971,Massachusetts,All beverages,133.25,12.45316,4.302486,28944,3.559538,34985
1971,Michigan,All beverages,221.948,17.50742,6.49896,26939,5.238275,33422
1971,Minnesota,All beverages,83.39699999999999,7.424595,2.800251,26514,2.265237,32776
1971,Mississippi,All beverages,36.267,2.83454,1.618613,17512,1.282579,22100
1971,Missouri,All beverages,100.813,8.022425,3.544936,22631,2.924758,27429
1971,Montana,All beverages,19.634,1.42884,0.519812,27488,0.41843,34148
1971,Nebraska,All beverages,37.18,2.83372,1.118161,25343,0.913405,31024
1971,Nevada,All beverages,18.865000000000002,2.13192,0.380827,55981,0.317556,67135
1971,New Hampshire,All beverages,27.413,2.9432,0.559435,52610,0.461866,63724
1971,New Jersey,All beverages,170.73499999999999,15.98957,5.440722,29389,4.545133,35180
1971,New Mexico,All beverages,23.902,1.896945,0.737485,25722,0.580886,32656
1971,New York,All beverages,439.494,41.75632,13.872367,30100,11.629941,35904
1971,North Carolina,All beverages,78.586,7.196315,3.85155,18684,3.103016,23191
1971,North Dakota,All beverages,14.258,1.116885,0.458709,24348,0.365542,30554
1971,Ohio,All beverages,234.43599999999998,17.495575,7.903561,22136,6.448795,27130
1971,Oklahoma,All beverages,40.631,3.49676,1.97841,17675,1.628378,21474
1971,Oregon,All beverages,51.262,4.157165,1.621675,25635,1.330941,31235
1971,Pennsylvania,All beverages,282.053,20.79344,8.99754,23110,7.462206,27865
1971,Rhode Island,All beverages,24.651,2.11697,0.731584,28937,0.605244,34977
1971,South Carolina,All beverages,43.521,4.13692,1.933334,21398,1.52703,27091
1971,South Dakota,All beverages,12.236,1.037835,0.493861,21015,0.394462,26310
1971,Tennessee,All beverages,68.078,4.89192,2.994737,16335,2.453005,19943
1971,Texas,All beverages,276.976,19.157965,8.393263,22825,6.791207,28210
1971,Utah,All beverages,14.654,1.139485,0.766903,14858,0.594783,19158
1971,Vermont,All beverages,13.397,1.254095,0.331711,37807,0.269164,46592
1971,Virginia,All beverages,94.44200000000001,8.036675,3.519914,22832,2.864136,28060
1971,Washington,All beverages,83.04599999999999,6.993145,2.567834,27234,2.096931,33349
1971,West Virginia,All beverages,29.217,2.304445,1.335677,17253,1.095525,21035
1971,Wisconsin,All beverages,140.403,10.604105,3.255248,32575,2.638416,40191
1971,Wyoming,All beverages,8.254999999999999,0.66883,0.248688,26894,0.200571,33346
1972,Alabama,All beverages,49.013,4.17648,2.611541,15992,2.10974,19796
1972,Alaska,All beverages,7.644,0.7816,0.223908,34907,0.175638,44501
1972,Arizona,All beverages,54.949999999999996,4.199705,1.472335,28524,1.192052,35231
1972,Arkansas,All beverages,28.985,2.21114,1.51303,14614,1.244592,17766
1972,California,All beverages,520.221,48.899295,15.550186,31446,12.815357,38157
1972,Colorado,All beverages,60.230000000000004,5.19375,1.785786,29084,1.441422,36032
1972,Connecticut,All beverages,62.153999999999996,6.186575,2.308372,26801,1.914298,32318
1972,Delaware,All beverages,13.649999999999999,1.28948,0.422431,30525,0.34077,37840
1972,District of Columbia,All beverages,26.274,3.67954,0.581285,63300,0.487404,75493
1972,Florida,All beverages,192.59199999999998,17.750105,5.815639,30521,4.89337,36274
1972,Georgia,All beverages,82.568,7.586775,3.517422,21569,2.844566,26671
1972,Hawaii,All beverages,18.549,1.51519,0.608512,24900,0.489729,30939
1972,Idaho,All beverages,18.477,1.30883,0.557366,23482,0.445325,29390
1972,Illinois,All beverages,268.468,23.86347,8.408937,28379,6.923089,34469
1972,Indiana,All beverages,96.12,7.00405,3.915276,17889,3.179511,22029
1972,Iowa,All beverages,57.722,4.0342,2.139954,18852,1.751841,23028
1972,Kansas,All beverages,40.658,2.987595,1.715066,17420,1.400226,21337
1972,Kentucky,All beverages,60.47,4.697465,2.478842,18950,2.015493,23307
1972,Louisiana,All beverages,84.49900000000001,6.680685,2.704829,24699,2.154326,31011
1972,Maine,All beverages,25.355,1.94195,0.76943,25239,0.630605,30795
1972,Maryland,All beverages,99.689,8.88297,3.010494,29507,2.458657,36129
1972,Massachusetts,All beverages,137.861,12.531795,4.360121,28742,3.601477,34796
1972,Michigan,All beverages,229.973,17.8322,6.605696,26995,5.316067,33544
1972,Minnesota,All beverages,82.94200000000001,7.101465,2.843297,24976,2.298019,30903
1972,Mississippi,All beverages,38.833999999999996,2.985145,1.664185,17938,1.321658,22586
1972,Missouri,All beverages,102.525,8.033995,3.593991,22354,2.962419,27120
1972,Montana,All beverages,19.871,1.45157,0.531431,27314,0.427823,33929
1972,Nebraska,All beverages,35.925000000000004,2.73117,1.138152,23997,0.930358,29356
1972,Nevada,All beverages,20.997,2.349755,0.405253,57982,0.336578,69813
1972,New Hampshire,All beverages,28.514,3.027585,0.578174,52365,0.477977,63342
1972,New Jersey,All beverages,170.32,15.8058,5.526846,28598,4.607493,34305
1972,New Mexico,All beverages,26.811,2.05282,0.764279,26860,0.601122,34150
1972,New York,All beverages,436.10299999999995,39.30976,13.966964,28145,11.694089,33615
1972,North Carolina,All beverages,83.29599999999999,7.35931,3.954784,18609,3.194386,23038
1972,North Dakota,All beverages,14.905999999999999,1.18062,0.467762,25240,0.373103,31643
1972,Ohio,All beverages,234.136,17.169035,7.990359,21487,6.508237,26380
1972,Oklahoma,All beverages,43.796,3.52456,2.019542,17452,1.661954,21207
1972,Oregon,All beverages,54.432,4.31146,1.668577,25839,1.370872,31450
1972,Pennsylvania,All beverages,285.241,20.632565,9.094825,22686,7.53444,27384
1972,Rhode Island,All beverages,26.34,2.17127,0.746686,29079,0.617046,35188
1972,South Carolina,All beverages,47.92,4.349595,1.991284,21843,1.579247,27542
1972,South Dakota,All beverages,13.055,1.05504,0.50341,20958,0.402221,26230
1972,Tennessee,All beverages,72.242,5.192565,3.073909,16892,2.522351,20586
1972,Texas,All beverages,293.27000000000004,20.00793,8.640193,23157,6.988503,28630
1972,Utah,All beverages,15.782,1.196495,0.797167,15009,0.617142,19388
1972,Vermont,All beverages,14.058,1.30075,0.341271,38115,0.276895,46976
1972,Virginia,All beverages,90.959,7.76382,3.60184,21555,2.926972,26525
1972,Washington,All beverages,84.527,6.870645,2.584482,26584,2.114819,32488
1972,West Virginia,All beverages,29.69,2.314475,1.364979,16956,1.122675,20616
1972,Wisconsin,All beverages,144.631,10.90596,3.317425,32875,2.687401,40582
1972,Wyoming,All beverages,8.985,0.70647,0.256049,27591,0.206285,34247
1973,Alabama,All beverages,52.918000000000006,4.440475,2.663917,16669,2.154401,20611
1973,Alaska,All beverages,8.141,0.821,0.231816,35416,0.180982,45364
1973,Arizona,All beverages,60.831,4.58573,1.572521,29162,1.273789,36001
1973,Arkansas,All beverages,31.489,2.391465,1.552206,15407,1.278242,18709
1973,California,All beverages,540.14,50.55382,15.909861,31775,13.110283,38560
1973,Colorado,All beverages,65.998,5.66386,1.872867,30242,1.51179,37465
1973,Connecticut,All beverages,66.12899999999999,6.366465,2.328934,27336,1.927873,33023
1973,Delaware,All beverages,13.907,1.29937,0.431201,30134,0.346967,37449
1973,District of Columbia,All beverages,26.454,3.5408,0.57936,61116,0.485148,72984
1973,Florida,All beverages,215.502,19.59436,6.176609,31723,5.196779,37705
1973,Georgia,All beverages,86.108,7.517125,3.619442,20769,2.926577,25686
1973,Hawaii,All beverages,20.546,1.758735,0.634318,27726,0.50959,34513
1973,Idaho,All beverages,19.427,1.353285,0.57457,23553,0.459978,29421
1973,Illinois,All beverages,272.923,24.270235,8.485274,28603,6.981682,34763
1973,Indiana,All beverages,99.045,7.1169,3.975068,17904,3.229697,22036
1973,Iowa,All beverages,61.079,4.287025,2.162202,19827,1.773174,24177
1973,Kansas,All beverages,41.841,3.067125,1.736051,17667,1.417724,21634
1973,Kentucky,All beverages,62.451,4.8268,2.525845,19110,2.056186,23475
1973,Louisiana,All beverages,85.952,6.59607,2.750554,23981,2.193826,30067
1973,Maine,All beverages,26.488,2.01693,0.784689,25704,0.643106,31362
1973,Maryland,All beverages,104.375,9.241035,3.063151,30168,2.497513,37001
1973,Massachusetts,All beverages,149.358,13.365325,4.421233,30230,3.648447,36633
1973,Michigan,All beverages,238.786,18.293075,6.707005,27275,5.398401,33886
1973,Minnesota,All beverages,90.652,7.63828,2.890777,26423,2.338068,32669
1973,Mississippi,All beverages,40.869,3.111855,1.709926,18199,1.359676,22887
1973,Missouri,All beverages,104.909,7.985135,3.642137,21924,2.99943,26622
1973,Montana,All beverages,21.980999999999998,1.57442,0.543202,28984,0.438092,35938
1973,Nebraska,All beverages,38.741,2.87607,1.156096,24877,0.945636,30414
1973,Nevada,All beverages,23.194,2.608195,0.425722,61265,0.353234,73838
1973,New Hampshire,All beverages,31.117,3.204145,0.597803,53599,0.494456,64801
1973,New Jersey,All beverages,175.84199999999998,15.90274,5.573049,28535,4.642621,34254
1973,New Mexico,All beverages,27.415,2.08222,0.793321,26247,0.624174,33360
1973,New York,All beverages,445.16599999999994,40.87262,13.957785,29283,11.676986,35003
1973,North Carolina,All beverages,91.055,7.76325,4.054844,19146,3.283129,23646
1973,North Dakota,All beverages,15.25,1.229175,0.474732,25892,0.379369,32401
1973,Ohio,All beverages,243.427,17.727525,8.082664,21933,6.582941,26929
1973,Oklahoma,All beverages,47.208999999999996,3.82305,2.06133,18547,1.69606,22541
1973,Oregon,All beverages,55.603,4.492375,1.714082,26209,1.412382,31807
1973,Pennsylvania,All beverages,292.14,21.06707,9.1638,22989,7.593357,27744
1973,Rhode Island,All beverages,26.119,2.18427,0.754354,28956,0.622644,35081
1973,South Carolina,All beverages,52.211,4.581935,2.048678,22365,1.629969,28111
1973,South Dakota,All beverages,13.514000000000001,1.12777,0.509559,22132,0.408005,27641
1973,Tennessee,All beverages,78.257,5.66167,3.136991,18048,2.579076,21952
1973,Texas,All beverages,309.76,21.029755,8.898655,23633,7.198976,29212
1973,Utah,All beverages,16.895,1.27337,0.826419,15408,0.641171,19860
1973,Vermont,All beverages,13.732,1.30444,0.34831,37451,0.282473,46179
1973,Virginia,All beverages,99.30099999999999,8.377415,3.693742,22680,2.999469,27930
1973,Washington,All beverages,89.35900000000001,7.211205,2.631699,27401,2.157063,33431
1973,West Virginia,All beverages,30.84,2.395195,1.380235,17354,1.139087,21027
1973,Wisconsin,All beverages,151.099,11.74068,3.368656,34853,2.731201,42987
1973,Wyoming,All beverages,10.129999999999999,0.78358,0.263037,29790,0.212202,36926
1974,Alabama,All beverages,57.741,4.837645,2.722165,17771,2.203242,21957
1974,Alaska,All beverages,9.497,0.934185,0.242226,38567,0.189349,49337
1974,Arizona,All beverages,65.946,4.906455,1.66107,29538,1.346449,36440
1974,Arkansas,All beverages,34.632999999999996,2.60146,1.593565,16325,1.312032,19828
1974,California,All beverages,590.464,53.638805,16.28917,32929,13.443143,39900
1974,Colorado,All beverages,71.358,6.062085,1.925226,31488,1.557068,38933
1974,Connecticut,All beverages,67.854,6.474525,2.359815,27437,1.955756,33105
1974,Delaware,All beverages,14.192,1.302125,0.439316,29640,0.353486,36837
1974,District of Columbia,All beverages,25.8,3.40762,0.575413,59220,0.481317,70798
1974,Florida,All beverages,231.05,20.471215,6.536565,31318,5.49925,37225
1974,Georgia,All beverages,92.847,8.0997,3.714707,21804,3.006761,26938
1974,Hawaii,All beverages,22.319,1.90015,0.652787,29108,0.525898,36132
1974,Idaho,All beverages,20.348,1.42622,0.59747,23871,0.479151,29766
1974,Illinois,All beverages,285.51099999999997,24.92803,8.573143,29077,7.050138,35358
1974,Indiana,All beverages,99.923,7.45561,4.028031,18509,3.27546,22762
1974,Iowa,All beverages,66.136,4.581,2.185922,20957,1.792828,25552
1974,Kansas,All beverages,46.684,3.36629,1.752986,19203,1.433261,23487
1974,Kentucky,All beverages,63.526,4.884865,2.581118,18925,2.101593,23244
1974,Louisiana,All beverages,89.357,6.80864,2.804007,24282,2.237342,30432
1974,Maine,All beverages,27.855,2.124655,0.801366,26513,0.656987,32339
1974,Maryland,All beverages,109.586,9.639375,3.112934,30966,2.53909,37964
1974,Massachusetts,All beverages,156.39000000000001,13.829145,4.456961,31028,3.67573,37623
1974,Michigan,All beverages,241.911,18.611565,6.800302,27369,5.479392,33966
1974,Minnesota,All beverages,96.75,8.077195,2.935578,27515,2.376431,33989
1974,Mississippi,All beverages,43.354,3.311245,1.744369,18982,1.38749,23865
1974,Missouri,All beverages,108.65700000000001,8.3458,3.685935,22642,3.032695,27519
1974,Montana,All beverages,23.01,1.64464,0.555929,29584,0.448928,36635
1974,Nebraska,All beverages,40.044,2.98567,1.173527,25442,0.960116,31097
1974,Nevada,All beverages,25.131,2.790805,0.450747,61915,0.373586,74703
1974,New Hampshire,All beverages,32.858,3.280215,0.614454,53384,0.507358,64653
1974,New Jersey,All beverages,177.54,15.942895,5.622275,28357,4.684121,34036
1974,New Mexico,All beverages,31.41,2.31016,0.820792,28145,0.646789,35717
1974,New York,All beverages,448.73,40.681665,13.976301,29108,11.685889,34813
1974,North Carolina,All beverages,98.95299999999999,8.19721,4.151752,19744,3.368342,24336
1974,North Dakota,All beverages,16.032,1.30118,0.481433,27027,0.385155,33783
1974,Ohio,All beverages,244.606,17.84693,8.15661,21880,6.64991,26838
1974,Oklahoma,All beverages,50.017,3.888985,2.104617,18478,1.732548,22447
1974,Oregon,All beverages,59.074,4.740815,1.759354,26946,1.45536,32575
1974,Pennsylvania,All beverages,296.83099999999996,21.392155,9.228656,23180,7.652903,27953
1974,Rhode Island,All beverages,26.48,2.2235,0.737901,30133,0.610748,36406
1974,South Carolina,All beverages,56.687,4.854535,2.119503,22904,1.68972,28730
1974,South Dakota,All beverages,14.014,1.154095,0.515175,22402,0.413078,27939
1974,Tennessee,All beverages,82.475,5.93638,3.21129,18486,2.640128,22485
1974,Texas,All beverages,333.651,22.50336,9.153149,24585,7.415341,30347
1974,Utah,All beverages,18.57,1.34741,0.8519,15817,0.663976,20293
1974,Vermont,All beverages,13.503,1.30386,0.355041,36724,0.288228,45237
1974,Virginia,All beverages,106.219,8.668475,3.781164,22925,3.073533,28204
1974,Washington,All beverages,94.473,7.642555,2.708713,28215,2.225333,34343
1974,West Virginia,All beverages,31.339,2.459685,1.395011,17632,1.153853,21317
1974,Wisconsin,All beverages,153.676,11.670345,3.419511,34129,2.772874,42088
1974,Wyoming,All beverages,11.532,0.87729,0.273234,32108,0.220927,39709
1975,Alabama,All beverages,61.647,5.15279,2.783296,18513,2.257012,22830
1975,Alaska,All beverages,11.112000000000002,1.110555,0.269759,41168,0.211703,52458
1975,Arizona,All beverages,67.832,5.052665,1.722578,29332,1.399449,36105
1975,Arkansas,All beverages,35.494,2.64454,1.646242,16064,1.356467,19496
1975,California,All beverages,597.58,54.84249,16.715501,32809,13.81469,39699
1975,Colorado,All beverages,73.879,6.31449,1.978187,31921,1.603931,39369
1975,Connecticut,All beverages,69.342,6.503425,2.391366,27195,1.982736,32800
1975,Delaware,All beverages,14.437000000000001,1.317485,0.448483,29376,0.360985,36497
1975,District of Columbia,All beverages,25.458,3.36049,0.573443,58602,0.479496,70084
1975,Florida,All beverages,238.22199999999998,20.84914,6.76678,30811,5.701587,36567
1975,Georgia,All beverages,93.54700000000001,8.46814,3.794139,22319,3.077055,27520
1975,Hawaii,All beverages,25.352,2.05819,0.673023,30581,0.544299,37814
1975,Idaho,All beverages,22.313000000000002,1.55236,0.61835,25105,0.49731,31215
1975,Illinois,All beverages,295.32,25.59741,8.672569,29515,7.130483,35899
1975,Indiana,All beverages,104.65599999999999,7.81483,4.064693,19226,3.309502,23613
1975,Iowa,All beverages,67.996,4.723645,2.215749,21319,1.817197,25994
1975,Kansas,All beverages,48.864999999999995,3.4733,1.7753,19565,1.453944,23889
1975,Kentucky,All beverages,66.994,5.11784,2.637621,19403,2.149826,23806
1975,Louisiana,All beverages,92.5,7.1696,2.880956,24886,2.301801,31148
1975,Maine,All beverages,29.235000000000003,2.20371,0.81865,26919,0.671674,32809
1975,Maryland,All beverages,112.796,9.929935,3.164433,31380,2.584197,38426
1975,Massachusetts,All beverages,159.196,13.837425,4.49097,30812,3.702942,37369
1975,Michigan,All beverages,248.81400000000002,19.008215,6.866658,27682,5.543408,34290
1975,Minnesota,All beverages,99.09899999999999,8.120865,2.989816,27162,2.422644,33521
1975,Mississippi,All beverages,43.894,3.42264,1.773141,19303,1.413275,24218
1975,Missouri,All beverages,112.59,8.53495,3.725569,22909,3.065633,27841
1975,Montana,All beverages,23.395000000000003,1.693065,0.570001,29703,0.461153,36714
1975,Nebraska,All beverages,40.461,2.996575,1.186695,25251,0.971284,30852
1975,Nevada,All beverages,26.546,3.02663,0.474197,63826,0.393728,76871
1975,New Hampshire,All beverages,33.403,3.43658,0.629925,54555,0.519685,66128
1975,New Jersey,All beverages,178.839,15.92843,5.677669,28055,4.731588,33664
1975,New Mexico,All beverages,31.933,2.393275,0.851679,28101,0.672703,35577
1975,New York,All beverages,448.51800000000003,40.63321,14.057301,28905,11.747036,34590
1975,North Carolina,All beverages,103.189,8.504525,4.245572,20032,3.453838,24623
1975,North Dakota,All beverages,16.785,1.338965,0.489447,27357,0.392158,34144
1975,Ohio,All beverages,251.948,18.17038,8.234249,22067,6.723132,27027
1975,Oklahoma,All beverages,52.906,4.21125,2.147012,19614,1.769917,23793
1975,Oregon,All beverages,61.143,4.92972,1.806108,27295,1.499112,32884
1975,Pennsylvania,All beverages,305.583,21.832355,9.333264,23392,7.746095,28185
1975,Rhode Island,All beverages,27.091,2.26783,0.739037,30686,0.611886,37063
1975,South Carolina,All beverages,59.410000000000004,5.029035,2.180948,23059,1.744496,28828
1975,South Dakota,All beverages,14.451,1.188865,0.520647,22834,0.41834,28419
1975,Tennessee,All beverages,85.836,6.187965,3.281589,18857,2.701748,22904
1975,Texas,All beverages,351.737,23.721045,9.446197,25112,7.666858,30940
1975,Utah,All beverages,19.092000000000002,1.40128,0.879779,15928,0.688646,20348
1975,Vermont,All beverages,14.038,1.34019,0.363841,36834,0.295579,45341
1975,Virginia,All beverages,112.255,9.04086,3.876227,23324,3.157303,28635
1975,Washington,All beverages,98.01899999999999,8.004065,2.786358,28726,2.29399,34891
1975,West Virginia,All beverages,32.378,2.574155,1.42226,18099,1.179078,21832
1975,Wisconsin,All beverages,163.483,12.13065,3.480565,34853,2.82267,42976
1975,Wyoming,All beverages,12.930000000000001,0.96208,0.287084,33512,0.232781,41330
1976,Alabama,All beverages,63.483,5.29186,2.848965,18575,2.31697,22840
1976,Alaska,All beverages,11.916,1.169755,0.290814,40223,0.229508,50968
1976,Arizona,All beverages,71.739,5.376125,1.784788,30122,1.454915,36951
1976,Arkansas,All beverages,35.212,2.700815,1.665635,16215,1.37564,19633
1976,California,All beverages,631.017,56.78133,17.16593,33078,14.216231,39941
1976,Colorado,All beverages,77.452,6.572825,2.031722,32351,1.652697,39770
1976,Connecticut,All beverages,69.211,6.50257,2.416098,26914,2.007058,32399
1976,Delaware,All beverages,14.698,1.31293,0.456312,28773,0.368069,35671
1976,District of Columbia,All beverages,24.68,3.237835,0.56797,57007,0.474972,68169
1976,Florida,All beverages,239.10700000000003,21.16378,6.946697,30466,5.871186,36047
1976,Georgia,All beverages,97.49000000000001,8.97068,3.881232,23113,3.155571,28428
1976,Hawaii,All beverages,26.155,2.137315,0.693101,30837,0.563054,37959
1976,Idaho,All beverages,23.509999999999998,1.62155,0.639506,25356,0.516255,31410
1976,Illinois,All beverages,298.877,25.504485,8.783163,29038,7.231424,35269
1976,Indiana,All beverages,109.413,8.067235,4.115024,19604,3.358304,24022
1976,Iowa,All beverages,69.643,4.85089,2.252309,21537,1.849121,26233
1976,Kansas,All beverages,49.842999999999996,3.50434,1.803923,19426,1.481658,23651
1976,Kentucky,All beverages,66.146,5.027315,2.703813,18593,2.207814,22771
1976,Louisiana,All beverages,94.419,7.53846,2.951411,25542,2.366407,31856
1976,Maine,All beverages,29.473,2.266425,0.838506,27029,0.688939,32897
1976,Maryland,All beverages,113.196,9.98751,3.209769,31116,2.627564,38011
1976,Massachusetts,All beverages,157.781,13.670995,4.52677,30200,3.735267,36600
1976,Michigan,All beverages,252.316,19.3938,6.938396,27951,5.619192,34514
1976,Minnesota,All beverages,101.47500000000001,8.293955,3.045313,27235,2.472866,33540
1976,Mississippi,All beverages,44.661,3.517215,1.809599,19436,1.447381,24301
1976,Missouri,All beverages,111.983,8.27751,3.780577,21895,3.114572,26577
1976,Montana,All beverages,25.342,1.80505,0.58188,31021,0.472386,38211
1976,Nebraska,All beverages,41.592999999999996,3.06679,1.202494,25504,0.985657,31114
1976,Nevada,All beverages,28.432,3.23394,0.500376,64630,0.416183,77705
1976,New Hampshire,All beverages,33.69,3.467375,0.648701,53451,0.535248,64781
1976,New Jersey,All beverages,176.468,15.71813,5.731327,27425,4.783076,32862
1976,New Mexico,All beverages,34.199999999999996,2.5025,0.882507,28357,0.69976,35762
1976,New York,All beverages,442.986,40.08122,14.122644,28381,11.807695,33945
1976,North Carolina,All beverages,108.176,8.81472,4.328177,20366,3.531763,24958
1976,North Dakota,All beverages,17.458,1.37459,0.499164,27538,0.401279,34255
1976,Ohio,All beverages,253.571,18.241165,8.289532,22005,6.78961,26866
1976,Oklahoma,All beverages,54.028,4.140585,2.20112,18811,1.817393,22783
1976,Oregon,All beverages,63.111999999999995,5.03591,1.854888,27149,1.545101,32593
1976,Pennsylvania,All beverages,306.00800000000004,21.818845,9.400798,23210,7.818519,27907
1976,Rhode Island,All beverages,26.999000000000002,2.25216,0.749663,30042,0.621211,36254
1976,South Carolina,All beverages,62.254999999999995,5.385765,2.231744,24133,1.792078,30053
1976,South Dakota,All beverages,15.251999999999999,1.25466,0.528877,23723,0.42615,29442
1976,Tennessee,All beverages,85.737,6.27358,3.36094,18666,2.773138,22623
1976,Texas,All beverages,362.36300000000006,24.54687,9.769246,25127,7.948274,30883
1976,Utah,All beverages,20.379,1.484485,0.908319,16343,0.714548,20775
1976,Vermont,All beverages,14.354000000000001,1.348045,0.371205,36315,0.302053,44629
1976,Virginia,All beverages,113.476,9.09643,3.969705,22915,3.24316,28048
1976,Washington,All beverages,101.82000000000001,8.33294,2.864116,29094,2.36537,35229
1976,West Virginia,All beverages,33.265,2.63461,1.457597,18075,1.211764,21742
1976,Wisconsin,All beverages,160.436,12.08748,3.5273,34268,2.865871,42177
