GeoFips,GeoName,Year,Per Capita Personal Income
54000,West Virginia,1987,11728
55000,Wisconsin,1987,15445
56000,Wyoming,1987,14392
91000,New England,1987,19157
92000,Mideast,1987,18427
93000,Great Lakes,1987,15987
94000,Plains,1987,15572
95000,Southeast,1987,14365
96000,Southwest,1987,14512
97000,Rocky Mountain,1987,14625
98000,Far West,1987,17941
0,United States,1986,15490
1000,Alabama,1986,12223
2000,Alaska,1986,20331
4000,Arizona,1986,14733
5000,Arkansas,1986,11708
6000,California,1986,17588
8000,Colorado,1986,16200
9000,Connecticut,1986,20024
10000,Delaware,1986,16503
11000,District of Columbia,1986,19426
12000,Florida,1986,15610
13000,Georgia,1986,14109
15000,Hawaii *,1986,16599
16000,Idaho,1986,12297
17000,Illinois,1986,16370
18000,Indiana,1986,13868
19000,Iowa,1986,14141
20000,Kansas,1986,15193
21000,Kentucky,1986,11936
22000,Louisiana,1986,12184
23000,Maine,1986,13779
24000,Maryland,1986,18174
25000,Massachusetts,1986,18152
26000,Michigan,1986,15562
27000,Minnesota,1986,15937
28000,Mississippi,1986,10326
29000,Missouri,1986,14616
30000,Montana,1986,12443
31000,Nebraska,1986,14609
32000,Nevada,1986,16305
33000,New Hampshire,1986,17081
34000,New Jersey,1986,18902
35000,New Mexico,1986,12665
36000,New York,1986,17915
37000,North Carolina,1986,13477
38000,North Dakota,1986,13248
39000,Ohio,1986,14771
40000,Oklahoma,1986,13491
41000,Oregon,1986,14243
42000,Pennsylvania,1986,15031
44000,Rhode Island,1986,15811
45000,South Carolina,1986,12377
46000,South Dakota,1986,12711
47000,Tennessee,1986,12918
48000,Texas,1986,14427
49000,Utah,1986,12053
50000,Vermont,1986,14182
51000,Virginia,1986,16577
53000,Washington,1986,15917
54000,West Virginia,1986,11295
55000,Wisconsin,1986,14702
56000,Wyoming,1986,14387
91000,New England,1986,17795
92000,Mideast,1986,17328
93000,Great Lakes,1986,15257
94000,Plains,1986,14810
95000,Southeast,1986,13611
96000,Southwest,1986,14240
97000,Rocky Mountain,1986,14156
98000,Far West,1986,17120
0,United States,1988,17455
1000,Alabama,1988,13807
2000,Alaska,1988,20420
4000,Arizona,1988,16044
5000,Arkansas,1988,13022
6000,California,1988,19605
8000,Colorado,1988,17643
9000,Connecticut,1988,23738
10000,Delaware,1988,18925
11000,District of Columbia,1988,22698
12000,Florida,1988,17601
13000,Georgia,1988,15959
15000,Hawaii *,1988,18964
16000,Idaho,1988,13966
17000,Illinois,1988,18669
18000,Indiana,1988,15646
19000,Iowa,1988,15446
20000,Kansas,1988,16533
21000,Kentucky,1988,13743
22000,Louisiana,1988,13263
23000,Maine,1988,16013
24000,Maryland,1988,20769
25000,Massachusetts,1988,21358
26000,Michigan,1988,17089
27000,Minnesota,1988,17556
28000,Mississippi,1988,11744
29000,Missouri,1988,16162
30000,Montana,1988,13356
31000,Nebraska,1988,16371
32000,Nevada,1988,18458
33000,New Hampshire,1988,19696
34000,New Jersey,1988,22120
35000,New Mexico,1988,13689
36000,New York,1988,20827
37000,North Carolina,1988,15522
38000,North Dakota,1988,12920
39000,Ohio,1988,16508
40000,Oklahoma,1988,14405
41000,Oregon,1988,15969
42000,Pennsylvania,1988,17150
44000,Rhode Island,1988,18305
45000,South Carolina,1988,14137
46000,South Dakota,1988,13962
47000,Tennessee,1988,14857
48000,Texas,1988,15494
49000,Utah,1988,13218
50000,Vermont,1988,16328
51000,Virginia,1988,18870
53000,Washington,1988,17613
54000,West Virginia,1988,12697
55000,Wisconsin,1988,16269
56000,Wyoming,1988,15056
91000,New England,1988,20880
92000,Mideast,1988,20046
93000,Great Lakes,1988,17085
94000,Plains,1988,16253
95000,Southeast,1988,15465
96000,Southwest,1988,15325
97000,Rocky Mountain,1988,15459
98000,Far West,1988,19068
0,United States,1989,18676
1000,Alabama,1989,14986
2000,Alaska,1989,22133
4000,Arizona,1989,16803
5000,Arkansas,1989,13946
6000,California,1989,20561
8000,Colorado,1989,18930
9000,Connecticut,1989,25659
10000,Delaware,1989,20707
11000,District of Columbia,1989,24276
12000,Florida,1989,19081
13000,Georgia,1989,16942
15000,Hawaii *,1989,20897
16000,Idaho,1989,15232
17000,Illinois,1989,19888
18000,Indiana,1989,16942
19000,Iowa,1989,16803
20000,Kansas,1989,17433
21000,Kentucky,1989,14784
22000,Louisiana,1989,14185
23000,Maine,1989,17223
24000,Maryland,1989,22127
25000,Massachusetts,1989,22477
26000,Michigan,1989,18332
27000,Minnesota,1989,18992
28000,Mississippi,1989,12717
29000,Missouri,1989,17277
30000,Montana,1989,14726
31000,Nebraska,1989,17338
32000,Nevada,1989,19653
33000,New Hampshire,1989,20685
34000,New Jersey,1989,23692
35000,New Mexico,1989,14532
36000,New York,1989,22461
37000,North Carolina,1989,16708
38000,North Dakota,1989,14671
39000,Ohio,1989,17703
40000,Oklahoma,1989,15402
41000,Oregon,1989,17235
42000,Pennsylvania,1989,18543
44000,Rhode Island,1989,19839
45000,South Carolina,1989,15190
46000,South Dakota,1989,15060
47000,Tennessee,1989,15847
48000,Texas,1989,16417
49000,Utah,1989,14050
50000,Vermont,1989,17782
51000,Virginia,1989,20136
53000,Washington,1989,19028
54000,West Virginia,1989,13618
55000,Wisconsin,1989,17612
56000,Wyoming,1989,16673
91000,New England,1989,22234
92000,Mideast,1989,21576
93000,Great Lakes,1989,18326
94000,Plains,1989,17469
95000,Southeast,1989,16639
96000,Southwest,1989,16232
97000,Rocky Mountain,1989,16663
98000,Far West,1989,20147
0,United States,1990,19621
1000,Alabama,1990,15861
2000,Alaska,1990,23213
4000,Arizona,1990,17323
5000,Arkansas,1990,14622
6000,California,1990,21485
8000,Colorado,1990,19853
9000,Connecticut,1990,26394
10000,Delaware,1990,21457
11000,District of Columbia,1990,26132
12000,Florida,1990,19763
13000,Georgia,1990,17835
15000,Hawaii *,1990,22433
16000,Idaho,1990,16152
17000,Illinois,1990,21025
18000,Indiana,1990,17768
19000,Iowa,1990,17628
20000,Kansas,1990,18438
21000,Kentucky,1990,15613
22000,Louisiana,1990,15369
23000,Maine,1990,17756
24000,Maryland,1990,23104
25000,Massachusetts,1990,23118
26000,Michigan,1990,19051
27000,Minnesota,1990,19935
28000,Mississippi,1990,13356
29000,Missouri,1990,17920
30000,Montana,1990,15469
31000,Nebraska,1990,18487
32000,Nevada,1990,20516
33000,New Hampshire,1990,20682
34000,New Jersey,1990,24754
35000,New Mexico,1990,15314
36000,New York,1990,23990
37000,North Carolina,1990,17485
38000,North Dakota,1990,16084
39000,Ohio,1990,18683
40000,Oklahoma,1990,16235
41000,Oregon,1990,18159
42000,Pennsylvania,1990,19566
44000,Rhode Island,1990,20316
45000,South Carolina,1990,16109
46000,South Dakota,1990,16475
47000,Tennessee,1990,16709
48000,Texas,1990,17455
49000,Utah,1990,15010
50000,Vermont,1990,18233
51000,Virginia,1990,20840
53000,Washington,1990,20222
54000,West Virginia,1990,14608
55000,Wisconsin,1990,18438
56000,Wyoming,1990,18147
91000,New England,1990,22808
92000,Mideast,1990,22816
93000,Great Lakes,1990,19252
94000,Plains,1990,18374
95000,Southeast,1990,17472
96000,Southwest,1990,17157
97000,Rocky Mountain,1990,17606
98000,Far West,1990,21119
0,United States,1991,20030
1000,Alabama,1991,16572
2000,Alaska,1991,23510
4000,Arizona,1991,17731
5000,Arkansas,1991,15299
6000,California,1991,21857
8000,Colorado,1991,20549
9000,Connecticut,1991,26588
10000,Delaware,1991,22247
11000,District of Columbia,1991,27521
12000,Florida,1991,20073
13000,Georgia,1991,18322
15000,Hawaii *,1991,23253
16000,Idaho,1991,16509
17000,Illinois,1991,21253
18000,Indiana,1991,18121
19000,Iowa,1991,17924
20000,Kansas,1991,18934
21000,Kentucky,1991,16345
22000,Louisiana,1991,16084
23000,Maine,1991,17986
24000,Maryland,1991,23605
25000,Massachusetts,1991,23486
26000,Michigan,1991,19298
27000,Minnesota,1991,20322
28000,Mississippi,1991,13964
29000,Missouri,1991,18559
30000,Montana,1991,16298
31000,Nebraska,1991,18989
32000,Nevada,1991,21228
33000,New Hampshire,1991,21436
34000,New Jersey,1991,25072
35000,New Mexico,1991,16034
36000,New York,1991,23868
37000,North Carolina,1991,17967
38000,North Dakota,1991,16340
39000,Ohio,1991,18973
40000,Oklahoma,1991,16589
41000,Oregon,1991,18670
42000,Pennsylvania,1991,20244
44000,Rhode Island,1991,20419
45000,South Carolina,1991,16495
46000,South Dakota,1991,17006
47000,Tennessee,1991,17318
48000,Texas,1991,17897
49000,Utah,1991,15656
50000,Vermont,1991,18465
51000,Virginia,1991,21431
53000,Washington,1991,21129
54000,West Virginia,1991,15182
55000,Wisconsin,1991,18936
56000,Wyoming,1991,18818
91000,New England,1991,23125
92000,Mideast,1991,23092
93000,Great Lakes,1991,19549
94000,Plains,1991,18849
95000,Southeast,1991,18005
96000,Southwest,1991,17601
97000,Rocky Mountain,1991,18255
98000,Far West,1991,21585
0,United States,1992,21090
1000,Alabama,1992,17583
2000,Alaska,1992,24240
4000,Arizona,1992,18309
5000,Arkansas,1992,16438
6000,California,1992,22678
8000,Colorado,1992,21625
9000,Connecticut,1992,28560
10000,Delaware,1992,22814
11000,District of Columbia,1992,29067
12000,Florida,1992,20825
13000,Georgia,1992,19360
15000,Hawaii *,1992,24542
16000,Idaho,1992,17640
17000,Illinois,1992,22724
18000,Indiana,1992,19411
19000,Iowa,1992,19086
20000,Kansas,1992,20115
21000,Kentucky,1992,17407
22000,Louisiana,1992,17066
23000,Maine,1992,18833
24000,Maryland,1992,24503
25000,Massachusetts,1992,24628
26000,Michigan,1992,20280
27000,Minnesota,1992,21581
28000,Mississippi,1992,14888
29000,Missouri,1992,19578
30000,Montana,1992,16971
31000,Nebraska,1992,19984
32000,Nevada,1992,22554
33000,New Hampshire,1992,22337
34000,New Jersey,1992,26713
35000,New Mexico,1992,16800
36000,New York,1992,25061
37000,North Carolina,1992,19236
38000,North Dakota,1992,17849
39000,Ohio,1992,20056
40000,Oklahoma,1992,17399
41000,Oregon,1992,19546
42000,Pennsylvania,1992,21250
44000,Rhode Island,1992,21329
45000,South Carolina,1992,17316
46000,South Dakota,1992,18156
47000,Tennessee,1992,18625
48000,Texas,1992,18956
49000,Utah,1992,16401
50000,Vermont,1992,19627
51000,Virginia,1992,22398
53000,Washington,1992,22237
54000,West Virginia,1992,16277
55000,Wisconsin,1992,20179
56000,Wyoming,1992,19583
91000,New England,1992,24405
92000,Mideast,1992,24277
93000,Great Lakes,1992,20762
94000,Plains,1992,19995
95000,Southeast,1992,19012
96000,Southwest,1992,18541
97000,Rocky Mountain,1992,19200
98000,Far West,1992,22471
0,United States,1993,21733
1000,Alabama,1993,18129
2000,Alaska,1993,25036
4000,Arizona,1993,18950
5000,Arkansas,1993,16956
6000,California,1993,23013
8000,Colorado,1993,22639
9000,Connecticut,1993,29417
10000,Delaware,1993,23312
11000,District of Columbia,1993,30349
12000,Florida,1993,21641
13000,Georgia,1993,20087
15000,Hawaii *,1993,25133
16000,Idaho,1993,18688
17000,Illinois,1993,23317
18000,Indiana,1993,20232
19000,Iowa,1993,19053
20000,Kansas,1993,20853
21000,Kentucky,1993,17871
22000,Louisiana,1993,17809
23000,Maine,1993,19395
24000,Maryland,1993,25239
25000,Massachusetts,1993,25471
26000,Michigan,1993,21219
27000,Minnesota,1993,21947
28000,Mississippi,1993,15667
29000,Missouri,1993,20265
30000,Montana,1993,17950
31000,Nebraska,1993,20478
32000,Nevada,1993,23360
33000,New Hampshire,1993,22831
34000,New Jersey,1993,27374
35000,New Mexico,1993,17616
36000,New York,1993,25581
37000,North Carolina,1993,20085
38000,North Dakota,1993,18009
39000,Ohio,1993,20752
40000,Oklahoma,1993,17910
41000,Oregon,1993,20452
42000,Pennsylvania,1993,21930
44000,Rhode Island,1993,22180
45000,South Carolina,1993,17991
46000,South Dakota,1993,18737
47000,Tennessee,1993,19482
48000,Texas,1993,19624
49000,Utah,1993,17115
50000,Vermont,1993,20218
51000,Virginia,1993,23192
53000,Washington,1993,22860
54000,West Virginia,1993,16780
55000,Wisconsin,1993,20986
56000,Wyoming,1993,20419
91000,New England,1993,25182
92000,Mideast,1993,24900
93000,Great Lakes,1993,21513
94000,Plains,1993,20459
95000,Southeast,1993,19753
96000,Southwest,1993,19196
97000,Rocky Mountain,1993,20135
98000,Far West,1993,22909
0,United States,1994,22575
1000,Alabama,1994,18977
2000,Alaska,1994,25713
4000,Arizona,1994,19869
5000,Arkansas,1994,17758
6000,California,1994,23581
8000,Colorado,1994,23625
9000,Connecticut,1994,30188
10000,Delaware,1994,23922
11000,District of Columbia,1994,31370
12000,Florida,1994,22310
13000,Georgia,1994,21090
15000,Hawaii *,1994,25400
16000,Idaho,1994,19368
17000,Illinois,1994,24349
18000,Indiana,1994,21297
19000,Iowa,1994,20677
20000,Kansas,1994,21599
21000,Kentucky,1994,18604
22000,Louisiana,1994,18840
23000,Maine,1994,20187
24000,Maryland,1994,26161
25000,Massachusetts,1994,26607
26000,Michigan,1994,22687
27000,Minnesota,1994,23242
28000,Mississippi,1994,16737
29000,Missouri,1994,21296
30000,Montana,1994,18095
31000,Nebraska,1994,21617
32000,Nevada,1994,24335
33000,New Hampshire,1994,24088
34000,New Jersey,1994,28110
35000,New Mexico,1994,18291
36000,New York,1994,26259
37000,North Carolina,1994,20951
38000,North Dakota,1994,19460
39000,Ohio,1994,21816
40000,Oklahoma,1994,18537
41000,Oregon,1994,21475
42000,Pennsylvania,1994,22616
44000,Rhode Island,1994,22728
45000,South Carolina,1994,18867
46000,South Dakota,1994,19962
47000,Tennessee,1994,20357
48000,Texas,1994,20287
49000,Utah,1994,17933
50000,Vermont,1994,20977
51000,Virginia,1994,24098
53000,Washington,1994,23600
54000,West Virginia,1994,17480
55000,Wisconsin,1994,22088
56000,Wyoming,1994,21034
91000,New England,1994,26144
92000,Mideast,1994,25622
93000,Great Lakes,1994,22663
94000,Plains,1994,21642
95000,Southeast,1994,20605
96000,Southwest,1994,19896
97000,Rocky Mountain,1994,20928
98000,Far West,1994,23537
0,United States,1995,23607
1000,Alabama,1995,19892
2000,Alaska,1995,26399
4000,Arizona,1995,20753
5000,Arkansas,1995,18602
6000,California,1995,24629
8000,Colorado,1995,24995
9000,Connecticut,1995,31780
10000,Delaware,1995,24902
11000,District of Columbia,1995,32077
12000,Florida,1995,23496
13000,Georgia,1995,22235
15000,Hawaii *,1995,25788
16000,Idaho,1995,20252
17000,Illinois,1995,25633
18000,Indiana,1995,22047
19000,Iowa,1995,21388
20000,Kansas,1995,22349
21000,Kentucky,1995,19307
22000,Louisiana,1995,19630
23000,Maine,1995,21053
24000,Maryland,1995,27070
25000,Massachusetts,1995,27964
26000,Michigan,1995,23801
27000,Minnesota,1995,24320
28000,Mississippi,1995,17488
29000,Missouri,1995,22236
30000,Montana,1995,18728
31000,Nebraska,1995,22593
32000,Nevada,1995,25379
33000,New Hampshire,1995,25228
34000,New Jersey,1995,29588
35000,New Mexico,1995,19223
36000,New York,1995,27576
37000,North Carolina,1995,21987
38000,North Dakota,1995,19404
39000,Ohio,1995,22771
40000,Oklahoma,1995,19173
41000,Oregon,1995,22663
42000,Pennsylvania,1995,23583
44000,Rhode Island,1995,23918
45000,South Carolina,1995,19765
46000,South Dakota,1995,20169
47000,Tennessee,1995,21469
48000,Texas,1995,21246
49000,Utah,1995,19019
50000,Vermont,1995,21885
51000,Virginia,1995,25035
53000,Washington,1995,24475
54000,West Virginia,1995,18037
55000,Wisconsin,1995,23015
56000,Wyoming,1995,21818
91000,New England,1995,27462
92000,Mideast,1995,26816
93000,Great Lakes,1995,23713
94000,Plains,1995,22495
95000,Southeast,1995,21604
96000,Southwest,1995,20806
97000,Rocky Mountain,1995,22053
98000,Far West,1995,24549
0,United States,1996,24771
1000,Alabama,1996,20630
2000,Alaska,1996,26953
4000,Arizona,1996,21737
5000,Arkansas,1996,19458
6000,California,1996,25912
8000,Colorado,1996,26336
9000,Connecticut,1996,33191
10000,Delaware,1996,26227
11000,District of Columbia,1996,33872
12000,Florida,1996,24500
13000,Georgia,1996,23475
15000,Hawaii *,1996,25665
16000,Idaho,1996,21058
17000,Illinois,1996,27066
18000,Indiana,1996,23089
19000,Iowa,1996,23209
20000,Kansas,1996,23688
21000,Kentucky,1996,20314
22000,Louisiana,1996,20409
23000,Maine,1996,22139
24000,Maryland,1996,28119
25000,Massachusetts,1996,29545
26000,Michigan,1996,24821
27000,Minnesota,1996,25932
28000,Mississippi,1996,18386
29000,Missouri,1996,23321
30000,Montana,1996,19411
31000,Nebraska,1996,24371
32000,Nevada,1996,26667
33000,New Hampshire,1996,26339
34000,New Jersey,1996,31052
35000,New Mexico,1996,19826
36000,New York,1996,28936
37000,North Carolina,1996,23040
38000,North Dakota,1996,21627
39000,Ohio,1996,23762
40000,Oklahoma,1996,20126
41000,Oregon,1996,23974
42000,Pennsylvania,1996,24743
44000,Rhode Island,1996,24657
45000,South Carolina,1996,20755
46000,South Dakota,1996,22157
47000,Tennessee,1996,22301
48000,Texas,1996,22397
49000,Utah,1996,20183
50000,Vermont,1996,22883
51000,Virginia,1996,25973
53000,Washington,1996,25898
54000,West Virginia,1996,18767
55000,Wisconsin,1996,24129
56000,Wyoming,1996,22693
91000,New England,1996,28822
92000,Mideast,1996,28113
93000,Great Lakes,1996,24853
94000,Plains,1996,24002
95000,Southeast,1996,22576
96000,Southwest,1996,21876
97000,Rocky Mountain,1996,23185
98000,Far West,1996,25804
0,United States,1998,27557
1000,Alabama,1998,22692
2000,Alaska,1998,29220
4000,Arizona,1998,24176
5000,Arkansas,1998,21222
6000,California,1998,29100
8000,Colorado,1998,29903
9000,Connecticut,1998,37835
10000,Delaware,1998,29479
11000,District of Columbia,1998,38097
12000,Florida,1998,26854
13000,Georgia,1998,26159
15000,Hawaii *,1998,26769
16000,Idaho,1998,22816
17000,Illinois,1998,29934
18000,Indiana,1998,25813
19000,Iowa,1998,25260
20000,Kansas,1998,26238
21000,Kentucky,1998,22469
22000,Louisiana,1998,22283
23000,Maine,1998,24794
24000,Maryland,1998,31486
25000,Massachusetts,1998,32914
26000,Michigan,1998,27432
27000,Minnesota,1998,29187
28000,Mississippi,1998,20180
29000,Missouri,1998,25564
30000,Montana,1998,21494
31000,Nebraska,1998,26454
32000,Nevada,1998,29291
33000,New Hampshire,1998,30293
34000,New Jersey,1998,34660
35000,New Mexico,1998,21389
36000,New York,1998,32022
37000,North Carolina,1998,25454
38000,North Dakota,1998,23327
39000,Ohio,1998,26454
40000,Oklahoma,1998,21992
41000,Oregon,1998,26063
42000,Pennsylvania,1998,27327
44000,Rhode Island,1998,27552
45000,South Carolina,1998,22947
46000,South Dakota,1998,24328
47000,Tennessee,1998,25141
48000,Texas,1998,25502
49000,Utah,1998,22284
50000,Vermont,1998,25667
51000,Virginia,1998,28992
53000,Washington,1998,29531
54000,West Virginia,1998,20453
55000,Wisconsin,1998,27054
56000,Wyoming,1998,25741
91000,New England,1998,32426
92000,Mideast,1998,31216
93000,Great Lakes,1998,27609
94000,Plains,1998,26485
95000,Southeast,1998,24965
96000,Southwest,1998,24649
97000,Rocky Mountain,1998,25987
98000,Far West,1998,28880
0,United States,1997,25993
1000,Alabama,1997,21516
2000,Alaska,1997,28185
4000,Arizona,1997,22804
5000,Arkansas,1997,20187
6000,California,1997,27171
8000,Colorado,1997,27675
9000,Connecticut,1997,35228
10000,Delaware,1997,27069
11000,District of Columbia,1997,35739
12000,Florida,1997,25378
13000,Georgia,1997,24404
15000,Hawaii *,1997,26334
16000,Idaho,1997,21506
17000,Illinois,1997,28422
18000,Indiana,1997,24096
19000,Iowa,1997,24197
20000,Kansas,1997,24958
21000,Kentucky,1997,21388
22000,Louisiana,1997,21352
23000,Maine,1997,23247
24000,Maryland,1997,29432
25000,Massachusetts,1997,31180
26000,Michigan,1997,25990
27000,Minnesota,1997,27087
28000,Mississippi,1997,19221
29000,Missouri,1997,24507
30000,Montana,1997,20159
31000,Nebraska,1997,24915
32000,Nevada,1997,27534
33000,New Hampshire,1997,27975
34000,New Jersey,1997,32804
35000,New Mexico,1997,20576
36000,New York,1997,30443
37000,North Carolina,1997,24251
38000,North Dakota,1997,21196
39000,Ohio,1997,25078
40000,Oklahoma,1997,21072
41000,Oregon,1997,25015
42000,Pennsylvania,1997,25967
44000,Rhode Island,1997,25975
45000,South Carolina,1997,21728
46000,South Dakota,1997,22582
47000,Tennessee,1997,23267
48000,Texas,1997,23919
49000,Utah,1997,21288
50000,Vermont,1997,23999
51000,Virginia,1997,27360
53000,Washington,1997,27405
54000,West Virginia,1997,19587
55000,Wisconsin,1997,25429
56000,Wyoming,1997,24282
91000,New England,1997,30459
92000,Mideast,1997,29564
93000,Great Lakes,1997,26105
94000,Plains,1997,25021
95000,Southeast,1997,23580
96000,Southwest,1997,23217
97000,Rocky Mountain,1997,24306
98000,Far West,1997,27048
0,United States,1999,28675
1000,Alabama,1999,23352
2000,Alaska,1999,29892
4000,Arizona,1999,24813
5000,Arkansas,1999,21861
6000,California,1999,30640
8000,Colorado,1999,31477
9000,Connecticut,1999,39693
10000,Delaware,1999,31188
11000,District of Columbia,1999,39563
12000,Florida,1999,27678
13000,Georgia,1999,27275
15000,Hawaii *,1999,27809
16000,Idaho,1999,23788
17000,Illinois,1999,31024
18000,Indiana,1999,26693
19000,Iowa,1999,25819
20000,Kansas,1999,26936
21000,Kentucky,1999,23255
22000,Louisiana,1999,22731
23000,Maine,1999,25892
24000,Maryland,1999,33124
25000,Massachusetts,1999,34889
26000,Michigan,1999,28695
27000,Minnesota,1999,30318
28000,Mississippi,1999,20684
29000,Missouri,1999,26416
30000,Montana,1999,21830
31000,Nebraska,1999,27552
32000,Nevada,1999,30292
33000,New Hampshire,1999,31882
34000,New Jersey,1999,35989
35000,New Mexico,1999,21722
36000,New York,1999,33673
37000,North Carolina,1999,26262
38000,North Dakota,1999,23793
39000,Ohio,1999,27277
40000,Oklahoma,1999,22377
41000,Oregon,1999,26792
42000,Pennsylvania,1999,28451
44000,Rhode Island,1999,28596
45000,South Carolina,1999,23789
46000,South Dakota,1999,25327
47000,Tennessee,1999,25815
48000,Texas,1999,26337
49000,Utah,1999,23078
50000,Vermont,1999,27112
51000,Virginia,1999,30615
53000,Washington,1999,31141
54000,West Virginia,1999,21057
55000,Wisconsin,1999,28020
56000,Wyoming,1999,27488
91000,New England,1999,34162
92000,Mideast,1999,32672
93000,Great Lakes,1999,28628
94000,Plains,1999,27362
95000,Southeast,1999,25839
96000,Southwest,1999,25376
97000,Rocky Mountain,1999,27195
98000,Far West,1999,30324
0,United States,1940,600
1000,Alabama,1940,281
2000,Alaska,1940,
4000,Arizona,1940,506
5000,Arkansas,1940,257
6000,California,1940,856
8000,Colorado,1940,548
9000,Connecticut,1940,931
10000,Delaware,1940,1038
11000,District of Columbia,1940,1221
12000,Florida,1940,531
13000,Georgia,1940,338
15000,Hawaii *,1940,
16000,Idaho,1940,459
17000,Illinois,1940,758
18000,Indiana,1940,552
19000,Iowa,1940,494
20000,Kansas,1940,425
21000,Kentucky,1940,322
22000,Louisiana,1940,365
23000,Maine,1940,532
24000,Maryland,1940,723
25000,Massachusetts,1940,793
26000,Michigan,1940,683
27000,Minnesota,1940,524
28000,Mississippi,1940,212
29000,Missouri,1940,520
30000,Montana,1940,566
31000,Nebraska,1940,440
32000,Nevada,1940,902
33000,New Hampshire,1940,586
34000,New Jersey,1940,830
35000,New Mexico,1940,377
36000,New York,1940,883
37000,North Carolina,1940,323
38000,North Dakota,1940,352
39000,Ohio,1940,664
40000,Oklahoma,1940,374
41000,Oregon,1940,611
42000,Pennsylvania,1940,659
44000,Rhode Island,1940,767
45000,South Carolina,1940,314
46000,South Dakota,1940,357
47000,Tennessee,1940,339
48000,Texas,1940,438
49000,Utah,1940,484
50000,Vermont,1940,519
51000,Virginia,1940,480
53000,Washington,1940,667
54000,West Virginia,1940,409
55000,Wisconsin,1940,548
56000,Wyoming,1940,602
91000,New England,1940,768
92000,Mideast,1940,802
93000,Great Lakes,1940,668
94000,Plains,1940,480
95000,Southeast,1940,345
96000,Southwest,1940,423
97000,Rocky Mountain,1940,529
98000,Far West,1940,796
0,United States,1939,561
1000,Alabama,1939,251
2000,Alaska,1939,
4000,Arizona,1939,491
5000,Arkansas,1939,246
6000,California,1939,790
8000,Colorado,1939,519
9000,Connecticut,1939,847
10000,Delaware,1939,907
11000,District of Columbia,1939,1164
12000,Florida,1939,502
13000,Georgia,1939,308
15000,Hawaii *,1939,
16000,Idaho,1939,431
17000,Illinois,1939,710
18000,Indiana,1939,518
19000,Iowa,1939,468
20000,Kansas,1939,382
21000,Kentucky,1939,305
22000,Louisiana,1939,359
23000,Maine,1939,500
24000,Maryland,1939,673
25000,Massachusetts,1939,736
26000,Michigan,1939,628
27000,Minnesota,1939,517
28000,Mississippi,1939,201
29000,Missouri,1939,504
30000,Montana,1939,530
31000,Nebraska,1939,399
32000,Nevada,1939,864
33000,New Hampshire,1939,566
34000,New Jersey,1939,757
35000,New Mexico,1939,356
36000,New York,1939,837
37000,North Carolina,1939,312
38000,North Dakota,1939,316
39000,Ohio,1939,620
40000,Oklahoma,1939,348
41000,Oregon,1939,571
42000,Pennsylvania,1939,609
44000,Rhode Island,1939,732
45000,South Carolina,1939,275
46000,South Dakota,1939,341
47000,Tennessee,1939,310
48000,Texas,1939,417
49000,Utah,1939,460
50000,Vermont,1939,492
51000,Virginia,1939,431
53000,Washington,1939,618
54000,West Virginia,1939,390
55000,Wisconsin,1939,515
56000,Wyoming,1939,586
91000,New England,1939,714
92000,Mideast,1939,750
93000,Great Lakes,1939,623
94000,Plains,1939,457
95000,Southeast,1939,321
96000,Southwest,1939,401
97000,Rocky Mountain,1939,501
98000,Far West,1939,736
0,United States,1941,730
1000,Alabama,1941,379
2000,Alaska,1941,
4000,Arizona,1941,649
5000,Arkansas,1941,344
6000,California,1941,1034
8000,Colorado,1941,655
9000,Connecticut,1941,1159
10000,Delaware,1941,1179
11000,District of Columbia,1941,1271
12000,Florida,1941,634
13000,Georgia,1941,432
15000,Hawaii *,1941,
16000,Idaho,1941,594
17000,Illinois,1941,901
18000,Indiana,1941,726
19000,Iowa,1941,603
20000,Kansas,1941,556
21000,Kentucky,1941,401
22000,Louisiana,1941,465
23000,Maine,1941,641
24000,Maryland,1941,896
25000,Massachusetts,1941,921
26000,Michigan,1941,834
27000,Minnesota,1941,616
28000,Mississippi,1941,316
29000,Missouri,1941,646
30000,Montana,1941,708
31000,Nebraska,1941,548
32000,Nevada,1941,1001
33000,New Hampshire,1941,720
34000,New Jersey,1941,969
35000,New Mexico,1941,476
36000,New York,1941,1012
37000,North Carolina,1941,430
38000,North Dakota,1941,521
39000,Ohio,1941,828
40000,Oklahoma,1941,436
41000,Oregon,1941,823
42000,Pennsylvania,1941,786
44000,Rhode Island,1941,958
45000,South Carolina,1941,415
46000,South Dakota,1941,470
47000,Tennessee,1941,441
48000,Texas,1941,539
49000,Utah,1941,600
50000,Vermont,1941,650
51000,Virginia,1941,614
53000,Washington,1941,885
54000,West Virginia,1941,500
55000,Wisconsin,1941,673
56000,Wyoming,1941,793
91000,New England,1941,923
92000,Mideast,1941,933
93000,Great Lakes,1941,820
94000,Plains,1941,597
95000,Southeast,1941,447
96000,Southwest,1941,517
97000,Rocky Mountain,1941,656
98000,Far West,1941,986
0,United States,1943,1133
1000,Alabama,1943,676
2000,Alaska,1943,
4000,Arizona,1943,1045
5000,Arkansas,1943,572
6000,California,1943,1589
8000,Colorado,1943,1067
9000,Connecticut,1943,1621
10000,Delaware,1943,1491
11000,District of Columbia,1943,1630
12000,Florida,1943,1057
13000,Georgia,1943,749
15000,Hawaii *,1943,
16000,Idaho,1943,1040
17000,Illinois,1943,1278
18000,Indiana,1943,1150
