GeoFips,GeoName,Year,Per Capita Personal Income
19000,Iowa,1943,1024
20000,Kansas,1943,1062
21000,Kentucky,1943,717
22000,Louisiana,1943,811
23000,Maine,1943,1126
24000,Maryland,1943,1325
25000,Massachusetts,1943,1296
26000,Michigan,1943,1372
27000,Minnesota,1943,955
28000,Mississippi,1943,553
29000,Missouri,1943,980
30000,Montana,1943,1155
31000,Nebraska,1943,1029
32000,Nevada,1943,1550
33000,New Hampshire,1943,1002
34000,New Jersey,1943,1454
35000,New Mexico,1943,803
36000,New York,1943,1416
37000,North Carolina,1943,713
38000,North Dakota,1943,959
39000,Ohio,1943,1273
40000,Oklahoma,1943,802
41000,Oregon,1943,1403
42000,Pennsylvania,1943,1169
44000,Rhode Island,1943,1246
45000,South Carolina,1943,675
46000,South Dakota,1943,853
47000,Tennessee,1943,745
48000,Texas,1943,970
49000,Utah,1943,1164
50000,Vermont,1943,947
51000,Virginia,1943,887
53000,Washington,1943,1507
54000,West Virginia,1943,748
55000,Wisconsin,1943,1065
56000,Wyoming,1943,1171
91000,New England,1943,1314
92000,Mideast,1943,1344
93000,Great Lakes,1943,1255
94000,Plains,1943,992
95000,Southeast,1943,751
96000,Southwest,1943,931
97000,Rocky Mountain,1943,1106
98000,Far West,1943,1556
0,United States,1942,930
1000,Alabama,1942,532
2000,Alaska,1942,
4000,Arizona,1942,953
5000,Arkansas,1942,491
6000,California,1942,1324
8000,Colorado,1942,917
9000,Connecticut,1942,1440
10000,Delaware,1942,1312
11000,District of Columbia,1942,1474
12000,Florida,1942,837
13000,Georgia,1942,592
15000,Hawaii *,1942,
16000,Idaho,1942,919
17000,Illinois,1942,1049
18000,Indiana,1942,919
19000,Iowa,1942,829
20000,Kansas,1942,860
21000,Kentucky,1942,551
22000,Louisiana,1942,617
23000,Maine,1942,873
24000,Maryland,1942,1157
25000,Massachusetts,1942,1102
26000,Michigan,1942,1058
27000,Minnesota,1942,799
28000,Mississippi,1942,457
29000,Missouri,1942,819
30000,Montana,1942,901
31000,Nebraska,1942,823
32000,Nevada,1942,1592
33000,New Hampshire,1942,871
34000,New Jersey,1942,1185
35000,New Mexico,1942,656
36000,New York,1942,1191
37000,North Carolina,1942,588
38000,North Dakota,1942,658
39000,Ohio,1942,1032
40000,Oklahoma,1942,639
41000,Oregon,1942,1132
42000,Pennsylvania,1942,965
44000,Rhode Island,1942,1189
45000,South Carolina,1942,580
46000,South Dakota,1942,755
47000,Tennessee,1942,570
48000,Texas,1942,742
49000,Utah,1942,907
50000,Vermont,1942,783
51000,Virginia,1942,847
53000,Washington,1942,1233
54000,West Virginia,1942,617
55000,Wisconsin,1942,872
56000,Wyoming,1942,974
91000,New England,1942,1132
92000,Mideast,1942,1124
93000,Great Lakes,1942,1009
94000,Plains,1942,812
95000,Southeast,1942,611
96000,Southwest,1942,726
97000,Rocky Mountain,1942,917
98000,Far West,1942,1292
0,United States,1949,1406
1000,Alabama,1949,838
2000,Alaska,1949,
4000,Arizona,1949,1343
5000,Arkansas,1949,818
6000,California,1949,1800
8000,Colorado,1949,1478
9000,Connecticut,1949,1682
10000,Delaware,1949,1804
11000,District of Columbia,1949,2286
12000,Florida,1949,1246
13000,Georgia,1949,983
15000,Hawaii *,1949,
16000,Idaho,1949,1297
17000,Illinois,1949,1690
18000,Indiana,1949,1357
19000,Iowa,1949,1362
20000,Kansas,1949,1314
21000,Kentucky,1949,940
22000,Louisiana,1949,1082
23000,Maine,1949,1214
24000,Maryland,1949,1541
25000,Massachusetts,1949,1498
26000,Michigan,1949,1523
27000,Minnesota,1949,1335
28000,Mississippi,1949,711
29000,Missouri,1949,1332
30000,Montana,1949,1433
31000,Nebraska,1949,1361
32000,Nevada,1949,1868
33000,New Hampshire,1949,1297
34000,New Jersey,1949,1639
35000,New Mexico,1949,1188
36000,New York,1949,1738
37000,North Carolina,1949,978
38000,North Dakota,1949,1231
39000,Ohio,1949,1456
40000,Oklahoma,1949,1180
41000,Oregon,1949,1641
42000,Pennsylvania,1949,1403
44000,Rhode Island,1949,1414
45000,South Carolina,1949,885
46000,South Dakota,1949,1121
47000,Tennessee,1949,959
48000,Texas,1949,1319
49000,Utah,1949,1295
50000,Vermont,1949,1147
51000,Virginia,1949,1185
53000,Washington,1949,1656
54000,West Virginia,1949,1016
55000,Wisconsin,1949,1391
56000,Wyoming,1949,1702
91000,New England,1949,1478
92000,Mideast,1949,1620
93000,Great Lakes,1949,1517
94000,Plains,1949,1325
95000,Southeast,1949,982
96000,Southwest,1949,1287
97000,Rocky Mountain,1949,1422
98000,Far West,1949,1761
0,United States,1945,1261
1000,Alabama,1945,799
2000,Alaska,1945,
4000,Arizona,1945,1150
5000,Arkansas,1945,753
6000,California,1945,1620
8000,Colorado,1945,1213
9000,Connecticut,1945,1592
10000,Delaware,1945,1552
11000,District of Columbia,1945,1754
12000,Florida,1945,1215
13000,Georgia,1945,899
15000,Hawaii *,1945,
16000,Idaho,1945,1144
17000,Illinois,1945,1488
18000,Indiana,1945,1265
19000,Iowa,1945,1096
20000,Kansas,1945,1179
21000,Kentucky,1945,815
22000,Louisiana,1945,908
23000,Maine,1945,1101
24000,Maryland,1945,1349
25000,Massachusetts,1945,1382
26000,Michigan,1945,1342
27000,Minnesota,1945,1119
28000,Mississippi,1945,640
29000,Missouri,1945,1147
30000,Montana,1945,1212
31000,Nebraska,1945,1197
32000,Nevada,1945,1658
33000,New Hampshire,1945,1139
34000,New Jersey,1945,1609
35000,New Mexico,1945,971
36000,New York,1945,1681
37000,North Carolina,1945,835
38000,North Dakota,1945,1037
39000,Ohio,1945,1361
40000,Oklahoma,1945,989
41000,Oregon,1945,1372
42000,Pennsylvania,1945,1305
44000,Rhode Island,1945,1318
45000,South Carolina,1945,772
46000,South Dakota,1945,1083
47000,Tennessee,1945,926
48000,Texas,1945,1082
49000,Utah,1945,1153
50000,Vermont,1945,1047
51000,Virginia,1945,987
53000,Washington,1945,1452
54000,West Virginia,1945,900
55000,Wisconsin,1945,1191
56000,Wyoming,1945,1274
91000,New England,1945,1368
92000,Mideast,1945,1529
93000,Great Lakes,1945,1362
94000,Plains,1945,1133
95000,Southeast,1945,881
96000,Southwest,1945,1061
97000,Rocky Mountain,1945,1194
98000,Far West,1945,1569
0,United States,1944,1218
1000,Alabama,1944,753
2000,Alaska,1944,
4000,Arizona,1944,1076
5000,Arkansas,1944,698
6000,California,1944,1616
8000,Colorado,1944,1087
9000,Connecticut,1944,1622
10000,Delaware,1944,1529
11000,District of Columbia,1944,1670
12000,Florida,1944,1154
13000,Georgia,1944,852
15000,Hawaii *,1944,
16000,Idaho,1944,1110
17000,Illinois,1944,1405
18000,Indiana,1944,1209
19000,Iowa,1944,1004
20000,Kansas,1944,1182
21000,Kentucky,1944,778
22000,Louisiana,1944,896
23000,Maine,1944,1123
24000,Maryland,1944,1359
25000,Massachusetts,1944,1330
26000,Michigan,1944,1403
27000,Minnesota,1944,1012
28000,Mississippi,1944,642
29000,Missouri,1944,1083
30000,Montana,1944,1185
31000,Nebraska,1944,1101
32000,Nevada,1944,1526
33000,New Hampshire,1944,1082
34000,New Jersey,1944,1576
35000,New Mexico,1944,908
36000,New York,1944,1569
37000,North Carolina,1944,778
38000,North Dakota,1944,1020
39000,Ohio,1944,1330
40000,Oklahoma,1944,965
41000,Oregon,1944,1402
42000,Pennsylvania,1944,1272
44000,Rhode Island,1944,1312
45000,South Carolina,1944,753
46000,South Dakota,1944,976
47000,Tennessee,1944,879
48000,Texas,1944,1068
49000,Utah,1944,1078
50000,Vermont,1944,963
51000,Virginia,1944,938
53000,Washington,1944,1557
54000,West Virginia,1944,829
55000,Wisconsin,1944,1116
56000,Wyoming,1944,1243
91000,New England,1944,1343
92000,Mideast,1944,1464
93000,Great Lakes,1944,1327
94000,Plains,1944,1062
95000,Southeast,1944,839
96000,Southwest,1944,1039
97000,Rocky Mountain,1944,1117
98000,Far West,1944,1584
0,United States,1946,1278
1000,Alabama,1946,763
2000,Alaska,1946,
4000,Arizona,1946,1131
5000,Arkansas,1946,760
6000,California,1946,1706
8000,Colorado,1946,1231
9000,Connecticut,1946,1600
10000,Delaware,1946,1579
11000,District of Columbia,1946,1826
12000,Florida,1946,1200
13000,Georgia,1946,859
15000,Hawaii *,1946,
16000,Idaho,1946,1203
17000,Illinois,1946,1550
18000,Indiana,1946,1211
19000,Iowa,1946,1238
20000,Kansas,1946,1142
21000,Kentucky,1946,835
22000,Louisiana,1946,845
23000,Maine,1946,1148
24000,Maryland,1946,1352
25000,Massachusetts,1946,1422
26000,Michigan,1946,1338
27000,Minnesota,1946,1193
28000,Mississippi,1946,618
29000,Missouri,1946,1200
30000,Montana,1946,1309
31000,Nebraska,1946,1187
32000,Nevada,1946,1786
33000,New Hampshire,1946,1168
34000,New Jersey,1946,1547
35000,New Mexico,1946,947
36000,New York,1946,1725
37000,North Carolina,1946,875
38000,North Dakota,1946,1079
39000,Ohio,1946,1324
40000,Oklahoma,1946,960
41000,Oregon,1946,1390
42000,Pennsylvania,1946,1305
44000,Rhode Island,1946,1405
45000,South Carolina,1946,791
46000,South Dakota,1946,1121
47000,Tennessee,1946,880
48000,Texas,1946,1061
49000,Utah,1946,1121
50000,Vermont,1946,1096
51000,Virginia,1946,1050
53000,Washington,1946,1432
54000,West Virginia,1946,931
55000,Wisconsin,1946,1214
56000,Wyoming,1946,1365
91000,New England,1946,1407
92000,Mideast,1946,1541
93000,Great Lakes,1946,1365
94000,Plains,1946,1188
95000,Southeast,1946,877
96000,Southwest,1946,1038
97000,Rocky Mountain,1946,1228
98000,Far West,1946,1629
0,United States,1947,1340
1000,Alabama,1947,809
2000,Alaska,1947,
4000,Arizona,1947,1199
5000,Arkansas,1947,740
6000,California,1947,1724
8000,Colorado,1947,1372
9000,Connecticut,1947,1721
10000,Delaware,1947,1677
11000,District of Columbia,1947,1878
12000,Florida,1947,1195
13000,Georgia,1947,896
15000,Hawaii *,1947,
16000,Idaho,1947,1273
17000,Illinois,1947,1651
18000,Indiana,1947,1316
19000,Iowa,1947,1211
20000,Kansas,1947,1304
21000,Kentucky,1947,870
22000,Louisiana,1947,890
23000,Maine,1947,1182
24000,Maryland,1947,1385
25000,Massachusetts,1947,1458
26000,Michigan,1947,1474
27000,Minnesota,1947,1271
28000,Mississippi,1947,669
29000,Missouri,1947,1230
30000,Montana,1947,1480
31000,Nebraska,1947,1269
32000,Nevada,1947,1791
33000,New Hampshire,1947,1233
34000,New Jersey,1947,1589
35000,New Mexico,1947,1026
36000,New York,1947,1751
37000,North Carolina,1947,905
38000,North Dakota,1947,1467
39000,Ohio,1947,1411
40000,Oklahoma,1947,1031
41000,Oregon,1947,1515
42000,Pennsylvania,1947,1378
44000,Rhode Island,1947,1488
45000,South Carolina,1947,803
46000,South Dakota,1947,1254
47000,Tennessee,1947,896
48000,Texas,1947,1154
49000,Utah,1947,1196
50000,Vermont,1947,1132
51000,Virginia,1947,1052
53000,Washington,1947,1531
54000,West Virginia,1947,1036
55000,Wisconsin,1947,1298
56000,Wyoming,1947,1511
91000,New England,1947,1466
92000,Mideast,1947,1587
93000,Great Lakes,1947,1468
94000,Plains,1947,1260
95000,Southeast,1947,904
96000,Southwest,1947,1125
97000,Rocky Mountain,1947,1350
98000,Far West,1947,1672
0,United States,1948,1448
1000,Alabama,1948,881
2000,Alaska,1948,
4000,Arizona,1948,1354
5000,Arkansas,1948,881
6000,California,1948,1816
8000,Colorado,1948,1489
9000,Connecticut,1948,1742
10000,Delaware,1948,1679
11000,District of Columbia,1948,2120
12000,Florida,1948,1240
13000,Georgia,1948,997
15000,Hawaii *,1948,
16000,Idaho,1948,1352
17000,Illinois,1948,1817
18000,Indiana,1948,1448
19000,Iowa,1948,1621
20000,Kansas,1948,1350
21000,Kentucky,1948,1001
22000,Louisiana,1948,1023
23000,Maine,1948,1270
24000,Maryland,1948,1548
25000,Massachusetts,1948,1532
26000,Michigan,1948,1561
27000,Minnesota,1948,1451
28000,Mississippi,1948,797
29000,Missouri,1948,1378
30000,Montana,1948,1638
31000,Nebraska,1948,1545
32000,Nevada,1948,1811
33000,New Hampshire,1948,1312
34000,New Jersey,1948,1667
35000,New Mexico,1948,1156
36000,New York,1948,1783
37000,North Carolina,1948,1008
38000,North Dakota,1948,1462
39000,Ohio,1948,1541
40000,Oklahoma,1948,1144
41000,Oregon,1948,1676
42000,Pennsylvania,1948,1437
44000,Rhode Island,1948,1468
45000,South Carolina,1948,926
46000,South Dakota,1948,1503
47000,Tennessee,1948,970
48000,Texas,1948,1221
49000,Utah,1948,1287
50000,Vermont,1948,1220
51000,Virginia,1948,1202
53000,Washington,1948,1678
54000,West Virginia,1948,1105
55000,Wisconsin,1948,1436
56000,Wyoming,1948,1635
91000,New England,1948,1523
92000,Mideast,1948,1650
93000,Great Lakes,1948,1601
94000,Plains,1948,1460
95000,Southeast,1948,1010
96000,Southwest,1948,1211
97000,Rocky Mountain,1948,1462
98000,Far West,1948,1779
0,United States,1950,1533
1000,Alabama,1950,919
2000,Alaska,1950,2899
4000,Arizona,1950,1408
5000,Arkansas,1950,849
6000,California,1950,1947
8000,Colorado,1950,1584
9000,Connecticut,1950,1918
10000,Delaware,1950,2082
11000,District of Columbia,1950,2427
12000,Florida,1950,1351
13000,Georgia,1950,1087
15000,Hawaii *,1950,1580
16000,Idaho,1950,1352
17000,Illinois,1950,1842
18000,Indiana,1950,1525
19000,Iowa,1950,1539
20000,Kansas,1950,1481
21000,Kentucky,1950,998
22000,Louisiana,1950,1132
23000,Maine,1950,1226
24000,Maryland,1950,1702
25000,Massachusetts,1950,1685
26000,Michigan,1950,1717
27000,Minnesota,1950,1447
28000,Mississippi,1950,780
29000,Missouri,1950,1438
30000,Montana,1950,1678
31000,Nebraska,1950,1583
32000,Nevada,1950,2089
33000,New Hampshire,1950,1373
34000,New Jersey,1950,1820
35000,New Mexico,1950,1260
36000,New York,1950,1868
37000,North Carolina,1950,1095
38000,North Dakota,1950,1388
39000,Ohio,1950,1611
40000,Oklahoma,1950,1164
41000,Oregon,1950,1695
42000,Pennsylvania,1950,1552
44000,Rhode Island,1950,1601
45000,South Carolina,1950,943
46000,South Dakota,1950,1298
47000,Tennessee,1950,1040
48000,Texas,1950,1392
49000,Utah,1950,1391
50000,Vermont,1950,1189
51000,Virginia,1950,1327
53000,Washington,1950,1797
54000,West Virginia,1950,1051
55000,Wisconsin,1950,1515
56000,Wyoming,1950,1792
91000,New England,1950,1645
92000,Mideast,1950,1766
93000,Great Lakes,1950,1677
94000,Plains,1950,1469
95000,Southeast,1950,1065
96000,Southwest,1950,1341
97000,Rocky Mountain,1950,1540
98000,Far West,1950,1897
0,United States,1951,1704
1000,Alabama,1951,1071
2000,Alaska,1951,3401
4000,Arizona,1951,1677
5000,Arkansas,1951,970
6000,California,1951,2166
8000,Colorado,1951,1881
9000,Connecticut,1951,2191
10000,Delaware,1951,2168
11000,District of Columbia,1951,2547
12000,Florida,1951,1440
13000,Georgia,1951,1240
15000,Hawaii *,1951,1839
16000,Idaho,1951,1532
17000,Illinois,1951,2041
18000,Indiana,1951,1719
19000,Iowa,1951,1647
20000,Kansas,1951,1622
21000,Kentucky,1951,1172
22000,Louisiana,1951,1234
23000,Maine,1951,1360
24000,Maryland,1951,1895
25000,Massachusetts,1951,1857
26000,Michigan,1951,1896
27000,Minnesota,1951,1595
28000,Mississippi,1951,866
29000,Missouri,1951,1574
30000,Montana,1951,1834
31000,Nebraska,1951,1667
32000,Nevada,1951,2315
33000,New Hampshire,1951,1538
34000,New Jersey,1951,2024
35000,New Mexico,1951,1410
36000,New York,1951,2020
37000,North Carolina,1951,1217
38000,North Dakota,1951,1480
39000,Ohio,1951,1841
40000,Oklahoma,1951,1319
41000,Oregon,1951,1876
42000,Pennsylvania,1951,1719
44000,Rhode Island,1951,1779
45000,South Carolina,1951,1158
46000,South Dakota,1951,1520
47000,Tennessee,1951,1140
48000,Texas,1951,1524
49000,Utah,1951,1600
50000,Vermont,1951,1364
51000,Virginia,1951,1512
53000,Washington,1951,1955
54000,West Virginia,1951,1179
55000,Wisconsin,1951,1750
56000,Wyoming,1951,2023
91000,New England,1951,1836
92000,Mideast,1951,1932
93000,Great Lakes,1951,1883
94000,Plains,1951,1601
95000,Southeast,1951,1203
96000,Southwest,1951,1489
97000,Rocky Mountain,1951,1769
98000,Far West,1951,2109
0,United States,1953,1869
1000,Alabama,1953,1193
2000,Alaska,1953,3169
4000,Arizona,1953,1778
5000,Arkansas,1953,1084
6000,California,1953,2345
8000,Colorado,1953,1905
9000,Connecticut,1953,2431
10000,Delaware,1953,2350
11000,District of Columbia,1953,2599
12000,Florida,1953,1636
13000,Georgia,1953,1369
15000,Hawaii *,1953,2114
16000,Idaho,1953,1596
17000,Illinois,1953,2223
18000,Indiana,1953,1952
19000,Iowa,1953,1676
20000,Kansas,1953,1779
21000,Kentucky,1953,1327
22000,Louisiana,1953,1374
23000,Maine,1953,1505
24000,Maryland,1953,2115
25000,Massachusetts,1953,1994
26000,Michigan,1953,2198
27000,Minnesota,1953,1731
28000,Mississippi,1953,955
29000,Missouri,1953,1763
30000,Montana,1953,1842
31000,Nebraska,1953,1705
32000,Nevada,1953,2574
33000,New Hampshire,1953,1692
34000,New Jersey,1953,2262
35000,New Mexico,1953,1536
36000,New York,1953,2160
37000,North Carolina,1953,1304
38000,North Dakota,1953,1372
39000,Ohio,1953,2031
40000,Oklahoma,1953,1518
41000,Oregon,1953,1973
42000,Pennsylvania,1953,1903
44000,Rhode Island,1953,1930
45000,South Carolina,1953,1274
46000,South Dakota,1953,1483
47000,Tennessee,1953,1300
48000,Texas,1953,1641
49000,Utah,1953,1667
50000,Vermont,1953,1463
51000,Virginia,1953,1647
53000,Washington,1953,2168
54000,West Virginia,1953,1273
55000,Wisconsin,1953,1850
56000,Wyoming,1953,2005
91000,New England,1953,2002
92000,Mideast,1953,2106
93000,Great Lakes,1953,2090
94000,Plains,1953,1707
95000,Southeast,1953,1339
96000,Southwest,1953,1622
97000,Rocky Mountain,1953,1804
98000,Far West,1953,2291
0,United States,1952,1793
1000,Alabama,1952,1137
2000,Alaska,1952,3255
4000,Arizona,1952,1779
5000,Arkansas,1952,1043
6000,California,1952,2303
8000,Colorado,1952,1973
9000,Connecticut,1952,2336
10000,Delaware,1952,2258
11000,District of Columbia,1952,2693
12000,Florida,1952,1539
13000,Georgia,1952,1322
15000,Hawaii *,1952,2056
16000,Idaho,1952,1693
17000,Illinois,1952,2106
18000,Indiana,1952,1786
19000,Iowa,1952,1743
20000,Kansas,1952,1864
21000,Kentucky,1952,1256
22000,Louisiana,1952,1309
23000,Maine,1952,1490
24000,Maryland,1952,2039
25000,Massachusetts,1952,1944
26000,Michigan,1952,1984
27000,Minnesota,1952,1650
28000,Mississippi,1952,921
29000,Missouri,1952,1682
30000,Montana,1952,1855
31000,Nebraska,1952,1797
32000,Nevada,1952,2513
33000,New Hampshire,1952,1612
34000,New Jersey,1952,2144
35000,New Mexico,1952,1506
36000,New York,1952,2075
37000,North Carolina,1952,1256
38000,North Dakota,1952,1351
39000,Ohio,1952,1923
40000,Oklahoma,1952,1438
41000,Oregon,1952,1961
42000,Pennsylvania,1952,1797
44000,Rhode Island,1952,1835
45000,South Carolina,1952,1238
46000,South Dakota,1952,1357
47000,Tennessee,1952,1200
48000,Texas,1952,1606
49000,Utah,1952,1657
50000,Vermont,1952,1410
51000,Virginia,1952,1615
53000,Washington,1952,2063
54000,West Virginia,1952,1244
55000,Wisconsin,1952,1814
56000,Wyoming,1952,1986
91000,New England,1952,1937
92000,Mideast,1952,2014
93000,Great Lakes,1952,1958
94000,Plains,1952,1693
95000,Southeast,1952,1279
96000,Southwest,1952,1582
97000,Rocky Mountain,1952,1844
98000,Far West,1952,2240
0,United States,1955,1952
1000,Alabama,1955,1305
2000,Alaska,1955,2886
4000,Arizona,1955,1833
5000,Arkansas,1955,1202
6000,California,1955,2478
8000,Colorado,1955,1979
9000,Connecticut,1955,2516
10000,Delaware,1955,2542
11000,District of Columbia,1955,2623
12000,Florida,1955,1743
13000,Georgia,1955,1475
15000,Hawaii *,1955,2105
16000,Idaho,1955,1651
17000,Illinois,1955,2288
18000,Indiana,1955,1908
19000,Iowa,1955,1696
20000,Kansas,1955,1800
21000,Kentucky,1955,1368
22000,Louisiana,1955,1419
23000,Maine,1955,1644
24000,Maryland,1955,2141
25000,Massachusetts,1955,2116
26000,Michigan,1955,2229
27000,Minnesota,1955,1818
28000,Mississippi,1955,1069
29000,Missouri,1955,1849
30000,Montana,1955,1934
31000,Nebraska,1955,1693
32000,Nevada,1955,2657
33000,New Hampshire,1955,1869
34000,New Jersey,1955,2322
35000,New Mexico,1955,1641
36000,New York,1955,2310
37000,North Carolina,1955,1404
38000,North Dakota,1955,1544
39000,Ohio,1955,2098
40000,Oklahoma,1955,1560
41000,Oregon,1955,2048
42000,Pennsylvania,1955,1923
44000,Rhode Island,1955,2040
45000,South Carolina,1955,1272
46000,South Dakota,1955,1391
47000,Tennessee,1955,1351
48000,Texas,1955,1752
49000,Utah,1955,1738
50000,Vermont,1955,1560
51000,Virginia,1955,1754
53000,Washington,1955,2222
54000,West Virginia,1955,1318
55000,Wisconsin,1955,1891
56000,Wyoming,1955,2006
91000,New England,1955,2123
92000,Mideast,1955,2192
93000,Great Lakes,1955,2132
94000,Plains,1955,1760
95000,Southeast,1955,1425
96000,Southwest,1955,1717
97000,Rocky Mountain,1955,1873
98000,Far West,1955,2400
0,United States,1954,1855
1000,Alabama,1954,1167
2000,Alaska,1954,2927
4000,Arizona,1954,1766
5000,Arkansas,1954,1100
6000,California,1954,2323
8000,Colorado,1954,1881
9000,Connecticut,1954,2389
10000,Delaware,1954,2329
11000,District of Columbia,1954,2621
12000,Florida,1954,1628
13000,Georgia,1954,1351
15000,Hawaii *,1954,2110
16000,Idaho,1954,1612
17000,Illinois,1954,2193
18000,Indiana,1954,1810
19000,Iowa,1954,1815
20000,Kansas,1954,1839
21000,Kentucky,1954,1311
22000,Louisiana,1954,1364
23000,Maine,1954,1508
24000,Maryland,1954,2032
25000,Massachusetts,1954,1973
26000,Michigan,1954,2069
27000,Minnesota,1954,1748
28000,Mississippi,1954,946
29000,Missouri,1954,1756
30000,Montana,1954,1807
31000,Nebraska,1954,1793
32000,Nevada,1954,2542
33000,New Hampshire,1954,1746
34000,New Jersey,1954,2246
35000,New Mexico,1954,1557
36000,New York,1954,2190
37000,North Carolina,1954,1330
38000,North Dakota,1954,1407
39000,Ohio,1954,1974
40000,Oklahoma,1954,1504
41000,Oregon,1954,1929
42000,Pennsylvania,1954,1835
44000,Rhode Island,1954,1931
45000,South Carolina,1954,1210
46000,South Dakota,1954,1509
47000,Tennessee,1954,1300
48000,Texas,1954,1681
49000,Utah,1954,1640
50000,Vermont,1954,1491
51000,Virginia,1954,1677
53000,Washington,1954,2183
54000,West Virginia,1954,1223
55000,Wisconsin,1954,1786
56000,Wyoming,1954,1935
91000,New England,1954,1990
92000,Mideast,1954,2090
93000,Great Lakes,1954,2014
94000,Plains,1954,1754
95000,Southeast,1954,1334
96000,Southwest,1954,1648
97000,Rocky Mountain,1954,1782
98000,Far West,1954,2271
0,United States,1956,2059
1000,Alabama,1956,1390
2000,Alaska,1956,3022
4000,Arizona,1956,1937
5000,Arkansas,1956,1262
6000,California,1956,2597
8000,Colorado,1956,2078
9000,Connecticut,1956,2730
10000,Delaware,1956,2797
11000,District of Columbia,1956,2840
12000,Florida,1956,1870
13000,Georgia,1956,1552
15000,Hawaii *,1956,2130
16000,Idaho,1956,1792
17000,Illinois,1956,2473
18000,Indiana,1956,2011
19000,Iowa,1956,1784
20000,Kansas,1956,1871
21000,Kentucky,1956,1452
22000,Louisiana,1956,1532
23000,Maine,1956,1733
24000,Maryland,1956,2281
25000,Massachusetts,1956,2241
26000,Michigan,1956,2270
27000,Minnesota,1956,1864
28000,Mississippi,1956,1077
29000,Missouri,1956,1937
30000,Montana,1956,1971
31000,Nebraska,1956,1718
32000,Nevada,1956,2634
33000,New Hampshire,1956,1951
34000,New Jersey,1956,2469
35000,New Mexico,1956,1725
36000,New York,1956,2432
37000,North Carolina,1956,1473
38000,North Dakota,1956,1615
39000,Ohio,1956,2193
40000,Oklahoma,1956,1642
41000,Oregon,1956,2146
42000,Pennsylvania,1956,2071
44000,Rhode Island,1956,2081
45000,South Carolina,1956,1306
46000,South Dakota,1956,1474
47000,Tennessee,1956,1448
48000,Texas,1956,1837
49000,Utah,1956,1835
50000,Vermont,1956,1697
51000,Virginia,1956,1829
53000,Washington,1956,2277
54000,West Virginia,1956,1478
55000,Wisconsin,1956,2007
56000,Wyoming,1956,2115
91000,New England,1956,2256
92000,Mideast,1956,2331
93000,Great Lakes,1956,2243
94000,Plains,1956,1829
95000,Southeast,1956,1513
96000,Southwest,1956,1804
97000,Rocky Mountain,1956,1970
98000,Far West,1956,2504
0,United States,1958,2160
1000,Alabama,1958,1496
2000,Alaska,1958,3001
4000,Arizona,1958,1988
5000,Arkansas,1958,1339
6000,California,1958,2705
8000,Colorado,1958,2272
9000,Connecticut,1958,2673
10000,Delaware,1958,2728
11000,District of Columbia,1958,3027
12000,Florida,1958,1967
13000,Georgia,1958,1631
15000,Hawaii *,1958,2121
16000,Idaho,1958,1882
17000,Illinois,1958,2511
18000,Indiana,1958,2023
19000,Iowa,1958,2017
20000,Kansas,1958,2144
21000,Kentucky,1958,1561
22000,Louisiana,1958,1669
23000,Maine,1958,1866
24000,Maryland,1958,2337
25000,Massachusetts,1958,2362
26000,Michigan,1958,2233
27000,Minnesota,1958,2044
28000,Mississippi,1958,1180
29000,Missouri,1958,2109
30000,Montana,1958,2124
31000,Nebraska,1958,2108
32000,Nevada,1958,2780
33000,New Hampshire,1958,2071
34000,New Jersey,1958,2480
35000,New Mexico,1958,1952
36000,New York,1958,2608
37000,North Carolina,1958,1540
38000,North Dakota,1958,1931
39000,Ohio,1958,2194
40000,Oklahoma,1958,1856
41000,Oregon,1958,2182
42000,Pennsylvania,1958,2175
44000,Rhode Island,1958,2197
45000,South Carolina,1958,1368
46000,South Dakota,1958,1811
47000,Tennessee,1958,1553
48000,Texas,1958,1934
49000,Utah,1958,1973
50000,Vermont,1958,1780
51000,Virginia,1958,1895
53000,Washington,1958,2376
54000,West Virginia,1958,1587
55000,Wisconsin,1958,2089
56000,Wyoming,1958,2257
91000,New England,1958,2339
92000,Mideast,1958,2449
93000,Great Lakes,1958,2257
94000,Plains,1958,2063
95000,Southeast,1958,1612
96000,Southwest,1958,1927
97000,Rocky Mountain,1958,2125
98000,Far West,1958,2604
0,United States,1957,2138
1000,Alabama,1957,1460
2000,Alaska,1957,2897
4000,Arizona,1957,1984
5000,Arkansas,1957,1280
6000,California,1957,2683
8000,Colorado,1957,2223
9000,Connecticut,1957,2859
10000,Delaware,1957,2697
11000,District of Columbia,1957,2939
12000,Florida,1957,1915
13000,Georgia,1957,1580
15000,Hawaii *,1957,2161
16000,Idaho,1957,1857
17000,Illinois,1957,2542
18000,Indiana,1957,2046
19000,Iowa,1957,1969
20000,Kansas,1957,1966
21000,Kentucky,1957,1508
22000,Louisiana,1957,1650
23000,Maine,1957,1793
24000,Maryland,1957,2377
25000,Massachusetts,1957,2350
26000,Michigan,1957,2304
27000,Minnesota,1957,1958
28000,Mississippi,1957,1088
29000,Missouri,1957,1980
30000,Montana,1957,2034
31000,Nebraska,1957,1996
32000,Nevada,1957,2719
33000,New Hampshire,1957,2065
34000,New Jersey,1957,2575
35000,New Mexico,1957,1842
36000,New York,1957,2542
37000,North Carolina,1957,1462
38000,North Dakota,1957,1662
39000,Ohio,1957,2256
40000,Oklahoma,1957,1711
41000,Oregon,1957,2133
42000,Pennsylvania,1957,2184
